clade_name,DRR111028,DRR111037,DRR111061,DRR111030,DRR111013,DRR111004,DRR111036,DRR111060,DRR111042,DRR111024,DRR111006,DRR111012
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Enterorhabdus,0.000101,0.000108,0.000091,0.000101,0.000091,0.000105,0.000101,0.000091,0.000101,0.000091,0.000110,0.000091
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Epulopiscium,0.000073,0.000079,0.000066,0.000073,0.000066,0.000076,0.000073,0.000066,0.000073,0.000066,0.000081,0.000066
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium,0.000067,0.000074,0.000068,0.000067,0.000068,0.000071,0.000067,0.000068,0.000067,0.000068,0.000076,0.000067
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelotrichaceae_UCG-003,0.000074,0.000079,0.000067,0.000074,0.000067,0.000076,0.000074,0.000067,0.000074,0.000067,0.000081,0.000067
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia-Shigella,0.014161,0.014689,0.014657,0.014125,0.014695,0.014396,0.014126,0.014418,0.014131,0.014640,0.014784,0.014519
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium,0.000194,0.000197,0.000155,0.000194,0.000155,0.000194,0.000194,0.000155,0.000194,0.000155,0.000201,0.000155
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Ezakiella,0.000067,0.000072,0.000067,0.000067,0.000067,0.000069,0.000067,0.000067,0.000067,0.000067,0.000074,0.000067
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium,0.106968,0.098757,0.041698,0.107465,0.041764,0.104565,0.107455,0.041352,0.107241,0.041684,0.099568,0.041483
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea,0.006731,0.006952,0.007093,0.006723,0.007093,0.006793,0.006724,0.007102,0.006725,0.007093,0.007037,0.007095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_AD3011_group,0.000250,0.000260,0.000189,0.000250,0.000190,0.000254,0.000250,0.000189,0.000250,0.000190,0.000266,0.000189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_UCG-001,0.000236,0.000245,0.000194,0.000236,0.000194,0.000240,0.000236,0.000195,0.000235,0.000194,0.000251,0.000194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Fenollaria,0.000073,0.000077,0.000072,0.000073,0.000072,0.000074,0.000073,0.000072,0.000073,0.000072,0.000079,0.000072
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor,0.002609,0.002701,0.002849,0.002616,0.002851,0.002641,0.002616,0.002851,0.002607,0.002850,0.002729,0.002850
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Fournierella,0.000193,0.000205,0.000194,0.000193,0.000194,0.000197,0.000193,0.000192,0.000193,0.000194,0.000209,0.000193
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus,0.000417,0.000436,0.000316,0.000416,0.000316,0.000431,0.000416,0.000315,0.000416,0.000316,0.000445,0.000315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter,0.007598,0.007010,0.003321,0.007682,0.003332,0.007439,0.007680,0.003287,0.007620,0.003320,0.007156,0.003299
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,0.014616,0.017304,0.035004,0.014368,0.035029,0.015819,0.014374,0.034785,0.014465,0.034989,0.017433,0.034910
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066575,0.000361,0.000377,0.000293,0.000360,0.000294,0.000368,0.000360,0.000291,0.000360,0.000293,0.000384,0.000292
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066755,0.000120,0.000131,0.000111,0.000119,0.000112,0.000125,0.000119,0.000112,0.000119,0.000111,0.000135,0.000111
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella,0.000066,0.000071,0.000069,0.000066,0.000069,0.000068,0.000066,0.000069,0.000066,0.000069,0.000073,0.000069
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Gastranaerophilales|f__Gastranaerophilales|g__Gastranaerophilales,0.000119,0.000127,0.000126,0.000119,0.000126,0.000122,0.000119,0.000126,0.000119,0.000126,0.000130,0.000126
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella,0.000104,0.000111,0.000104,0.000104,0.000104,0.000107,0.000104,0.000104,0.000104,0.000104,0.000114,0.000104
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter,0.000075,0.000082,0.000079,0.000075,0.000079,0.000078,0.000075,0.000079,0.000075,0.000079,0.000084,0.000079
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0.000130,0.000142,0.000128,0.000129,0.000128,0.000136,0.000129,0.000128,0.000129,0.000128,0.000145,0.000128
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,0.003493,0.003339,0.001724,0.003503,0.001727,0.003485,0.003502,0.001717,0.003492,0.001724,0.003417,0.001717
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia-Obesumbacterium,0.000069,0.000072,0.000065,0.000069,0.000065,0.000070,0.000069,0.000064,0.000069,0.000065,0.000074,0.000065
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Harryflintia,0.000117,0.000126,0.000122,0.000117,0.000123,0.000122,0.000117,0.000122,0.000117,0.000122,0.000129,0.000122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella,0.000084,0.000091,0.000080,0.000084,0.000080,0.000087,0.000084,0.000080,0.000084,0.000080,0.000093,0.000080
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Howardella,0.000130,0.000139,0.000121,0.000130,0.000121,0.000133,0.000130,0.000121,0.000130,0.000121,0.000143,0.000121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella,0.001012,0.001065,0.000929,0.001014,0.000930,0.001041,0.001014,0.000927,0.001009,0.000929,0.001094,0.000927
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis,0.005862,0.006032,0.005188,0.005835,0.005202,0.005970,0.005836,0.005116,0.005846,0.005184,0.006107,0.005146
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Intestinibacter,0.000073,0.000077,0.000060,0.000073,0.000060,0.000074,0.000073,0.000060,0.000073,0.000060,0.000078,0.000060
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas,0.000601,0.000602,0.000379,0.000603,0.000380,0.000606,0.000603,0.000379,0.000601,0.000379,0.000617,0.000379
k__Bacteria|p__Firmicutes|c__Bacilli|o__Izemoplasmatales|f__Izemoplasmatales|g__Izemoplasmatales,0.000141,0.000147,0.000137,0.000141,0.000137,0.000142,0.000141,0.000137,0.000141,0.000137,0.000150,0.000137
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella,0.002815,0.003046,0.003342,0.002794,0.003345,0.002927,0.002795,0.003312,0.002801,0.003340,0.003091,0.003324
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum,0.000070,0.000076,0.000068,0.000070,0.000069,0.000073,0.000070,0.000068,0.000070,0.000068,0.000078,0.000068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium,0.012989,0.014911,0.025366,0.012802,0.025356,0.013818,0.012807,0.025345,0.012887,0.025362,0.014971,0.025374
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira,0.010054,0.010640,0.010089,0.009981,0.010101,0.010302,0.009983,0.010075,0.010020,0.010091,0.010740,0.010068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae,0.000073,0.000079,0.000072,0.000073,0.000072,0.000076,0.000073,0.000072,0.000073,0.000072,0.000081,0.000072
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_FCS020_group,0.000199,0.000212,0.000189,0.000198,0.000190,0.000204,0.000198,0.000189,0.000198,0.000189,0.000216,0.000189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NC2004_group,0.000068,0.000074,0.000072,0.000068,0.000072,0.000071,0.000068,0.000072,0.000068,0.000072,0.000076,0.000071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_ND3007_group,0.000547,0.000576,0.000527,0.000545,0.000528,0.000560,0.000545,0.000524,0.000545,0.000527,0.000587,0.000525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group,0.007697,0.008259,0.007279,0.007629,0.007287,0.008065,0.007631,0.007250,0.007649,0.007278,0.008365,0.007259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-001,0.000287,0.000298,0.000219,0.000287,0.000219,0.000294,0.000287,0.000220,0.000286,0.000219,0.000306,0.000219
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-003,0.000070,0.000077,0.000067,0.000069,0.000067,0.000074,0.000070,0.000067,0.000070,0.000067,0.000079,0.000067
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-004,0.000555,0.000621,0.000689,0.000550,0.000689,0.000588,0.000550,0.000689,0.000551,0.000689,0.000634,0.000689
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-008,0.000111,0.000121,0.000113,0.000110,0.000113,0.000116,0.000110,0.000113,0.000110,0.000113,0.000124,0.000113
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-010,0.001807,0.001800,0.001097,0.001814,0.001100,0.001814,0.001814,0.001094,0.001806,0.001097,0.001835,0.001095
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,0.013565,0.011295,0.003549,0.013888,0.003551,0.012631,0.013880,0.003538,0.013694,0.003549,0.011561,0.003543
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,0.000153,0.000167,0.000173,0.000152,0.000173,0.000160,0.000152,0.000172,0.000152,0.000172,0.000171,0.000172
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lactonifactor,0.000118,0.000125,0.000118,0.000117,0.000118,0.000121,0.000117,0.000117,0.000117,0.000118,0.000128,0.000117
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia,0.000072,0.000076,0.000062,0.000071,0.000062,0.000073,0.000071,0.000063,0.000071,0.000062,0.000078,0.000062
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Lawsonella,0.000070,0.000075,0.000064,0.000069,0.000064,0.000072,0.000069,0.000064,0.000069,0.000064,0.000076,0.000064
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia,0.000075,0.000082,0.000073,0.000074,0.000073,0.000079,0.000074,0.000073,0.000074,0.000073,0.000084,0.000073
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Libanicoccus,0.000157,0.000163,0.000136,0.000156,0.000136,0.000159,0.000156,0.000136,0.000157,0.000136,0.000167,0.000136
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella,0.000144,0.000151,0.000127,0.000144,0.000127,0.000147,0.000144,0.000127,0.000144,0.000127,0.000154,0.000127
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia,0.000175,0.000189,0.000188,0.000174,0.000188,0.000180,0.000174,0.000188,0.000174,0.000188,0.000193,0.000188
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Megamonas,0.010140,0.012663,0.033496,0.009858,0.033527,0.011239,0.009864,0.033340,0.010000,0.033489,0.012728,0.033421
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Megasphaera,0.005039,0.005879,0.006593,0.004965,0.006602,0.005418,0.004967,0.006554,0.004994,0.006592,0.005934,0.006564
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Mesorhizobium,0.000067,0.000073,0.000068,0.000067,0.000068,0.000069,0.000067,0.000068,0.000067,0.000068,0.000075,0.000068
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter,0.000074,0.000078,0.000073,0.000074,0.000073,0.000075,0.000074,0.000073,0.000074,0.000073,0.000080,0.000073
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Mitochondria,0.000082,0.000089,0.000073,0.000082,0.000073,0.000085,0.000082,0.000073,0.000082,0.000073,0.000091,0.000073
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Mitsuokella,0.001619,0.001769,0.001803,0.001606,0.001807,0.001705,0.001606,0.001785,0.001608,0.001802,0.001795,0.001792
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Mogibacterium,0.000076,0.000084,0.000071,0.000076,0.000071,0.000080,0.000076,0.000071,0.000076,0.000071,0.000086,0.000071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus,0.003512,0.003421,0.002261,0.003544,0.002264,0.003495,0.003543,0.002234,0.003517,0.002259,0.003492,0.002244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Moryella,0.000148,0.000161,0.000145,0.000147,0.000145,0.000155,0.000147,0.000144,0.000147,0.000145,0.000165,0.000144
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae,0.003063,0.003136,0.002094,0.003066,0.002097,0.003146,0.003066,0.002078,0.003054,0.002092,0.003201,0.002083
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK4A214_group,0.007946,0.006958,0.002060,0.008102,0.002068,0.007614,0.008098,0.002040,0.007992,0.002060,0.007112,0.002047
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Negativibacillus,0.002403,0.002351,0.001467,0.002418,0.001470,0.002392,0.002418,0.001462,0.002405,0.001467,0.002391,0.001463
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria,0.000070,0.000075,0.000067,0.000069,0.000067,0.000072,0.000069,0.000067,0.000069,0.000067,0.000077,0.000067
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter,0.002945,0.003070,0.002299,0.002937,0.002305,0.003047,0.002937,0.002277,0.002932,0.002298,0.003128,0.002285
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella,0.000410,0.000403,0.000232,0.000413,0.000232,0.000409,0.000413,0.000231,0.000410,0.000232,0.000412,0.000231
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium,0.000099,0.000109,0.000102,0.000098,0.000102,0.000104,0.000098,0.000102,0.000098,0.000102,0.000111,0.000102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter,0.006769,0.006709,0.004112,0.006777,0.004118,0.006804,0.006777,0.004095,0.006764,0.004112,0.006808,0.004098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillospira,0.000200,0.000213,0.000170,0.000200,0.000170,0.000206,0.000200,0.000171,0.000200,0.000170,0.000218,0.000170
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter,0.000090,0.000096,0.000087,0.000090,0.000087,0.000092,0.000090,0.000088,0.000090,0.000087,0.000098,0.000087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Paludicola,0.000075,0.000082,0.000075,0.000074,0.000075,0.000079,0.000074,0.000075,0.000075,0.000075,0.000084,0.000075
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Papillibacter,0.000080,0.000086,0.000084,0.000080,0.000084,0.000083,0.000080,0.000084,0.000080,0.000084,0.000089,0.000084
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,0.019673,0.021731,0.031280,0.019528,0.031287,0.020347,0.019531,0.031160,0.019595,0.031264,0.021806,0.031221
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,0.004374,0.004843,0.006114,0.004327,0.006120,0.004591,0.004328,0.006097,0.004347,0.006114,0.004882,0.006099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,0.003126,0.003276,0.002704,0.003122,0.002705,0.003233,0.003122,0.002697,0.003113,0.002704,0.003338,0.002700
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Parvimonas,0.000068,0.000074,0.000068,0.000068,0.000068,0.000071,0.000068,0.000068,0.000068,0.000068,0.000076,0.000068
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus,0.000066,0.000072,0.000070,0.000065,0.000070,0.000069,0.000066,0.000070,0.000066,0.000070,0.000074,0.000070
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Peptoclostridium,0.000066,0.000069,0.000069,0.000066,0.000069,0.000067,0.000066,0.000068,0.000066,0.000069,0.000071,0.000068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae|g__Peptococcus,0.000129,0.000143,0.000133,0.000128,0.000133,0.000136,0.000128,0.000133,0.000128,0.000133,0.000147,0.000133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Peptoniphilus,0.000075,0.000079,0.000067,0.000074,0.000067,0.000076,0.000074,0.000067,0.000075,0.000067,0.000081,0.000067
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,0.009683,0.011105,0.019177,0.009536,0.019170,0.010228,0.009540,0.019147,0.009615,0.019170,0.011157,0.019158
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Phocea,0.000072,0.000077,0.000063,0.000072,0.000063,0.000074,0.000072,0.000064,0.000072,0.000063,0.000079,0.000064
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,0.000065,0.000072,0.000074,0.000064,0.000074,0.000068,0.000064,0.000074,0.000064,0.000074,0.000074,0.000074
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0.035805,0.044147,0.128089,0.034921,0.128210,0.039154,0.034941,0.127517,0.035385,0.128058,0.044015,0.127727
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_NK3B31_group,0.005646,0.005071,0.001982,0.005736,0.001988,0.005434,0.005733,0.001951,0.005675,0.001980,0.005190,0.001964
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_UCG-001,0.000150,0.000158,0.000131,0.000150,0.000131,0.000153,0.000150,0.000131,0.000150,0.000131,0.000162,0.000131
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_UCG-003,0.000177,0.000182,0.000143,0.000177,0.000143,0.000178,0.000177,0.000143,0.000177,0.000143,0.000185,0.000143
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium,0.000067,0.000073,0.000067,0.000067,0.000067,0.000069,0.000067,0.000067,0.000067,0.000067,0.000075,0.000067
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus,0.000072,0.000079,0.000068,0.000071,0.000068,0.000076,0.000071,0.000068,0.000071,0.000068,0.000081,0.000068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoflavonifractor,0.000096,0.000102,0.000091,0.000096,0.000091,0.000098,0.000096,0.000091,0.000096,0.000091,0.000105,0.000091
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,0.000073,0.000080,0.000076,0.000073,0.000076,0.000076,0.000073,0.000076,0.000073,0.000076,0.000082,0.000076
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium,0.000064,0.000070,0.000071,0.000064,0.000071,0.000067,0.000064,0.000072,0.000064,0.000071,0.000072,0.000071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Pygmaiobacter,0.000068,0.000074,0.000065,0.000068,0.000066,0.000071,0.000068,0.000065,0.000068,0.000066,0.000076,0.000065
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter,0.000085,0.000093,0.000080,0.000085,0.000080,0.000090,0.000085,0.000080,0.000085,0.000080,0.000096,0.000080
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39|g__RF39,0.000069,0.000074,0.000065,0.000068,0.000065,0.000071,0.000068,0.000066,0.000068,0.000065,0.000076,0.000065
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella,0.000086,0.000092,0.000082,0.000085,0.000082,0.000089,0.000085,0.000082,0.000085,0.000082,0.000094,0.000082
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenella,0.000071,0.000077,0.000075,0.000071,0.000075,0.000074,0.000071,0.000075,0.000071,0.000075,0.000079,0.000075
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_RC9_gut_group,0.000100,0.000112,0.000103,0.000100,0.000103,0.000107,0.000100,0.000103,0.000100,0.000103,0.000115,0.000102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella,0.000078,0.000082,0.000065,0.000078,0.000065,0.000080,0.000078,0.000065,0.000078,0.000065,0.000084,0.000065
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Romboutsia,0.000074,0.000081,0.000068,0.000073,0.000068,0.000078,0.000073,0.000068,0.000073,0.000068,0.000082,0.000068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia,0.012340,0.013123,0.014264,0.012330,0.014275,0.012656,0.012330,0.014180,0.012304,0.014256,0.013269,0.014212
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia,0.000172,0.000181,0.000171,0.000172,0.000171,0.000176,0.000172,0.000171,0.000172,0.000171,0.000185,0.000171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia|f__Hungateiclostridiaceae|g__Ruminiclostridium,0.000088,0.000096,0.000081,0.000088,0.000082,0.000092,0.000088,0.000082,0.000088,0.000082,0.000099,0.000082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus,0.010566,0.011100,0.009475,0.010499,0.009490,0.010970,0.010500,0.009435,0.010508,0.009475,0.011246,0.009450
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__S5-A14a,0.000067,0.000073,0.000069,0.000066,0.000069,0.000069,0.000066,0.000069,0.000066,0.000069,0.000075,0.000069
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonadaceae,0.000091,0.000095,0.000082,0.000091,0.000082,0.000092,0.000091,0.000082,0.000091,0.000082,0.000098,0.000082
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadales|g__Saccharimonadales,0.000077,0.000082,0.000074,0.000076,0.000074,0.000079,0.000076,0.000074,0.000077,0.000074,0.000084,0.000074
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Sanguibacteroides,0.000078,0.000085,0.000077,0.000078,0.000077,0.000081,0.000078,0.000077,0.000078,0.000077,0.000087,0.000077
