clade_name	DRR127704	DRR127594	DRR127603	DRR162777	DRR127674	DRR127774	DRR127755	DRR127762	DRR127692	DRR127763	DRR127647	DRR127751	DRR127481	DRR127776	DRR127708	DRR127619
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii	0.068839	0.086669	0.085751	0.063723	0.075868	0.070362	0.067381	0.079720	0.078575	0.066016	0.082592	0.087696	0.074391	0.084098	0.082362	0.071243
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0.035827	0.038598	0.038533	0.029279	0.039476	0.033761	0.030662	0.035963	0.034994	0.032279	0.040601	0.029483	0.037842	0.031918	0.038763	0.034663
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	0.036147	0.036438	0.039390	0.030225	0.037360	0.034209	0.031612	0.034325	0.032683	0.033584	0.040151	0.028897	0.039158	0.032629	0.038679	0.035314
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0.062396	0.142055	0.101230	0.055777	0.074987	0.073168	0.064290	0.117868	0.115204	0.056227	0.087507	0.105997	0.064560	0.090254	0.085879	0.064587
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	0.026710	0.028570	0.030110	0.023642	0.028491	0.025947	0.024722	0.025527	0.024524	0.025384	0.030881	0.025846	0.029200	0.028008	0.029521	0.027185
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	0.071253	0.076940	0.075079	0.060826	0.073397	0.068358	0.062307	0.069396	0.067162	0.066650	0.079362	0.066219	0.073358	0.067155	0.076080	0.072703
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola	0.032600	0.034430	0.035507	0.025493	0.034769	0.030060	0.027635	0.032021	0.030101	0.028609	0.039145	0.028328	0.034582	0.030009	0.035914	0.033202
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	0.021594	0.023145	0.024479	0.018742	0.022608	0.021123	0.020793	0.020600	0.019408	0.019993	0.026490	0.020454	0.023316	0.022220	0.024125	0.023238
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni	0.096257	0.100009	0.101539	0.084068	0.098215	0.089933	0.085457	0.092811	0.091341	0.091032	0.107046	0.094212	0.102659	0.096137	0.101925	0.095278
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	0.024403	0.022331	0.024280	0.020040	0.025269	0.022044	0.020941	0.020489	0.019664	0.023082	0.029561	0.021853	0.026289	0.022351	0.026378	0.025378
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	0.030344	0.031988	0.034582	0.025347	0.031095	0.028949	0.028224	0.030123	0.028733	0.027862	0.034140	0.028345	0.033085	0.030600	0.032879	0.029231
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis	0.054760	0.053756	0.053426	0.042300	0.056363	0.047777	0.043958	0.050323	0.049158	0.048618	0.063987	0.045329	0.057209	0.045959	0.057220	0.051600
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	0.037215	0.041203	0.042724	0.030246	0.037815	0.035833	0.033077	0.038751	0.035881	0.034243	0.043364	0.032187	0.039687	0.035063	0.041772	0.036492
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oulorum	0.042314	0.048242	0.046190	0.035506	0.047340	0.039049	0.037307	0.044667	0.043065	0.038744	0.055566	0.043385	0.045909	0.044124	0.047649	0.044551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens	0.035413	0.032914	0.036018	0.029416	0.036508	0.033037	0.029699	0.030863	0.029652	0.032465	0.040559	0.027314	0.036207	0.029656	0.039345	0.036005
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae	0.087323	0.098423	0.099930	0.079952	0.096418	0.088927	0.079777	0.093093	0.091540	0.083322	0.093179	0.088780	0.091542	0.086071	0.099134	0.086211
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885	0.050493	0.054594	0.056281	0.042229	0.053340	0.049467	0.045108	0.051267	0.048506	0.045506	0.058878	0.041994	0.052867	0.047448	0.055760	0.050772
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24	0.026602	0.029034	0.029044	0.021687	0.028092	0.025171	0.022895	0.026747	0.025975	0.023909	0.032751	0.025576	0.027919	0.024982	0.029800	0.026333
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	0.037438	0.034019	0.036996	0.029767	0.038074	0.033310	0.032084	0.031675	0.030752	0.034297	0.041932	0.031149	0.040373	0.033435	0.038694	0.037326
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1092	0.055826	0.059394	0.062194	0.049983	0.058880	0.054563	0.054075	0.054929	0.052498	0.052117	0.067748	0.057790	0.059210	0.059812	0.062786	0.059664
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1124	0.102113	0.097232	0.087141	0.071758	0.098200	0.079482	0.067399	0.085760	0.084488	0.093280	0.112118	0.091529	0.107201	0.080487	0.099682	0.097479
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1185	0.025717	0.027666	0.029140	0.023933	0.027561	0.026028	0.026250	0.024454	0.023755	0.024895	0.030819	0.025809	0.027575	0.027443	0.029344	0.027692
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	0.031560	0.035602	0.037926	0.029099	0.033254	0.032709	0.030361	0.031599	0.030881	0.031257	0.034188	0.034748	0.034278	0.033794	0.036081	0.032137
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_485	0.041803	0.042684	0.046631	0.036603	0.044340	0.041117	0.038730	0.039873	0.037168	0.039270	0.045642	0.034286	0.044676	0.038892	0.044990	0.042263
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	0.050819	0.058967	0.062065	0.044657	0.053128	0.051890	0.047629	0.054162	0.051843	0.049146	0.053878	0.051731	0.054818	0.053175	0.057387	0.050229
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226	0.044019	0.053096	0.059265	0.043630	0.048671	0.049481	0.047469	0.048136	0.046859	0.042583	0.049579	0.047786	0.047548	0.053280	0.052835	0.045570
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891	0.036264	0.037600	0.040943	0.030807	0.038763	0.034842	0.034241	0.034956	0.033420	0.034318	0.041353	0.038919	0.040571	0.038651	0.041473	0.036052
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_306	0.038084	0.040293	0.043490	0.035332	0.042367	0.039101	0.036750	0.037613	0.036427	0.036264	0.043079	0.038772	0.041096	0.040091	0.042942	0.039375
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0.081654	0.111952	0.112727	0.076883	0.087841	0.088738	0.082751	0.108351	0.102456	0.072589	0.093936	0.069906	0.083784	0.088869	0.092564	0.075246
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	0.031876	0.034495	0.037638	0.028725	0.034267	0.032044	0.030858	0.031283	0.029554	0.030622	0.036839	0.030947	0.034306	0.033445	0.036741	0.034527
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis	0.046158	0.051575	0.056379	0.042523	0.050862	0.047067	0.043924	0.048142	0.047152	0.044600	0.051477	0.050289	0.050188	0.049773	0.054807	0.047761
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.124134	0.108185	0.114109	0.091890	0.122284	0.103047	0.092645	0.103293	0.100621	0.114062	0.128232	0.088785	0.133352	0.096358	0.122824	0.107904
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.120100	0.105475	0.109453	0.093986	0.115512	0.100624	0.092476	0.097327	0.096957	0.114474	0.121801	0.091451	0.126396	0.094521	0.117190	0.109413
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.030852	0.030986	0.035038	0.027405	0.033984	0.031590	0.031717	0.029350	0.027683	0.029927	0.035110	0.029979	0.034977	0.033057	0.033962	0.033110
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.028546	0.026959	0.031349	0.025439	0.030868	0.027544	0.026271	0.025141	0.023862	0.028289	0.030818	0.026263	0.032158	0.027952	0.031784	0.028955
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	0.028457	0.031766	0.032935	0.025781	0.032639	0.028940	0.027405	0.029336	0.027966	0.026748	0.035507	0.027738	0.030321	0.029799	0.033113	0.031573
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0.029620	0.030401	0.030035	0.024154	0.030853	0.026465	0.025246	0.027664	0.026588	0.026032	0.038374	0.025389	0.030562	0.027962	0.031988	0.031395
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.086847	0.079456	0.084348	0.065918	0.085174	0.073272	0.066015	0.075322	0.074533	0.081806	0.088964	0.074451	0.093744	0.071403	0.087474	0.075439
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.032432	0.033361	0.034622	0.027790	0.034764	0.030933	0.029902	0.031062	0.029856	0.030190	0.038755	0.030932	0.034705	0.032303	0.036110	0.034162
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An66	0.033465	0.038116	0.037055	0.026437	0.036398	0.030795	0.029051	0.035251	0.033317	0.029287	0.044313	0.033572	0.036229	0.033901	0.038193	0.034139
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	0.056744	0.067320	0.067823	0.052384	0.061900	0.058146	0.058086	0.062650	0.062899	0.055638	0.067733	0.079911	0.062317	0.068716	0.065796	0.057066
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.125837	0.110067	0.121339	0.103855	0.123972	0.113710	0.105243	0.105823	0.102162	0.118244	0.129590	0.102403	0.132937	0.107231	0.127905	0.119310
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.154235	0.143336	0.153398	0.127650	0.153452	0.137173	0.121008	0.139224	0.136921	0.139640	0.155244	0.115361	0.161628	0.124847	0.157748	0.134444
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.092629	0.087790	0.088817	0.075569	0.092076	0.082378	0.076772	0.082700	0.080409	0.085463	0.101492	0.079658	0.096139	0.079559	0.094972	0.091283
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0.029337	0.037531	0.036720	0.027601	0.033551	0.030481	0.029338	0.033691	0.032713	0.027697	0.037473	0.031322	0.031828	0.034216	0.034944	0.031591
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	0.025677	0.028111	0.031362	0.023172	0.027922	0.026632	0.024508	0.025865	0.024696	0.024389	0.029202	0.025150	0.027792	0.027058	0.029893	0.026383
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0.023498	0.024366	0.026459	0.019113	0.024801	0.022812	0.021007	0.022864	0.021846	0.021870	0.026972	0.020375	0.025161	0.022456	0.026307	0.022800
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.067576	0.071876	0.074394	0.057358	0.070150	0.064633	0.061627	0.067754	0.065875	0.063127	0.076611	0.068823	0.070262	0.067402	0.073884	0.066142
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	0.092136	0.095931	0.098132	0.081096	0.096351	0.088302	0.087177	0.091145	0.086684	0.086187	0.097788	0.072991	0.097316	0.085205	0.095184	0.093546
k__Bacteria|p__Firmicutes	0.512347	0.501058	0.565945	0.532822	0.512333	0.531418	0.565159	0.501195	0.482114	0.509357	0.507736	0.488129	0.519463	0.560392	0.527764	0.542665
k__Bacteria|p__Firmicutes|c__Bacilli	0.096275	0.102298	0.113955	0.103654	0.103645	0.105356	0.113071	0.097058	0.095331	0.098699	0.105888	0.115584	0.103918	0.122638	0.107367	0.104743
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.026682	0.026926	0.028401	0.022862	0.028079	0.025214	0.024882	0.024320	0.023297	0.025251	0.032045	0.026221	0.029126	0.027393	0.029367	0.028586
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	0.027995	0.026753	0.032554	0.025335	0.030001	0.028581	0.026892	0.025181	0.023832	0.026753	0.030442	0.026004	0.031011	0.028153	0.031889	0.028928
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	0.034515	0.035834	0.038880	0.032005	0.035718	0.034149	0.032840	0.032389	0.031621	0.033151	0.038810	0.033736	0.036714	0.036192	0.037799	0.034584
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica	0.046914	0.049774	0.050040	0.040074	0.049728	0.043721	0.041953	0.047188	0.045206	0.043423	0.057263	0.042496	0.049228	0.044120	0.050883	0.049178
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_bergeri	0.043139	0.048090	0.045151	0.031839	0.046547	0.038146	0.033680	0.045295	0.044283	0.036776	0.053777	0.038555	0.044866	0.037606	0.046736	0.040887
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	0.032498	0.034075	0.036568	0.030852	0.034460	0.032953	0.033496	0.031403	0.029659	0.031296	0.038572	0.029560	0.034119	0.033745	0.036022	0.035616
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	0.025633	0.027028	0.027517	0.021830	0.028353	0.024662	0.024570	0.025253	0.023594	0.023173	0.033933	0.023662	0.027194	0.025424	0.028265	0.028624
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	0.024508	0.029968	0.029466	0.020970	0.027888	0.024339	0.022800	0.026878	0.026453	0.022621	0.032000	0.028523	0.026542	0.027886	0.029671	0.025999
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.072455	0.084880	0.094919	0.080386	0.081656	0.081404	0.082355	0.080110	0.078450	0.075576	0.080289	0.099212	0.080288	0.099202	0.086513	0.076335
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.038540	0.039846	0.041576	0.032836	0.042088	0.036665	0.034097	0.037148	0.035860	0.035546	0.045964	0.034910	0.041706	0.037842	0.043645	0.040731
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0.030097	0.031832	0.032457	0.026114	0.032978	0.028979	0.027667	0.028591	0.027527	0.028050	0.036912	0.031391	0.032077	0.030951	0.034048	0.032971
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	0.088072	0.100491	0.107498	0.092108	0.098008	0.098725	0.097348	0.091897	0.089273	0.091378	0.095437	0.098294	0.096783	0.103657	0.101479	0.094719
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09	0.040369	0.045173	0.043021	0.034519	0.043325	0.038922	0.036588	0.042374	0.040418	0.036862	0.051045	0.035204	0.042468	0.038319	0.043282	0.042350
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.022007	0.025437	0.025876	0.018497	0.024392	0.021090	0.020128	0.023080	0.021788	0.020536	0.028097	0.023560	0.024365	0.024100	0.025324	0.023580
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.028560	0.030401	0.030456	0.022782	0.030813	0.026315	0.024604	0.027688	0.026543	0.026013	0.035104	0.027813	0.029899	0.026910	0.032025	0.030163
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0.033173	0.036758	0.038499	0.029341	0.034926	0.033733	0.032719	0.034317	0.031765	0.030913	0.038207	0.027875	0.034527	0.031661	0.036643	0.034807
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	0.027290	0.030067	0.030466	0.021945	0.029300	0.026288	0.024384	0.027452	0.026201	0.025066	0.033025	0.025551	0.030231	0.027285	0.029929	0.027341
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.031869	0.036480	0.037622	0.027754	0.035735	0.032037	0.031653	0.034204	0.032365	0.028252	0.037960	0.028231	0.033405	0.032415	0.035467	0.034101
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.024215	0.024844	0.027272	0.020647	0.025353	0.023506	0.022351	0.022654	0.021748	0.022582	0.027849	0.022974	0.026305	0.024132	0.026908	0.025070
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_asini	0.069263	0.082265	0.086831	0.068713	0.074727	0.075079	0.072026	0.074846	0.072960	0.067840	0.079705	0.080641	0.073960	0.084719	0.082290	0.075735
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0.031859	0.035731	0.036057	0.026777	0.034316	0.030437	0.029894	0.032588	0.030916	0.029090	0.037739	0.031588	0.034349	0.033232	0.035582	0.033793
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_canis	0.075503	0.071502	0.070647	0.059019	0.076914	0.064925	0.062200	0.065445	0.064790	0.068072	0.090334	0.071389	0.078701	0.066552	0.078917	0.074258
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0.044995	0.051817	0.051596	0.038951	0.050261	0.044305	0.041414	0.048877	0.048250	0.042756	0.052619	0.046943	0.049955	0.047278	0.050405	0.044905
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	0.088291	0.092508	0.095602	0.076525	0.094556	0.085448	0.078721	0.086232	0.084104	0.080466	0.102055	0.084448	0.091661	0.087069	0.096265	0.090615
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.029208	0.033326	0.033926	0.026221	0.031680	0.029311	0.027676	0.030304	0.028649	0.027453	0.035371	0.029356	0.031010	0.030846	0.034531	0.032268
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0.029387	0.030121	0.031886	0.024645	0.032485	0.028053	0.027821	0.027939	0.027353	0.026880	0.036144	0.029493	0.031494	0.029632	0.032949	0.031781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0.036805	0.041072	0.042268	0.031478	0.040353	0.036562	0.033942	0.039101	0.037648	0.033010	0.044955	0.030919	0.039542	0.036190	0.040188	0.036123
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.039460	0.045790	0.049096	0.039974	0.043745	0.042136	0.042217	0.041506	0.040362	0.039670	0.045407	0.049649	0.043495	0.048918	0.046162	0.042158
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.036842	0.048219	0.051040	0.040670	0.044774	0.042941	0.043845	0.044695	0.043966	0.037281	0.044748	0.051810	0.040323	0.050650	0.046754	0.042711
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	0.064973	0.068780	0.070781	0.059246	0.067578	0.064079	0.062034	0.064694	0.062002	0.062889	0.074093	0.058094	0.069891	0.064090	0.069826	0.066082
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	0.061365	0.073664	0.073646	0.058748	0.064997	0.063258	0.062595	0.067098	0.065598	0.061253	0.072155	0.080371	0.066994	0.076652	0.069556	0.065825
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	0.037817	0.045506	0.040989	0.030720	0.040456	0.035264	0.034297	0.041355	0.039099	0.033727	0.049648	0.037646	0.040139	0.038626	0.041781	0.040401
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus	0.042239	0.044467	0.045573	0.035771	0.045638	0.040555	0.040206	0.042029	0.039561	0.038512	0.050861	0.040833	0.045635	0.042859	0.047068	0.046206
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	0.026283	0.026571	0.028712	0.021627	0.028085	0.025283	0.023627	0.024356	0.023151	0.024822	0.030972	0.023501	0.029297	0.025324	0.029328	0.026534
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	0.032460	0.031958	0.034919	0.029361	0.035232	0.031537	0.031378	0.030083	0.029092	0.031648	0.038857	0.031560	0.034336	0.032552	0.036804	0.034949
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	0.086085	0.094864	0.097851	0.081106	0.090310	0.086332	0.082362	0.087880	0.086981	0.083703	0.091348	0.083771	0.090162	0.089350	0.095047	0.087793
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners	0.043052	0.055200	0.054638	0.042798	0.046944	0.047389	0.045246	0.048652	0.047001	0.041406	0.050527	0.046581	0.045918	0.052212	0.049806	0.047632
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	0.062324	0.074681	0.079111	0.063523	0.070179	0.068118	0.067396	0.070525	0.069861	0.061138	0.069928	0.076033	0.066871	0.075362	0.075365	0.068263
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae	0.026454	0.028810	0.030848	0.023033	0.029270	0.026315	0.024543	0.026585	0.025723	0.024818	0.033085	0.027151	0.028737	0.027924	0.030516	0.027687
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri	0.023930	0.024981	0.026669	0.019361	0.025450	0.022894	0.021673	0.023237	0.021913	0.021880	0.028828	0.019883	0.025557	0.022221	0.026378	0.024723
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	0.036749	0.044885	0.047289	0.035625	0.041168	0.039069	0.037374	0.041015	0.039854	0.034859	0.044570	0.040940	0.038888	0.043065	0.044588	0.040136
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri	0.027909	0.034073	0.032366	0.023838	0.029826	0.027733	0.026458	0.030736	0.029421	0.026069	0.034762	0.030701	0.030084	0.030655	0.031141	0.029604
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	0.024866	0.029295	0.028124	0.020731	0.027081	0.023989	0.022914	0.026700	0.025618	0.022851	0.032635	0.027475	0.026658	0.026406	0.028766	0.026965
