clade_name	DRR127704	DRR127594	DRR127603	DRR162777	DRR127674	DRR127774	DRR127755	DRR127762	DRR127692	DRR127763	DRR127647	DRR127751	DRR127481	DRR127776	DRR127708	DRR127619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae	0.024159	0.028368	0.025849	0.018551	0.026128	0.021996	0.021014	0.025856	0.024563	0.020725	0.033680	0.023780	0.025803	0.024234	0.026980	0.025457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	0.027491	0.029008	0.030364	0.024546	0.030103	0.026662	0.026472	0.026190	0.025117	0.025721	0.035025	0.027356	0.029755	0.029488	0.030271	0.029660
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	0.027361	0.029957	0.031760	0.023949	0.029556	0.027653	0.026425	0.027592	0.025793	0.025184	0.033668	0.024506	0.029467	0.028196	0.031070	0.029666
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	0.027227	0.029548	0.029726	0.023357	0.029602	0.026401	0.024712	0.027362	0.026055	0.025068	0.032633	0.024602	0.028937	0.026542	0.030330	0.029749
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	0.028394	0.031575	0.032338	0.023395	0.031343	0.027213	0.025661	0.028677	0.027649	0.025532	0.035304	0.030498	0.030671	0.029192	0.032938	0.029182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118	0.034970	0.035885	0.043086	0.034927	0.037720	0.037798	0.036369	0.032969	0.031894	0.034713	0.037107	0.033221	0.038411	0.037180	0.040134	0.036271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	0.028299	0.026684	0.028239	0.022480	0.029026	0.025726	0.023469	0.024641	0.023694	0.026554	0.033420	0.025218	0.030457	0.025091	0.030625	0.029256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	0.033175	0.036301	0.035555	0.027555	0.035930	0.031261	0.027682	0.032459	0.031454	0.030462	0.040058	0.031553	0.034660	0.031827	0.035829	0.034307
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An14	0.044458	0.054150	0.055632	0.044158	0.050637	0.047696	0.046257	0.049817	0.048090	0.043676	0.053907	0.050485	0.047365	0.051662	0.053020	0.049279
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	0.053130	0.060993	0.058215	0.040765	0.053700	0.048997	0.044935	0.057093	0.053759	0.045738	0.066412	0.043296	0.053782	0.048250	0.058488	0.053452
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	0.126350	0.137369	0.152154	0.129048	0.125167	0.136341	0.137262	0.130222	0.124919	0.130899	0.119433	0.115080	0.136016	0.134698	0.137434	0.130731
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	0.124098	0.150212	0.158156	0.125998	0.130178	0.136292	0.137150	0.144032	0.136492	0.125987	0.129816	0.122963	0.132509	0.143549	0.135260	0.126152
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_2_1_46FAA	0.036238	0.036338	0.038457	0.030437	0.037850	0.033855	0.031725	0.033533	0.031921	0.032610	0.042019	0.029452	0.037761	0.033295	0.039379	0.037715
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096	0.034520	0.039240	0.039810	0.029678	0.037931	0.033574	0.032444	0.036255	0.035144	0.031724	0.042204	0.036857	0.036761	0.037202	0.040084	0.035610
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	0.052669	0.061775	0.057592	0.040750	0.057347	0.048283	0.045662	0.058363	0.056410	0.045108	0.070654	0.047999	0.054526	0.051463	0.058227	0.052549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	0.030461	0.035782	0.037889	0.029520	0.034080	0.033384	0.031527	0.032434	0.030851	0.029977	0.035886	0.030864	0.033453	0.034367	0.035429	0.033159
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum	0.021931	0.025174	0.024992	0.019143	0.023947	0.021974	0.021391	0.022848	0.021801	0.020382	0.027651	0.022055	0.023316	0.022598	0.025103	0.023427
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0.033458	0.031542	0.032832	0.026674	0.034535	0.029081	0.027310	0.029603	0.028451	0.030935	0.040395	0.027643	0.035157	0.028538	0.035626	0.034086
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0.122685	0.145388	0.162782	0.131355	0.135081	0.140351	0.147812	0.144558	0.134638	0.117688	0.131555	0.103193	0.130074	0.138006	0.134931	0.127551
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.046256	0.052192	0.054506	0.041643	0.047288	0.048081	0.046392	0.047878	0.045211	0.042936	0.052478	0.042303	0.047719	0.047838	0.051716	0.047838
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.045456	0.045541	0.051716	0.041332	0.048944	0.047004	0.045324	0.042546	0.040380	0.043748	0.046729	0.037796	0.049580	0.042774	0.050512	0.046073
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.053972	0.061366	0.067027	0.050872	0.059592	0.056490	0.055322	0.060213	0.057959	0.048925	0.062268	0.049357	0.056401	0.057996	0.062875	0.057278
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.066351	0.076015	0.081053	0.064341	0.067638	0.071440	0.072509	0.072313	0.066680	0.063154	0.073670	0.054594	0.066514	0.068711	0.072099	0.071662
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	0.038388	0.040022	0.039289	0.028717	0.041341	0.033540	0.029126	0.037781	0.036966	0.033165	0.045396	0.029794	0.041210	0.032281	0.040576	0.036139
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303	0.031811	0.033095	0.035312	0.027507	0.033619	0.030766	0.029275	0.030700	0.029419	0.028681	0.037781	0.027237	0.032980	0.029824	0.034906	0.031815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	0.032381	0.027631	0.029737	0.024568	0.032556	0.027795	0.025813	0.026555	0.024997	0.029181	0.037831	0.023646	0.034558	0.025365	0.033073	0.032304
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas	0.034249	0.037223	0.043109	0.033348	0.036432	0.037044	0.033580	0.034064	0.033199	0.034395	0.035362	0.033278	0.036970	0.036451	0.040405	0.034955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	0.035156	0.031843	0.036756	0.030214	0.036949	0.033657	0.031932	0.030064	0.028357	0.034885	0.037991	0.029816	0.038657	0.030782	0.038899	0.036302
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum	0.084730	0.082705	0.088508	0.070910	0.088094	0.079498	0.075554	0.079654	0.075999	0.077695	0.090198	0.064994	0.089559	0.074334	0.086635	0.082295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	0.075456	0.085068	0.082834	0.066044	0.078625	0.072916	0.069932	0.076173	0.074179	0.070763	0.086293	0.072930	0.079879	0.077876	0.081907	0.078417
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella	0.032994	0.036587	0.039426	0.029365	0.036192	0.032972	0.031151	0.034209	0.033007	0.032072	0.038013	0.033630	0.036385	0.033964	0.038668	0.033298
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	0.027276	0.030407	0.032517	0.025091	0.029416	0.027613	0.026527	0.027655	0.026241	0.025697	0.032905	0.028033	0.028963	0.029141	0.032522	0.029935
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_sp_An114	0.036643	0.038051	0.038953	0.031475	0.038769	0.034022	0.031930	0.034507	0.033801	0.034257	0.043394	0.036643	0.039079	0.035645	0.040456	0.037702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.042014	0.044612	0.045941	0.036476	0.044840	0.040879	0.039473	0.041654	0.039726	0.038682	0.049377	0.036360	0.043414	0.040122	0.047382	0.044462
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0.041648	0.042773	0.044217	0.032945	0.046150	0.038121	0.034171	0.040237	0.039422	0.038305	0.050109	0.040506	0.045660	0.040371	0.045771	0.041517
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	0.039840	0.036526	0.038599	0.029882	0.039855	0.034928	0.032460	0.034096	0.032806	0.036748	0.043513	0.033618	0.042563	0.033297	0.041471	0.039457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241	0.030920	0.036506	0.035967	0.026024	0.033593	0.030051	0.027271	0.033347	0.032065	0.027504	0.038071	0.029802	0.032837	0.031799	0.035712	0.031805
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae	0.037819	0.038940	0.042765	0.032777	0.037908	0.038117	0.038323	0.036080	0.033463	0.035498	0.043627	0.034476	0.039847	0.037897	0.042439	0.041167
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus	0.051416	0.064831	0.063501	0.047516	0.058981	0.054325	0.053545	0.060291	0.057312	0.046938	0.063534	0.049869	0.053990	0.055316	0.059746	0.056423
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus_niger	0.042611	0.044602	0.047100	0.039163	0.046875	0.043229	0.040994	0.041467	0.040188	0.040410	0.050159	0.040054	0.045038	0.042185	0.048087	0.045215
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.031614	0.028601	0.032025	0.026623	0.032394	0.029368	0.027891	0.026819	0.025519	0.030092	0.035301	0.028244	0.033121	0.027886	0.034866	0.033208
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0.037082	0.039060	0.043251	0.032497	0.040731	0.037146	0.034700	0.035707	0.034422	0.035666	0.041193	0.038503	0.041469	0.039187	0.042773	0.037965
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	0.040522	0.044045	0.044413	0.033619	0.043717	0.039282	0.037686	0.040087	0.038631	0.037526	0.047079	0.039377	0.043629	0.040249	0.044285	0.042834
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter	0.029195	0.028265	0.032149	0.027106	0.029901	0.029121	0.028379	0.025540	0.024814	0.028447	0.032282	0.027866	0.031248	0.029685	0.033004	0.031486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0.028748	0.036706	0.037700	0.028252	0.031780	0.031942	0.030674	0.032927	0.031298	0.028264	0.034637	0.030999	0.031234	0.033809	0.034043	0.030878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Paraclostridium	0.029688	0.030146	0.032784	0.024782	0.031552	0.028430	0.026591	0.027897	0.027062	0.027597	0.033301	0.026608	0.032723	0.028004	0.032403	0.028545
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Paraclostridium|s__Paraclostridium_bifermentans	0.023714	0.025612	0.026238	0.019397	0.024484	0.022380	0.021775	0.023188	0.021859	0.021757	0.029570	0.021800	0.025737	0.023442	0.026024	0.024402
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0.026291	0.027302	0.030478	0.024296	0.028294	0.026790	0.025798	0.025139	0.023719	0.025803	0.029342	0.024703	0.029107	0.026864	0.029672	0.027540
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	0.023823	0.028500	0.026298	0.019637	0.025467	0.022567	0.021752	0.025307	0.024465	0.021346	0.031638	0.024671	0.024914	0.024940	0.026878	0.025055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0.039105	0.040236	0.044410	0.034323	0.043271	0.038613	0.037687	0.038829	0.036832	0.035997	0.045959	0.034126	0.041268	0.037450	0.044354	0.040147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	0.033609	0.040985	0.040299	0.030317	0.036244	0.034779	0.032262	0.036911	0.036138	0.031321	0.039418	0.032575	0.035378	0.035450	0.038593	0.034762
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	0.034628	0.030920	0.035432	0.029798	0.035638	0.032453	0.029815	0.029105	0.027981	0.032518	0.038095	0.025814	0.036537	0.029185	0.037076	0.033798
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter	0.039311	0.042369	0.044750	0.034062	0.041670	0.038859	0.036901	0.039187	0.037687	0.038161	0.044358	0.039405	0.043901	0.039987	0.042631	0.038428
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis	0.047054	0.051236	0.050865	0.040584	0.048302	0.046431	0.043087	0.045878	0.044046	0.044244	0.054747	0.043145	0.048904	0.045545	0.049774	0.048267
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.208088	0.207772	0.227605	0.199375	0.212878	0.206746	0.220649	0.203261	0.194057	0.207338	0.218354	0.186794	0.215879	0.209848	0.219046	0.217483
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	0.038760	0.037491	0.040364	0.032404	0.040935	0.036080	0.033270	0.035029	0.034246	0.036705	0.043298	0.037310	0.041653	0.035583	0.043043	0.038391
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.041864	0.045473	0.048549	0.038118	0.044614	0.042248	0.039151	0.040458	0.039736	0.040471	0.045697	0.041642	0.045398	0.043850	0.046976	0.042291
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum	0.036375	0.039624	0.042712	0.031585	0.038023	0.035799	0.033341	0.036146	0.034657	0.034535	0.040129	0.034745	0.039134	0.036862	0.040823	0.036642
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Anaerofilum_sp_An201	0.042069	0.049837	0.050589	0.035828	0.044224	0.042235	0.039088	0.045862	0.044476	0.038879	0.049258	0.042347	0.044362	0.043714	0.047352	0.040743
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus	0.025208	0.023830	0.024854	0.019153	0.026329	0.022066	0.021288	0.022130	0.020872	0.022904	0.030866	0.021094	0.027515	0.021747	0.026724	0.024862
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	0.026296	0.029156	0.028658	0.022480	0.028243	0.025292	0.023476	0.026200	0.024486	0.024584	0.032385	0.025436	0.027906	0.025420	0.029472	0.028172
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.029688	0.031723	0.032002	0.024709	0.031246	0.027855	0.025871	0.028633	0.027426	0.028225	0.033720	0.027585	0.031498	0.028071	0.032608	0.030778
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0.025399	0.030320	0.029250	0.020833	0.027192	0.024816	0.023336	0.028304	0.026426	0.022210	0.032764	0.022521	0.026955	0.025900	0.028152	0.026279
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528	0.078985	0.077698	0.078831	0.065473	0.083448	0.070491	0.064824	0.074086	0.072004	0.072294	0.093457	0.068968	0.081974	0.069416	0.084047	0.078948
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.149430	0.172558	0.171572	0.143925	0.155713	0.155509	0.153691	0.163965	0.161271	0.146399	0.157575	0.138739	0.151608	0.150488	0.161630	0.155348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.161349	0.184096	0.189236	0.163726	0.172426	0.172528	0.173157	0.174295	0.166178	0.162080	0.172801	0.145475	0.166704	0.172058	0.180264	0.181129
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	0.049772	0.047184	0.049064	0.043050	0.053081	0.046928	0.044887	0.043839	0.042977	0.048190	0.057991	0.048112	0.053569	0.046134	0.053396	0.052706
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	0.047541	0.048516	0.051839	0.041757	0.050097	0.046876	0.043528	0.044567	0.041904	0.044764	0.054079	0.040365	0.050560	0.046378	0.052026	0.050802
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An10	0.028584	0.029838	0.030034	0.023249	0.029858	0.026658	0.025797	0.027897	0.025743	0.025143	0.036392	0.022406	0.029544	0.026039	0.030976	0.030481
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An100	0.030383	0.029703	0.032276	0.024022	0.031975	0.027749	0.026940	0.027634	0.026632	0.028229	0.036087	0.031200	0.033620	0.029772	0.034123	0.029534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger	0.034073	0.036138	0.040639	0.032487	0.036454	0.035598	0.033840	0.033304	0.032084	0.034688	0.036896	0.034952	0.037307	0.036176	0.039471	0.036668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	0.027869	0.032674	0.034695	0.025496	0.029950	0.029083	0.028740	0.030069	0.028252	0.026620	0.033194	0.028906	0.029932	0.030282	0.032605	0.029211
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_sp_An87	0.039175	0.041504	0.044831	0.032698	0.042062	0.037857	0.035735	0.038694	0.036478	0.034770	0.047125	0.034296	0.041256	0.038174	0.043529	0.039509
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia	0.029887	0.030902	0.031328	0.025910	0.032155	0.028131	0.026074	0.028244	0.027846	0.027663	0.037266	0.027544	0.031740	0.029482	0.033156	0.031886
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora	0.029345	0.032550	0.034841	0.026688	0.031186	0.029950	0.028120	0.029396	0.027413	0.027673	0.033718	0.024528	0.030522	0.028991	0.033276	0.031004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor	0.028906	0.031887	0.032352	0.024935	0.031138	0.028013	0.027237	0.029108	0.027960	0.026246	0.035726	0.027908	0.029493	0.028561	0.033013	0.030348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0.040273	0.035732	0.039906	0.031862	0.041037	0.036446	0.035244	0.033716	0.031359	0.036577	0.044419	0.029527	0.042283	0.033448	0.041944	0.041900
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184	0.029523	0.027002	0.029046	0.023878	0.032187	0.026928	0.025695	0.025205	0.024225	0.027566	0.036315	0.027284	0.031234	0.026340	0.031958	0.031201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	0.045897	0.050407	0.054242	0.041205	0.049429	0.045741	0.043649	0.047153	0.044992	0.043856	0.053787	0.048891	0.050266	0.051081	0.052018	0.047114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	0.036343	0.035516	0.036923	0.029057	0.039836	0.033170	0.030850	0.033106	0.032684	0.033237	0.042658	0.032603	0.039183	0.033559	0.039668	0.036912
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum	0.032720	0.037535	0.038039	0.028788	0.036960	0.032745	0.031856	0.035105	0.033503	0.030136	0.041863	0.033396	0.034389	0.034779	0.037811	0.036006
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	0.049008	0.051355	0.053826	0.040633	0.052625	0.047187	0.044112	0.049377	0.047041	0.045506	0.053685	0.044394	0.052801	0.045755	0.054059	0.050342
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	0.026086	0.026325	0.028771	0.021299	0.027641	0.024792	0.022734	0.024410	0.023683	0.024713	0.030123	0.026420	0.028546	0.025561	0.030037	0.026028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	0.034832	0.038585	0.039799	0.029414	0.036989	0.033854	0.032366	0.035845	0.034331	0.032624	0.038550	0.032586	0.037898	0.034849	0.038827	0.035322
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.070452	0.076333	0.083888	0.065636	0.075921	0.071220	0.078844	0.073850	0.069558	0.068655	0.082888	0.075437	0.077792	0.083891	0.078285	0.075922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.045949	0.046195	0.054555	0.041948	0.048306	0.047121	0.047931	0.044439	0.042860	0.044413	0.048692	0.040799	0.051478	0.048618	0.049302	0.045007
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0.055675	0.067755	0.067595	0.050349	0.062606	0.057752	0.058593	0.062760	0.061436	0.052712	0.065580	0.063852	0.061185	0.065082	0.062634	0.059750
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0.027649	0.027323	0.031004	0.023967	0.029640	0.027019	0.026169	0.025550	0.024332	0.025741	0.031886	0.025598	0.030562	0.027916	0.030820	0.028464
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0.034077	0.030240	0.034272	0.027595	0.034574	0.031010	0.029361	0.028194	0.026927	0.032006	0.037390	0.026529	0.036492	0.029183	0.036101	0.033706
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330	0.028068	0.027732	0.029218	0.022742	0.027677	0.025645	0.024430	0.025312	0.024050	0.026160	0.032228	0.024800	0.029724	0.025913	0.029899	0.028275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403	0.046209	0.046348	0.049578	0.039328	0.048687	0.043872	0.041420	0.042594	0.041048	0.042638	0.051995	0.041288	0.048684	0.042601	0.051275	0.045919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488	0.053716	0.056512	0.057508	0.046330	0.056352	0.051508	0.048406	0.053246	0.051483	0.049601	0.063763	0.047567	0.054621	0.050738	0.058645	0.057674
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0.035840	0.035379	0.036230	0.028829	0.037014	0.031825	0.029193	0.032605	0.031593	0.033006	0.042822	0.030139	0.038330	0.032170	0.037972	0.035558
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.037193	0.038910	0.041889	0.032909	0.040210	0.036787	0.034969	0.036274	0.034502	0.035286	0.043588	0.037457	0.039755	0.037529	0.042089	0.038785
