Principal Component 1	Principal Component 2
-17.53839085922815	-3.3462304742747113
27.350143986798518	-4.958631389364433
5.84348165245955	-9.664353112220311
-19.64450147846983	10.834770141401622
18.342850999043495	2.869417781463035
-21.116501521020506	0.9733690674681987
5.420543311461025	-3.509677372911909
14.271727499429531	30.795268796682198
-6.689379491860814	14.826512273038672
13.381815670232944	11.28465343809836
39.8226528811934	19.091166795404575
3.7603468307855534	-17.77025689989445
-22.824854954111917	1.9916255730510144
-19.692107038164124	10.296318993345018
46.26517946810121	-7.86448934333649
-18.882027292463118	8.790930639975958
-23.704044692090953	-0.33738890907645014
27.6462878924514	-7.19196788066622
-12.5860330885344	-16.224502913647722
-15.433242894839815	1.4606536381215458
4.5866094352931315	-12.855003276597925
10.83608460769434	-9.73730117830217
-15.810242763002082	-20.624951016753855
4.334430813696448	-13.95435478772584
-17.968843672634918	12.932208670531244
28.473985302871057	-10.300257240658455
-1.3561805959745563	5.252167483402915
-21.346830253315293	2.6655332538252137
-22.235741652930454	6.132526400238375
1.5250893818619022	-13.787358468078496
-21.440607906097288	3.308486802940302
21.44185326487914	-9.191362452713317
-13.279340539994257	11.196173825962468
-24.536794087389318	-20.949425830430968
-1.3737532641827905	23.102873061877833
-9.60575283106596	14.916784587947268
17.20477849445449	-8.14374738261319
-1.497562943140316	-10.223561342205604
34.72571689813607	24.13483474596612
3.329155429667634	-16.22145469926941
