clade_name	ERR4622721	ERR4622722	ERR4622723	ERR4622725	ERR4622727	ERR4622728	ERR4622729	ERR4622730	ERR4622736	ERR4622737	ERR4622740	ERR4622743	ERR4622745	ERR4622747	ERR4622749	ERR4622750	ERR4622754	ERR4622756	ERR4622758	ERR4622761	ERR4622764	ERR4622767	ERR4622769	ERR4622771	ERR4622773	ERR4622774	ERR4622776	ERR4622778	ERR4622779	ERR4622782	ERR4622784	ERR4622785	ERR4622786	ERR4622789	ERR4622791	ERR4622793	ERR4622794	ERR4622795	ERR4622797	ERR4622798	ERR4622800	ERR4622802	ERR4622804	ERR4622808	ERR4622809	ERR4622823	ERR4622825	ERR4622828	ERR4622830	ERR4622831	ERR4622832	ERR4622833	ERR4622834	ERR4622839	ERR4622841	ERR4622842	ERR4622843	ERR4622847	ERR4622848	ERR4622849	ERR4622856	ERR4622858	ERR4622860	ERR4622862	ERR4622864	ERR4622865	ERR4622866	ERR4622871	ERR4622872	ERR4622874	ERR4622876	ERR4622877	ERR4622878	ERR4622879	ERR4622880	ERR4622881	ERR4622882	ERR4622883	ERR4622884	ERR4622887	ERR4622889	ERR4622891	ERR4622894	ERR4622896	ERR4622897	ERR4622899	ERR4622907	ERR4622909	ERR4622911	ERR4622919	ERR4622920	ERR4622923	ERR4622924	ERR4622925	ERR4622926	ERR4622939	ERR4622941	ERR4622942	ERR4622944	ERR4622945	ERR4622947	ERR4622948	ERR4622949	ERR4622950	ERR4622955	ERR4622957	ERR4622959	ERR4622963	ERR4622965	ERR4622966	ERR4622968	ERR4622977	ERR4622980	ERR4622992	ERR4622994	ERR4623001	ERR4623003	ERR4623004	ERR4623005	ERR4623007	ERR4623016	ERR4623017	ERR4623019	ERR4623020	ERR4623021	ERR4623023	ERR4623029	ERR4623030	ERR4623044	ERR4623045	ERR4623048	ERR4623049	ERR4623050	ERR4623053	ERR4623055	ERR4623056	ERR4623057	ERR4623058	ERR4623059	ERR4623061	ERR4623064	ERR4623066	ERR4623069	ERR4623082	ERR4623084	ERR4623085	ERR4623087	ERR4623094	ERR4623096	ERR4623099	ERR4623114	ERR4623116	ERR4623118	ERR4623120	ERR4623123	ERR4623136	ERR4623144	ERR4623146	ERR4623148	ERR4623150	ERR4623151	ERR4623154	ERR4623163	ERR4623165	ERR4623167	ERR4623170	ERR4623172	ERR4623174	ERR4623192	ERR4623194	ERR4623196	ERR4623197	ERR4623205	ERR4623207	ERR4623208	ERR4623210	ERR4623212	ERR4623227	ERR4623229	ERR4623250	ERR4623252	ERR4623255	ERR4623263	ERR4623265	ERR4623268	ERR4623269	ERR4623271	ERR4623273	ERR4623275	ERR4623276	ERR4623300	ERR4623301	ERR4623302	ERR4623304	ERR4623311	ERR4623314	ERR4623325	ERR4623327	ERR4623329	ERR4623331	ERR4623333	ERR4623335	ERR4623336	ERR4623345	ERR4623347	ERR4623349	ERR4623351	ERR4623353	ERR4623355	ERR4623356	ERR4623358	ERR4623360	ERR4623362	ERR4623363	ERR4623365	ERR4623368	ERR4623370	ERR4623373	ERR4623381	ERR4623384	ERR4623386	ERR4623387	ERR4623389	ERR4623390	ERR4623392	ERR4623393	ERR4623395	ERR4623397	ERR4623399	ERR4623400	ERR4623403	ERR4623405	ERR4623406	ERR4623408	ERR4623421	ERR4623423	ERR4623425	ERR4623426	ERR4623428	ERR4623429	ERR4623430	ERR4623432	ERR4623433	ERR4623437	ERR4623439	ERR4623441	ERR4623443	ERR4623444	ERR4623446	ERR4623447	ERR4623448	ERR4623449	ERR4623451	ERR4623455	ERR4623457	ERR4623460	ERR4623461	ERR4623463	ERR4623464	ERR4623468	ERR4623469	ERR4623473	ERR4623477	ERR4623481	ERR4623486	ERR4623488	ERR4623495	ERR4623496	ERR4623498	ERR4623500	ERR4623504	ERR4623506	ERR4623508	ERR4623510	ERR4623512	ERR4623513	ERR4623515	ERR4623517	ERR4623519	ERR4623521	ERR4622720	ERR4622724	ERR4622726	ERR4622731	ERR4622732	ERR4622733	ERR4622734	ERR4622735	ERR4622738	ERR4622739	ERR4622741	ERR4622742	ERR4622744	ERR4622746	ERR4622748	ERR4622751	ERR4622752	ERR4622753	ERR4622755	ERR4622757	ERR4622759	ERR4622760	ERR4622762	ERR4622763	ERR4622765	ERR4622766	ERR4622768	ERR4622770	ERR4622772	ERR4622775	ERR4622777	ERR4622780	ERR4622781	ERR4622783	ERR4622787	ERR4622788	ERR4622790	ERR4622792	ERR4622796	ERR4622799	ERR4622801	ERR4622803	ERR4622805	ERR4622806	ERR4622807	ERR4622820	ERR4622821	ERR4622822	ERR4622824	ERR4622826	ERR4622827	ERR4622829	ERR4622835	ERR4622836	ERR4622837	ERR4622838	ERR4622840	ERR4622844	ERR4622845	ERR4622846	ERR4622855	ERR4622857	ERR4622859	ERR4622861	ERR4622863	ERR4622867	ERR4622868	ERR4622869	ERR4622870	ERR4622873	ERR4622875	ERR4622885	ERR4622886	ERR4622888	ERR4622890	ERR4622892	ERR4622893	ERR4622895	ERR4622898	ERR4622900	ERR4622908	ERR4622910	ERR4622912	ERR4622921	ERR4622922	ERR4622927	ERR4622928	ERR4622929	ERR4622930	ERR4622937	ERR4622938	ERR4622940	ERR4622943	ERR4622946	ERR4622951	ERR4622952	ERR4622953	ERR4622954	ERR4622956	ERR4622958	ERR4622960	ERR4622961	ERR4622962	ERR4622964	ERR4622967	ERR4622969	ERR4622970	ERR4622971	ERR4622976	ERR4622978	ERR4622979	ERR4622981	ERR4622982	ERR4622983	ERR4622988	ERR4622989	ERR4622990	ERR4622991	ERR4622993	ERR4622995	ERR4623000	ERR4623002	ERR4623006	ERR4623018	ERR4623022	ERR4623028	ERR4623031	ERR4623046	ERR4623047	ERR4623051	ERR4623052	ERR4623054	ERR4623060	ERR4623062	ERR4623063	ERR4623065	ERR4623067	ERR4623068	ERR4623081	ERR4623083	ERR4623086	ERR4623088	ERR4623089	ERR4623090	ERR4623091	ERR4623092	ERR4623093	ERR4623095	ERR4623097	ERR4623098	ERR4623100	ERR4623101	ERR4623115	ERR4623117	ERR4623119	ERR4623121	ERR4623122	ERR4623137	ERR4623145	ERR4623147	ERR4623149	ERR4623152	ERR4623153	ERR4623155	ERR4623161	ERR4623162	ERR4623164	ERR4623166	ERR4623168	ERR4623169	ERR4623171	ERR4623173	ERR4623175	ERR4623176	ERR4623191	ERR4623193	ERR4623195	ERR4623198	ERR4623204	ERR4623206	ERR4623209	ERR4623211	ERR4623213	ERR4623225	ERR4623226	ERR4623228	ERR4623230	ERR4623247	ERR4623248	ERR4623249	ERR4623251	ERR4623253	ERR4623254	ERR4623262	ERR4623264	ERR4623266	ERR4623267	ERR4623270	ERR4623272	ERR4623274	ERR4623299	ERR4623303	ERR4623312	ERR4623313	ERR4623315	ERR4623316	ERR4623317	ERR4623318	ERR4623323	ERR4623324	ERR4623326	ERR4623328	ERR4623330	ERR4623332	ERR4623334	ERR4623337	ERR4623344	ERR4623346	ERR4623348	ERR4623350	ERR4623352	ERR4623354	ERR4623357	ERR4623359	ERR4623361	ERR4623364	ERR4623366	ERR4623367	ERR4623369	ERR4623371	ERR4623372	ERR4623374	ERR4623382	ERR4623383	ERR4623385	ERR4623388	ERR4623391	ERR4623394	ERR4623396	ERR4623398	ERR4623401	ERR4623402	ERR4623404	ERR4623407	ERR4623422	ERR4623424	ERR4623427	ERR4623431	ERR4623434	ERR4623438	ERR4623440	ERR4623442	ERR4623445	ERR4623450	ERR4623452	ERR4623456	ERR4623458	ERR4623459	ERR4623462	ERR4623465	ERR4623466	ERR4623467	ERR4623470	ERR4623471	ERR4623472	ERR4623476	ERR4623480	ERR4623482	ERR4623483	ERR4623484	ERR4623485	ERR4623487	ERR4623497	ERR4623499	ERR4623503	ERR4623505	ERR4623507	ERR4623509	ERR4623511	ERR4623514	ERR4623516	ERR4623518	ERR4623520
UNKNOWN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030358399999999997	0.0280945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001601	0.0014158999999999999	0.0010428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028329800000000002	0.0293205	0.029258000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024316	0.0019768	0.0026112	0.0030408	0.00337	0.0018313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014088999999999998	0.0020732999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039870000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185975	0.0182078	0.020276299999999997	0.0245504	0.017752399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000751	0.0	0.0	0.00037150000000000003	0.0	0.0	0.0	0.0	0.0	0.00014749999999999998	0.0122016	0.0138761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0275518	0.024474399999999997	0.024752700000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023347000000000003	0.0023639999999999998	0.0013816	0.0035732000000000003	0.0028309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000272	0.0004467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021552	0.0012504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005501	0.0005147999999999999	4.88e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0200075	0.024345699999999998	0.019259599999999998	0.0188002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007842000000000001	0.0	0.0	0.0	0.0	0.0012892000000000001	0.0150337	0.0167666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030358399999999997	0.0280945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001601	0.0014158999999999999	0.0010428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028329800000000002	0.0293205	0.029258000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024316	0.0019768	0.0026112	0.0030408	0.00337	0.0018313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014088999999999998	0.0020732999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039870000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185975	0.0182078	0.020276299999999997	0.0245504	0.017752399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000751	0.0	0.0	0.00037150000000000003	0.0	0.0	0.0	0.0	0.0	0.00014749999999999998	0.0122016	0.0138761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0275518	0.024474399999999997	0.024752700000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023347000000000003	0.0023639999999999998	0.0013816	0.0035732000000000003	0.0028309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000272	0.0004467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021552	0.0012504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005501	0.0005147999999999999	4.88e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0200075	0.024345699999999998	0.019259599999999998	0.0188002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007842000000000001	0.0	0.0	0.0	0.0	0.0012892000000000001	0.0150337	0.0167666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0147951	0.0133197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001601	0.0014158999999999999	0.0010428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028329800000000002	0.0293205	0.029258000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024316	0.0019768	0.0026112	0.0030408	0.00337	0.0018313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014088999999999998	0.0020732999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039870000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185975	0.0182078	0.020276299999999997	0.0245504	0.017752399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000751	0.0	0.0	0.00037150000000000003	0.0	0.0	0.0	0.0	0.0	0.00014749999999999998	0.0122016	0.0138761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148424	0.008928199999999999	0.0114534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023347000000000003	0.0023639999999999998	0.0013816	0.0035732000000000003	0.0028309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000272	0.0004467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021552	0.0012504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005501	0.0005147999999999999	4.88e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0200075	0.024345699999999998	0.019259599999999998	0.0188002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007842000000000001	0.0	0.0	0.0	0.0	0.0012892000000000001	0.0150337	0.0167666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
