clade_name	ERR4623366	ERR4623051	ERR4622866	ERR4623354	ERR4622962	ERR4623508	ERR4623367	ERR4622772	ERR4623425	ERR4623371	ERR4623363	ERR4623062	ERR4622884	ERR4622795	ERR4622950	ERR4622788	ERR4623205	ERR4623393	ERR4623407	ERR4623441	ERR4623506	ERR4623429	ERR4623170	ERR4623300	ERR4623150	ERR4623430	ERR4622949	ERR4622979	ERR4622881	ERR4623364	ERR4622869	ERR4622740	ERR4623269	ERR4623147	ERR4623456	ERR4623385	ERR4623195	ERR4622989	ERR4623511	ERR4622941	ERR4623444	ERR4623176	ERR4623330	ERR4623433	ERR4623507	ERR4623089	ERR4623022	ERR4623437	ERR4623047	ERR4623332	ERR4622750	ERR4623392	ERR4622859	ERR4622746	ERR4622731	ERR4622756	ERR4622801	ERR4623344	ERR4623369	ERR4623213	ERR4623091	ERR4622823	ERR4623164	ERR4623402	ERR4623275	ERR4623251	ERR4623431	ERR4623299	ERR4622956	ERR4622920	ERR4622995	ERR4622825	ERR4623064	ERR4623357	ERR4622767	ERR4623005	ERR4622919	ERR4623146	ERR4623191	ERR4622928	ERR4622877	ERR4623458	ERR4622827	ERR4622899	ERR4623451	ERR4623519	ERR4622763	ERR4622965	ERR4622835	ERR4622952	ERR4623336	ERR4623360	ERR4623050	ERR4623361	ERR4623503	ERR4622961	ERR4623303	ERR4622978	ERR4622757	ERR4622733	ERR4623472	ERR4622783	ERR4622963	ERR4623163	ERR4623086	ERR4622805	ERR4622722	ERR4623462	ERR4622768	ERR4622745	ERR4622863	ERR4623069	ERR4623136
UNKNOWN	0.001986	0.000254	0.000047	0.000094	0.000219	0.000101	0.002037	0.000038	0.000157	0.000040	0.009382	0.000031	0.000024	0.000082	0.000344	0.000090	0.000898	0.000266	0.000151	0.000010	0.001540	0.000010	0.000024	0.000178	0.054256	0.000152	0.000304	0.000121	0.000035	0.010580	0.000063	0.000017	0.002049	0.000919	0.000130	0.000356	0.000710	0.000010	0.000103	0.001337	0.000131	0.000116	0.000021	0.000125	0.000109	0.000049	0.000159	0.000045	0.000254	0.000031	0.001457	0.000297	0.000191	0.003876	0.005085	0.000173	0.002153	0.000391	0.002216	0.000130	0.000054	0.000098	0.000062	0.000225	0.000085	0.001679	0.000136	0.000177	0.000657	0.000477	0.000235	0.000124	0.000015	0.000114	0.000134	0.000194	0.000501	0.000916	0.008840	0.000074	0.000267	0.001233	0.000071	1.483687	0.000103	0.000240	0.000138	0.000010	0.000224	0.000650	0.000030	0.000097	0.000244	0.010583	0.002207	0.000220	0.000190	0.000125	0.000189	0.004492	0.001411	0.000075	0.000213	0.000063	0.001057	0.000020	0.004458	0.001114	0.000034	0.003533	0.000541	0.000010	0.000468
k__Archaea	0.000010	0.000010	0.000322	0.000525	0.000010	0.000038	0.000010	0.000010	0.000085	0.000010	0.000010	0.000010	0.000037	0.000087	0.000010	0.023854	0.000024	0.000010	0.019639	0.000038	0.000010	0.000119	0.000234	0.000010	0.000193	0.000010	0.000010	0.000169	0.000047	0.000010	0.000302	0.000053	0.000032	0.000022	0.000057	0.000010	0.000711	0.000017	0.000040	0.000010	0.000191	0.000010	0.000084	0.000010	0.000045	0.000010	0.000041	0.000121	0.000223	0.000083	0.000010	0.000010	0.000208	0.000010	0.000058	0.000019	0.000015	0.000116	0.000010	0.000030	0.000010	0.000036	0.000010	0.031640	0.000010	0.000052	0.000010	0.000010	0.000011	0.000271	0.000400	0.000010	0.000352	0.000182	0.000035	0.000010	0.000200	0.000022	0.000112	0.000042	0.012570	0.000028	0.000032	0.000010	0.000314	0.000024	0.000039	0.000010	0.000010	0.000010	0.000075	0.000194	0.000010	0.000010	0.000010	0.000010	0.000010	0.000174	0.000018	0.000056	0.000035	0.000345	0.000010	0.000010	0.000050	0.000109	0.000308	0.011871	0.000433	0.000010	0.000010	0.000155	0.000026
k__Archaea|p__Euryarchaeota	0.000010	0.000010	0.000285	0.000478	0.000010	0.000033	0.000010	0.000010	0.000051	0.000013	0.000010	0.000010	0.000039	0.000075	0.000010	0.023386	0.000017	0.000012	0.018442	0.000043	0.000010	0.000151	0.000200	0.000010	0.000281	0.000010	0.000010	0.000137	0.000045	0.000010	0.000282	0.000049	0.000027	0.000016	0.000047	0.000010	0.000465	0.000026	0.000035	0.000010	0.000232	0.000010	0.000106	0.000010	0.000041	0.000010	0.000040	0.000125	0.000198	0.000103	0.000010	0.000013	0.000146	0.000010	0.000051	0.000020	0.000010	0.000104	0.000010	0.000036	0.000010	0.000053	0.000010	0.031688	0.000010	0.000051	0.000010	0.000010	0.000011	0.000276	0.000362	0.000011	0.000302	0.000147	0.000034	0.000010	0.000211	0.000016	0.000132	0.000045	0.014632	0.000021	0.000035	0.000010	0.000293	0.000027	0.000037	0.000010	0.000010	0.000010	0.000096	0.000158	0.000010	0.000010	0.000010	0.000010	0.000010	0.000142	0.000019	0.000049	0.000040	0.000270	0.000010	0.000010	0.000060	0.000116	0.000280	0.012690	0.000376	0.000010	0.000010	0.000134	0.000038
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.000010	0.000010	0.000400	0.000508	0.000010	0.000028	0.000010	0.000010	0.000116	0.000010	0.000010	0.000010	0.000044	0.000080	0.000010	0.010004	0.000025	0.000010	0.019664	0.000050	0.000010	0.000095	0.000102	0.000013	0.000280	0.000010	0.000010	0.000119	0.000054	0.000010	0.000396	0.000053	0.000036	0.000023	0.000055	0.000010	0.000465	0.000018	0.000031	0.000010	0.000130	0.000010	0.000097	0.000010	0.000036	0.000010	0.000059	0.000107	0.000113	0.000096	0.000010	0.000010	0.000107	0.000010	0.000070	0.000021	0.000010	0.000087	0.000010	0.000038	0.000010	0.000035	0.000010	0.030906	0.000010	0.000069	0.000010	0.000012	0.000014	0.000238	0.000260	0.000010	0.000335	0.000139	0.000037	0.000010	0.000180	0.000023	0.000148	0.000042	0.013685	0.000030	0.000043	0.000010	0.000277	0.000034	0.000042	0.000011	0.000010	0.000014	0.000090	0.000144	0.000010	0.000010	0.000010	0.000010	0.000012	0.000122	0.000020	0.000067	0.000032	0.000212	0.000010	0.000010	0.000065	0.000114	0.000301	0.011742	0.000320	0.000010	0.000010	0.000162	0.000042
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.000010	0.000010	0.000464	0.000473	0.000010	0.000032	0.000010	0.000010	0.000102	0.000010	0.000010	0.000010	0.000034	0.000088	0.000010	0.010065	0.000028	0.000013	0.018786	0.000032	0.000010	0.000113	0.000096	0.000010	0.000214	0.000010	0.000010	0.000129	0.000042	0.000010	0.000466	0.000050	0.000041	0.000027	0.000056	0.000010	0.000456	0.000024	0.000034	0.000010	0.000127	0.000010	0.000077	0.000010	0.000039	0.000010	0.000034	0.000081	0.000100	0.000073	0.000010	0.000013	0.000118	0.000010	0.000064	0.000021	0.000014	0.000106	0.000010	0.000050	0.000010	0.000037	0.000010	0.029506	0.000010	0.000046	0.000010	0.000010	0.000014	0.000259	0.000337	0.000010	0.000394	0.000140	0.000038	0.000010	0.000199	0.000027	0.000155	0.000030	0.013971	0.000032	0.000053	0.000010	0.000272	0.000034	0.000042	0.000010	0.000010	0.000014	0.000069	0.000148	0.000010	0.000010	0.000010	0.000010	0.000010	0.000133	0.000020	0.000063	0.000036	0.000222	0.000010	0.000010	0.000060	0.000087	0.000285	0.012964	0.000257	0.000010	0.000010	0.000181	0.000024
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.000010	0.000010	0.000348	0.000467	0.000010	0.000032	0.000010	0.000010	0.000089	0.000010	0.000010	0.000010	0.000041	0.000106	0.000011	0.009407	0.000023	0.000010	0.019540	0.000044	0.000010	0.000101	0.000114	0.000012	0.000217	0.000010	0.000010	0.000109	0.000050	0.000010	0.000351	0.000050	0.000035	0.000022	0.000062	0.000010	0.000598	0.000019	0.000035	0.000010	0.000124	0.000010	0.000068	0.000010	0.000040	0.000010	0.000043	0.000085	0.000170	0.000066	0.000010	0.000010	0.000097	0.000010	0.000060	0.000017	0.000013	0.000099	0.000010	0.000044	0.000010	0.000032	0.000010	0.030220	0.000010	0.000055	0.000010	0.000011	0.000014	0.000215	0.000301	0.000010	0.000339	0.000119	0.000047	0.000010	0.000166	0.000022	0.000137	0.000050	0.012940	0.000027	0.000048	0.000010	0.000267	0.000026	0.000052	0.000012	0.000010	0.000014	0.000062	0.000127	0.000010	0.000010	0.000010	0.000010	0.000011	0.000112	0.000016	0.000058	0.000029	0.000201	0.000010	0.000010	0.000051	0.000128	0.000292	0.011278	0.000270	0.000010	0.000010	0.000156	0.000042
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.000010	0.000010	0.000391	0.000408	0.000010	0.000026	0.000010	0.000010	0.000095	0.000010	0.000010	0.000010	0.000039	0.000085	0.000010	0.009911	0.000021	0.000010	0.019088	0.000051	0.000010	0.000091	0.000119	0.000012	0.000235	0.000010	0.000010	0.000122	0.000049	0.000010	0.000383	0.000051	0.000030	0.000019	0.000064	0.000010	0.000462	0.000020	0.000028	0.000010	0.000107	0.000010	0.000074	0.000010	0.000032	0.000010	0.000043	0.000105	0.000196	0.000073	0.000010	0.000010	0.000102	0.000010	0.000054	0.000019	0.000010	0.000101	0.000010	0.000050	0.000010	0.000030	0.000010	0.030128	0.000010	0.000052	0.000010	0.000011	0.000013	0.000241	0.000286	0.000010	0.000336	0.000119	0.000048	0.000010	0.000187	0.000019	0.000121	0.000041	0.015844	0.000025	0.000057	0.000010	0.000248	0.000028	0.000054	0.000010	0.000010	0.000013	0.000067	0.000126	0.000010	0.000010	0.000010	0.000010	0.000011	0.000126	0.000019	0.000052	0.000037	0.000204	0.000010	0.000010	0.000056	0.000092	0.000342	0.011908	0.000325	0.000010	0.000010	0.000161	0.000043
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0.000010	0.000010	0.000442	0.000432	0.000010	0.000037	0.000010	0.000010	0.000075	0.000010	0.000010	0.000010	0.000049	0.000098	0.000010	0.009184	0.000022	0.000011	0.019582	0.000041	0.000010	0.000084	0.000141	0.000011	0.000224	0.000010	0.000010	0.000139	0.000061	0.000010	0.000438	0.000045	0.000036	0.000022	0.000067	0.000010	0.000379	0.000020	0.000039	0.000010	0.000101	0.000010	0.000068	0.000010	0.000044	0.000010	0.000032	0.000093	0.000211	0.000068	0.000010	0.000011	0.000134	0.000010	0.000059	0.000020	0.000012	0.000107	0.000010	0.000055	0.000010	0.000034	0.000010	0.030747	0.000010	0.000061	0.000010	0.000011	0.000017	0.000292	0.000340	0.000010	0.000331	0.000142	0.000053	0.000010	0.000226	0.000022	0.000138	0.000050	0.015417	0.000026	0.000056	0.000010	0.000202	0.000026	0.000058	0.000012	0.000010	0.000016	0.000064	0.000151	0.000010	0.000010	0.000010	0.000010	0.000010	0.000144	0.000019	0.000058	0.000037	0.000196	0.000010	0.000010	0.000045	0.000099	0.000275	0.011662	0.000384	0.000010	0.000010	0.000154	0.000034
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	0.000010	0.000010	0.000010	0.000035	0.000010	0.000010	0.000010	0.000015	0.000010	0.000011	0.000013	0.000010	0.000013	0.000010	0.000010	0.013352	0.000010	0.000010	0.000044	0.000010	0.000010	0.000012	0.000180	0.000010	0.000016	0.000010	0.000010	0.000017	0.000014	0.000014	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000239	0.000010	0.000010	0.000010	0.000200	0.000010	0.000031	0.000010	0.000010	0.000010	0.000028	0.000071	0.000167	0.000037	0.000010	0.000010	0.000052	0.000010	0.000010	0.000012	0.000010	0.000017	0.000010	0.000010	0.000010	0.000019	0.000010	0.000173	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000025	0.000010	0.000014	0.000145	0.000010	0.000010	0.000010	0.000010	0.000010	0.000013	0.000219	0.000010	0.000010	0.000010	0.000046	0.000010	0.000010	0.000010	0.000010	0.000010	0.000031	0.000143	0.000010	0.000014	0.000010	0.000010	0.000010	0.000019	0.000012	0.000010	0.000014	0.000209	0.000010	0.000010	0.000010	0.000036	0.000011	0.000600	0.000081	0.000010	0.000010	0.000010	0.000011
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	0.000010	0.000010	0.000010	0.000036	0.000010	0.000010	0.000010	0.000017	0.000010	0.000013	0.000015	0.000010	0.000021	0.000010	0.000014	0.013061	0.000010	0.000010	0.000069	0.000010	0.000010	0.000010	0.000222	0.000010	0.000022	0.000010	0.000013	0.000031	0.000023	0.000016	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000195	0.000010	0.000010	0.000010	0.000152	0.000010	0.000036	0.000010	0.000010	0.000010	0.000033	0.000066	0.000136	0.000041	0.000010	0.000010	0.000074	0.000010	0.000010	0.000010	0.000010	0.000032	0.000010	0.000010	0.000010	0.000019	0.000010	0.000234	0.000010	0.000010	0.000010	0.000010	0.000014	0.000010	0.000023	0.000010	0.000020	0.000245	0.000010	0.000010	0.000010	0.000010	0.000010	0.000019	0.000338	0.000010	0.000010	0.000010	0.000062	0.000010	0.000010	0.000010	0.000010	0.000013	0.000035	0.000251	0.000010	0.000016	0.000010	0.000010	0.000010	0.000033	0.000010	0.000010	0.000015	0.000225	0.000010	0.000010	0.000010	0.000029	0.000014	0.000686	0.000128	0.000010	0.000010	0.000010	0.000012
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	0.000010	0.000010	0.000013	0.000039	0.000010	0.000010	0.000010	0.000013	0.000010	0.000011	0.000015	0.000010	0.000013	0.000010	0.000013	0.012949	0.000010	0.000010	0.000082	0.000015	0.000010	0.000010	0.000231	0.000010	0.000060	0.000010	0.000012	0.000046	0.000014	0.000016	0.000012	0.000010	0.000010	0.000010	0.000010	0.000010	0.000188	0.000010	0.000010	0.000010	0.000188	0.000010	0.000038	0.000010	0.000010	0.000010	0.000045	0.000073	0.000178	0.000042	0.000010	0.000010	0.000073	0.000010	0.000010	0.000012	0.000010	0.000029	0.000010	0.000010	0.000010	0.000023	0.000010	0.000263	0.000010	0.000014	0.000010	0.000010	0.000010	0.000010	0.000022	0.000011	0.000024	0.000178	0.000010	0.000010	0.000010	0.000010	0.000010	0.000024	0.000245	0.000010	0.000010	0.000010	0.000084	0.000010	0.000010	0.000010	0.000010	0.000010	0.000035	0.000181	0.000010	0.000016	0.000010	0.000010	0.000010	0.000049	0.000012	0.000010	0.000017	0.000246	0.000010	0.000010	0.000010	0.000024	0.000023	0.000648	0.000128	0.000010	0.000010	0.000010	0.000019
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus	0.000010	0.000010	0.000010	0.000031	0.000010	0.000010	0.000010	0.000012	0.000010	0.000014	0.000019	0.000010	0.000015	0.000010	0.000017	0.012334	0.000010	0.000010	0.000080	0.000010	0.000010	0.000010	0.000229	0.000010	0.000019	0.000010	0.000017	0.000036	0.000016	0.000020	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000212	0.000010	0.000010	0.000010	0.000166	0.000010	0.000044	0.000010	0.000010	0.000010	0.000031	0.000070	0.000127	0.000051	0.000010	0.000010	0.000084	0.000010	0.000010	0.000010	0.000010	0.000039	0.000010	0.000010	0.000010	0.000025	0.000010	0.000269	0.000010	0.000010	0.000010	0.000010	0.000019	0.000010	0.000028	0.000012	0.000018	0.000239	0.000010	0.000010	0.000010	0.000010	0.000010	0.000014	0.000413	0.000010	0.000010	0.000010	0.000048	0.000010	0.000010	0.000010	0.000010	0.000018	0.000044	0.000240	0.000010	0.000020	0.000010	0.000010	0.000010	0.000038	0.000010	0.000010	0.000016	0.000301	0.000010	0.000010	0.000010	0.000024	0.000010	0.000477	0.000132	0.000010	0.000010	0.000010	0.000010
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis	0.000010	0.000010	0.000010	0.000042	0.000010	0.000010	0.000010	0.000010	0.000010	0.000018	0.000012	0.000010	0.000017	0.000010	0.000010	0.012346	0.000010	0.000010	0.000096	0.000010	0.000010	0.000012	0.000213	0.000010	0.000026	0.000010	0.000010	0.000053	0.000019	0.000013	0.000010	0.000013	0.000010	0.000010	0.000010	0.000010	0.000201	0.000010	0.000010	0.000010	0.000175	0.000010	0.000047	0.000010	0.000012	0.000010	0.000031	0.000074	0.000135	0.000055	0.000010	0.000010	0.000081	0.000010	0.000010	0.000014	0.000010	0.000032	0.000010	0.000010	0.000010	0.000019	0.000010	0.000307	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000044	0.000010	0.000023	0.000194	0.000010	0.000010	0.000010	0.000010	0.000010	0.000014	0.000455	0.000010	0.000010	0.000010	0.000069	0.000010	0.000010	0.000010	0.000010	0.000010	0.000046	0.000195	0.000010	0.000013	0.000010	0.000010	0.000010	0.000056	0.000014	0.000010	0.000020	0.000246	0.000010	0.000010	0.000010	0.000033	0.000015	0.000495	0.000139	0.000010	0.000010	0.000010	0.000012
k__Bacteria	0.899272	0.982562	1.076970	0.967206	0.928570	1.010393	0.893172	1.010350	1.042784	1.040589	0.841946	0.960012	1.010346	0.926845	0.890539	1.066205	1.018953	1.029628	0.910241	1.052445	0.976035	1.024797	1.039451	0.997396	0.944516	0.926279	0.886941	0.953312	0.995847	0.826581	1.077554	1.039797	0.958336	1.019916	1.033951	1.010010	1.023506	1.063593	1.008892	0.951654	0.954747	0.928378	0.981987	0.934854	1.006441	0.947367	1.026942	1.014197	1.015011	0.989078	0.948102	1.047339	0.997580	0.904553	0.946948	1.005589	1.011439	0.954768	0.896326	0.976317	0.949582	1.001382	0.953674	0.910442	1.088449	1.028903	0.925775	0.993909	0.919618	1.045216	0.968610	0.964385	1.019178	1.015496	0.982913	0.983404	1.043756	1.019804	0.880031	0.948544	1.098306	1.022379	1.068903	0.293579	1.008410	0.963429	0.980430	0.927000	0.979887	0.918205	0.976014	1.006571	0.989305	0.838909	0.940317	0.927943	0.995805	0.951957	1.002660	0.950865	1.039662	1.059200	0.926500	0.957639	0.831391	1.024464	1.020646	1.052714	0.907877	0.913701	0.962793	1.032608	0.957145
k__Bacteria|p__Actinobacteria	0.002093	0.003043	0.155436	0.066344	0.000988	0.013601	0.001987	0.164559	0.004289	0.012757	0.003332	0.089401	0.396338	0.192647	0.020892	0.021103	0.004409	0.000687	0.020335	0.333652	0.151449	0.008883	0.008321	0.270375	0.212276	0.049902	0.021430	0.003871	0.398080	0.003584	0.166987	0.004106	0.007866	0.004432	0.005514	0.357556	0.022909	0.006601	0.013703	0.865692	0.015605	0.000788	0.044555	0.039272	0.014683	0.015048	0.100150	0.043308	0.028368	0.036516	0.864988	0.000850	0.008584	0.562810	0.021463	0.003173	0.010160	0.002449	0.002036	0.002689	0.015857	0.012924	0.004672	0.022269	0.140729	0.080886	0.050472	0.278547	0.011856	0.001730	0.013635	0.005639	0.254741	0.015696	0.713892	0.005668	0.001659	0.004403	0.009937	0.406066	0.007101	0.007195	0.002360	0.003499	0.132045	0.007074	0.715815	0.002910	0.912010	0.012046	0.038962	0.015725	0.003052	0.003538	0.134119	0.000968	0.264225	0.003892	0.002985	0.018282	0.003023	0.063333	0.000886	0.004759	0.003845	0.474968	0.239168	0.285235	0.008358	0.545766	0.024252	0.258952	0.424915
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.001152	0.001445	0.103893	0.035084	0.000756	0.005084	0.001075	0.153656	0.002346	0.011062	0.001734	0.073582	0.335495	0.218514	0.014113	0.007946	0.003562	0.000303	0.011398	0.279534	0.050361	0.003481	0.003682	0.228473	0.235383	0.040175	0.014300	0.002350	0.329371	0.001869	0.110931	0.003715	0.006689	0.003533	0.004414	0.325781	0.014261	0.006329	0.005251	0.854349	0.007986	0.000807	0.036521	0.034576	0.005778	0.013832	0.080619	0.015753	0.014439	0.031753	0.934294	0.000381	0.003738	0.571412	0.019339	0.001872	0.007713	0.002186	0.001150	0.001933	0.014631	0.008099	0.004220	0.012688	0.164454	0.077064	0.040611	0.235432	0.009251	0.001080	0.004702	0.003949	0.228470	0.011506	0.599065	0.002935	0.001019	0.003506	0.009360	0.406886	0.004584	0.005920	0.001583	0.002872	0.108511	0.007023	0.608829	0.002576	0.990723	0.009395	0.033707	0.011849	0.001454	0.001861	0.040482	0.000741	0.221571	0.002359	0.001726	0.016272	0.001289	0.031264	0.000680	0.004266	0.002583	0.429784	0.196685	0.197604	0.003155	0.551764	0.029179	0.260167	0.367388
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.000010	0.000011	0.000010	0.000044	0.000010	0.000043	0.000010	0.000060	0.000024	0.000010	0.000010	0.000050	0.000033	0.000030	0.000064	0.000054	0.000069	0.000010	0.000017	0.000010	0.000086	0.000010	0.000048	0.000084	0.000235	0.000010	0.000057	0.000010	0.000031	0.000010	0.000010	0.000010	0.000119	0.000075	0.000031	0.000010	0.000116	0.000010	0.000039	0.000015	0.000033	0.000010	0.000010	0.000010	0.000044	0.000012	0.000114	0.000025	0.000218	0.000010	0.000010	0.000010	0.000082	0.000041	0.000180	0.000010	0.004450	0.000010	0.000010	0.000010	0.000014	0.000029	0.000010	0.000032	0.000012	0.000040	0.000010	0.000080	0.000032	0.000010	0.000059	0.000010	0.000027	0.000050	0.000015	0.000010	0.000010	0.000075	0.000039	0.000628	0.000264	0.000098	0.000010	0.000010	0.000010	0.000010	0.000019	0.000010	0.000010	0.000030	0.000010	0.000044	0.000012	0.000010	0.000079	0.000010	0.000086	0.000010	0.000010	0.000167	0.000010	0.000576	0.000010	0.000010	0.000010	0.000055	0.000327	0.000177	0.000158	0.000045	0.000012	0.000020	0.000051
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.000010	0.000011	0.000010	0.000032	0.000010	0.000045	0.000010	0.000036	0.000027	0.000010	0.000010	0.000042	0.000026	0.000028	0.000058	0.000053	0.000056	0.000010	0.000011	0.000010	0.000101	0.000010	0.000043	0.000093	0.000176	0.000010	0.000052	0.000010	0.000025	0.000010	0.000010	0.000010	0.000090	0.000060	0.000042	0.000010	0.000140	0.000010	0.000041	0.000022	0.000037	0.000010	0.000010	0.000010	0.000046	0.000010	0.000141	0.000027	0.000259	0.000010	0.000017	0.000010	0.000089	0.000047	0.000140	0.000010	0.004535	0.000010	0.000010	0.000010	0.000012	0.000028	0.000010	0.000021	0.000012	0.000046	0.000010	0.000089	0.000029	0.000010	0.000044	0.000010	0.000023	0.000035	0.000021	0.000010	0.000010	0.000060	0.000028	0.000716	0.000326	0.000081	0.000010	0.000010	0.000010	0.000010	0.000027	0.000010	0.000010	0.000028	0.000010	0.000031	0.000012	0.000010	0.000093	0.000010	0.000095	0.000010	0.000010	0.000128	0.000010	0.000533	0.000010	0.000010	0.000010	0.000049	0.000404	0.000194	0.000218	0.000051	0.000010	0.000016	0.000097
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.000010	0.000015	0.000010	0.000039	0.000010	0.000047	0.000010	0.000050	0.000022	0.000010	0.000010	0.000030	0.000025	0.000023	0.000042	0.000055	0.000068	0.000010	0.000015	0.000010	0.000069	0.000010	0.000039	0.000058	0.000189	0.000010	0.000037	0.000010	0.000025	0.000010	0.000010	0.000010	0.000117	0.000074	0.000040	0.000010	0.000147	0.000010	0.000044	0.000019	0.000033	0.000010	0.000010	0.000010	0.000049	0.000010	0.000134	0.000029	0.000278	0.000010	0.000012	0.000010	0.000073	0.000048	0.000178	0.000010	0.004356	0.000010	0.000010	0.000010	0.000010	0.000029	0.000010	0.000029	0.000010	0.000039	0.000010	0.000055	0.000024	0.000010	0.000073	0.000010	0.000021	0.000042	0.000013	0.000010	0.000010	0.000074	0.000037	0.000610	0.000346	0.000099	0.000010	0.000010	0.000010	0.000010	0.000016	0.000010	0.000010	0.000023	0.000010	0.000037	0.000016	0.000010	0.000060	0.000010	0.000059	0.000010	0.000010	0.000164	0.000010	0.000516	0.000010	0.000010	0.000010	0.000055	0.000379	0.000204	0.000227	0.000054	0.000010	0.000013	0.000110
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0.000010	0.000015	0.000010	0.000012	0.000010	0.000019	0.000010	0.000012	0.000041	0.000026	0.000025	0.000010	0.000015	0.000017	0.000014	0.000031	0.000010	0.000022	0.000014	0.000010	0.000010	0.000010	0.000018	0.000011	0.000034	0.000012	0.000014	0.000010	0.000014	0.000026	0.000010	0.000013	0.000010	0.000010	0.000063	0.000022	0.000057	0.000010	0.000020	0.000010	0.000031	0.000010	0.000014	0.000010	0.000022	0.000010	0.000035	0.000025	0.000089	0.000021	0.000010	0.000026	0.000046	0.000028	0.000011	0.000020	0.000014	0.000019	0.000010	0.000015	0.000010	0.000027	0.000010	0.000024	0.000010	0.000014	0.000012	0.000011	0.000036	0.000010	0.000020	0.000018	0.000015	0.000030	0.000010	0.000010	0.000010	0.000010	0.000010	0.000069	0.000087	0.000010	0.000010	0.000010	0.000017	0.000013	0.000010	0.000010	0.000010	0.000035	0.000017	0.000027	0.000016	0.000027	0.000010	0.000010	0.000011	0.000010	0.000021	0.000010	0.000014	0.000080	0.000010	0.000010	0.000010	0.000034	0.000015	0.000027	0.000047	0.000029	0.000012	0.000010	0.000061
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000020	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000054	0.000010	0.000010	0.000010	0.000011	0.000010	0.000010	0.000010	0.000010	0.000010	0.000017	0.000016	0.000018	0.000010	0.000010	0.000010	0.000012	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000016	0.000020	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000034	0.000010	0.000010	0.000010	0.000010	0.000010	0.000023	0.000012	0.000010	0.000010	0.000010	0.000010
