clade_name	DRR127704	DRR127594	DRR127603	DRR162777	DRR127674	DRR127774	DRR127755	DRR127762	DRR127692	DRR127763	DRR127647	DRR127751	DRR127481	DRR127776	DRR127708	DRR127619
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_485	0.000313	0.000313	0.000302	0.000301	0.000311	0.000305	0.000301	0.000313	0.000313	0.000308	0.000313	0.000301	0.000313	0.000301	0.00031	0.000307
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	0.009899	0.010048	0.006057	0.006055	0.009121	0.006166	0.006055	0.010052	0.010026	0.006128	0.010042	0.006055	0.009908	0.006055	0.009009	0.008058
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226	0.002233	0.002188	0.004275	0.004273	0.002486	0.004232	0.004273	0.002187	0.002194	0.004335	0.00219	0.004273	0.00223	0.004273	0.002535	0.00296
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891	0.001107	0.001123	0.000631	0.00063	0.001029	0.000645	0.00063	0.001124	0.001121	0.000645	0.001123	0.00063	0.001108	0.00063	0.001013	0.000882
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_306	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.6e-05	8.5e-05	8.5e-05	8.5e-05	8.7e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0.012823	0.012832	0.010253	0.01025	0.012822	0.010398	0.01025	0.012832	0.012831	0.010361	0.012831	0.01025	0.012824	0.01025	0.012754	0.012411
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.9e-05	8.8e-05	8.8e-05	8.8e-05	9.1e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis	8.6e-05	8.6e-05	8.7e-05	8.6e-05	8.6e-05	8.8e-05	8.6e-05	8.6e-05	8.6e-05	8.9e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.022494	0.022722	0.015821	0.015817	0.02117	0.015988	0.015817	0.022728	0.022689	0.015971	0.022713	0.015817	0.022505	0.015817	0.02088	0.018506
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.022302	0.022642	0.016	0.015996	0.02069	0.016182	0.015995	0.022652	0.022593	0.016159	0.022628	0.015995	0.022326	0.015995	0.020332	0.018291
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.001923	0.001916	0.00216	0.002159	0.001959	0.002174	0.002159	0.001916	0.001917	0.002199	0.001916	0.002159	0.001922	0.002159	0.001966	0.002024
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.000555	0.000555	0.000556	0.000555	0.000555	0.000561	0.000555	0.000555	0.000555	0.000568	0.000555	0.000555	0.000555	0.000555	0.000555	0.000555
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	0.000537	0.00053	0.000946	0.000946	0.000576	0.00094	0.000946	0.00053	0.000531	0.000962	0.00053	0.000946	0.000537	0.000946	0.000585	0.000668
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0.001746	0.001765	0.001149	0.001148	0.001642	0.001168	0.001148	0.001766	0.001762	0.00117	0.001764	0.001148	0.001747	0.001148	0.001619	0.001422
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.016211	0.016418	0.010869	0.010865	0.015078	0.011052	0.010865	0.016423	0.016386	0.010988	0.016409	0.010865	0.016222	0.010865	0.014956	0.013777
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.001108	0.001097	0.001588	0.001588	0.001163	0.00159	0.001588	0.001097	0.001099	0.001617	0.001098	0.001588	0.001107	0.001588	0.001179	0.001301
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An66	0.000101	0.000101	0.000108	0.000108	0.000101	0.000109	0.000108	0.000101	0.000101	0.000111	0.000101	0.000108	0.000101	0.000108	0.000101	0.000101
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	0.00877	0.00877	0.008775	0.008771	0.00877	0.008827	0.008771	0.00877	0.00877	0.008885	0.00877	0.008771	0.00877	0.008771	0.00877	0.008772
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.041054	0.041277	0.029709	0.029702	0.040026	0.030095	0.029702	0.041283	0.041246	0.029983	0.041267	0.029702	0.041069	0.029702	0.03962	0.036985
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.041272	0.041387	0.029452	0.029448	0.040683	0.029808	0.029448	0.04139	0.041371	0.029649	0.041382	0.029448	0.041278	0.029448	0.040449	0.037732
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.030168	0.030534	0.018215	0.01821	0.028264	0.018558	0.01821	0.030544	0.03048	0.018398	0.03052	0.01821	0.03019	0.01821	0.027968	0.025144
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0.000794	0.000784	0.001658	0.001657	0.000853	0.001635	0.001657	0.000783	0.000785	0.001685	0.000784	0.001657	0.000793	0.001657	0.000868	0.001017
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	0.000151	0.00015	0.000186	0.000186	0.000157	0.000187	0.000186	0.00015	0.00015	0.000191	0.00015	0.000186	0.000151	0.000186	0.000157	0.000162
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0.000352	0.000352	0.000363	0.000363	0.000352	0.000367	0.000363	0.000352	0.000352	0.000371	0.000352	0.000363	0.000352	0.000363	0.000352	0.000354
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.009728	0.009736	0.010049	0.010046	0.009671	0.010107	0.010046	0.009736	0.009734	0.01017	0.009735	0.010046	0.009728	0.010046	0.009666	0.009612
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	0.008088	0.008088	0.008092	0.008089	0.008088	0.008139	0.008089	0.008088	0.008088	0.008198	0.008088	0.008089	0.008088	0.008089	0.008087	0.008088
k__Bacteria|p__Firmicutes	0.251836	0.249253	0.434659	0.434671	0.26456	0.428088	0.434671	0.24918	0.249609	0.43468	0.24936	0.434671	0.25164	0.434671	0.269433	0.308173
k__Bacteria|p__Firmicutes|c__Bacilli	0.010361	0.010023	0.039562	0.039554	0.012255	0.038514	0.039554	0.010014	0.010071	0.03981	0.010037	0.039554	0.010337	0.039554	0.012761	0.017564
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.000548	0.000536	0.001326	0.001325	0.000619	0.001314	0.001325	0.000536	0.000538	0.001347	0.000537	0.001325	0.000548	0.001325	0.00064	0.000843
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	0.000545	0.000538	0.001334	0.001333	0.000589	0.001313	0.001333	0.000538	0.000539	0.001355	0.000538	0.001333	0.000544	0.001333	0.000601	0.000754
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	0.000564	0.000556	0.001311	0.00131	0.000614	0.001291	0.00131	0.000555	0.000557	0.001333	0.000556	0.00131	0.000563	0.00131	0.000627	0.000772
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica	8.4e-05	8.4e-05	8.5e-05	8.5e-05	8.5e-05	8.6e-05	8.5e-05	8.4e-05	8.4e-05	8.7e-05	8.4e-05	8.5e-05	8.4e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_bergeri	8.5e-05	8.5e-05	8.6e-05	8.6e-05	8.5e-05	8.7e-05	8.6e-05	8.5e-05	8.5e-05	8.8e-05	8.5e-05	8.6e-05	8.5e-05	8.6e-05	8.5e-05	8.6e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	0.000187	0.000187	0.0002	0.0002	0.000188	0.000202	0.0002	0.000187	0.000187	0.000205	0.000187	0.0002	0.000187	0.0002	0.000189	0.000198
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	0.000343	0.000341	0.000655	0.000655	0.000362	0.000651	0.000655	0.00034	0.000341	0.000668	0.000341	0.000655	0.000343	0.000655	0.000368	0.000442
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	0.000288	0.000283	0.000515	0.000515	0.000314	0.000514	0.000515	0.000283	0.000284	0.000526	0.000283	0.000515	0.000288	0.000515	0.000322	0.000385
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.010031	0.009724	0.038156	0.038149	0.011753	0.037049	0.038149	0.009716	0.009768	0.038346	0.009736	0.038149	0.01001	0.038149	0.012215	0.016559
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	8.5e-05	8.5e-05	8.6e-05	8.6e-05	8.5e-05	8.7e-05	8.6e-05	8.5e-05	8.5e-05	8.8e-05	8.5e-05	8.6e-05	8.5e-05	8.6e-05	8.5e-05	8.5e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.6e-05	8.5e-05	8.5e-05	8.5e-05	8.7e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	0.016432	0.016432	0.016446	0.016441	0.016432	0.016523	0.016441	0.016432	0.016432	0.016609	0.016432	0.016441	0.016432	0.016441	0.016432	0.016437
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.6e-05	8.5e-05	8.5e-05	8.5e-05	8.8e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05	8.5e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	9.9e-05	9.9e-05	0.000102	0.000102	9.9e-05	0.000103	0.000102	9.9e-05	9.9e-05	0.000105	9.9e-05	0.000102	9.9e-05	0.000102	9.9e-05	9.9e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.0001	0.0001	0.000101	0.000101	0.0001	0.000102	0.000101	0.0001	0.0001	0.000104	0.0001	0.000101	0.0001	0.000101	0.0001	0.0001
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	9.4e-05	9.4e-05	9.6e-05	9.6e-05	9.5e-05	9.7e-05	9.6e-05	9.4e-05	9.4e-05	9.8e-05	9.4e-05	9.6e-05	9.4e-05	9.6e-05	9.5e-05	9.5e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	8.8e-05	8.8e-05	9.1e-05	9.1e-05	8.8e-05	9.2e-05	9.1e-05	8.8e-05	8.8e-05	9.3e-05	8.8e-05	9.1e-05	8.8e-05	9.1e-05	8.8e-05	8.9e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.000257	0.000252	0.000623	0.000623	0.000287	0.000614	0.000623	0.000252	0.000253	0.000634	0.000252	0.000623	0.000257	0.000623	0.000292	0.000355
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.000268	0.000264	0.00061	0.00061	0.000293	0.000602	0.00061	0.000264	0.000264	0.000622	0.000264	0.00061	0.000268	0.00061	0.0003	0.00036
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_asini	0.017441	0.017441	0.017452	0.017446	0.017441	0.017542	0.017446	0.017441	0.017441	0.017639	0.017441	0.017446	0.017441	0.017446	0.017441	0.017443
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0.0001	0.0001	0.000106	0.000106	0.0001	0.000107	0.000106	0.0001	0.0001	0.000109	0.0001	0.000106	0.0001	0.000106	0.0001	0.000101
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_canis	0.008759	0.008759	0.008766	0.008763	0.008759	0.00882	0.008763	0.008759	0.008759	0.008881	0.008759	0.008763	0.008759	0.008763	0.008759	0.00876
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	9.4e-05	9.4e-05	9.6e-05	9.6e-05	9.4e-05	9.8e-05	9.6e-05	9.4e-05	9.4e-05	9.9e-05	9.4e-05	9.6e-05	9.4e-05	9.6e-05	9.4e-05	9.4e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	0.01497	0.01497	0.014976	0.014972	0.01497	0.01505	0.014972	0.01497	0.01497	0.015142	0.01497	0.014972	0.01497	0.014972	0.01497	0.014971
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.000121	0.000121	0.000122	0.000122	0.000121	0.000123	0.000122	0.000121	0.000121	0.000125	0.000121	0.000122	0.000121	0.000122	0.000121	0.000122
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0.000207	0.000204	0.00049	0.00049	0.000224	0.000483	0.00049	0.000204	0.000204	0.0005	0.000204	0.00049	0.000207	0.00049	0.000229	0.000279
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0.000106	0.000106	0.000107	0.000106	0.000106	0.000108	0.000106	0.000106	0.000106	0.000109	0.000106	0.000106	0.000106	0.000106	0.000106	0.000106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.000771	0.000732	0.007278	0.007276	0.001015	0.00694	0.007276	0.000731	0.000737	0.007352	0.000733	0.007276	0.000768	0.007276	0.001084	0.001891
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.000788	0.000751	0.007248	0.007246	0.001025	0.006927	0.007246	0.00075	0.000756	0.00732	0.000752	0.007246	0.000786	0.007246	0.001093	0.001948
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	0.006233	0.006233	0.006235	0.006233	0.006233	0.006272	0.006233	0.006233	0.006233	0.006315	0.006233	0.006233	0.006233	0.006233	0.006233	0.006233
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	0.000397	0.000376	0.00313	0.003129	0.000536	0.003017	0.003129	0.000376	0.000379	0.003172	0.000377	0.003129	0.000396	0.003129	0.000573	0.00103
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.5e-05	8.4e-05	8.4e-05	8.4e-05	8.6e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus	8.4e-05	8.4e-05	8.5e-05	8.4e-05	8.4e-05	8.6e-05	8.4e-05	8.4e-05	8.4e-05	8.7e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05	8.4e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	0.000147	0.000146	0.000217	0.000217	0.000153	0.000218	0.000217	0.000146	0.000146	0.000222	0.000146	0.000217	0.000147	0.000217	0.000154	0.000173
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	0.000311	0.000297	0.001818	0.001818	0.000393	0.00176	0.001818	0.000297	0.000299	0.001846	0.000298	0.001818	0.00031	0.001818	0.000416	0.000672
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	0.030682	0.030682	0.03069	0.030683	0.030682	0.030832	0.030683	0.030682	0.030682	0.03099	0.030682	0.030683	0.030682	0.030683	0.030682	0.030684
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners	0.000114	0.000114	0.000114	0.000114	0.000114	0.000116	0.000114	0.000114	0.000114	0.000117	0.000114	0.000114	0.000114	0.000114	0.000114	0.000114
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.9e-05	8.8e-05	8.8e-05	8.8e-05	9.1e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05	8.8e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae	0.000185	0.000182	0.000392	0.000391	0.000204	0.00039	0.000391	0.000182	0.000182	0.0004	0.000182	0.000391	0.000185	0.000391	0.000208	0.000258
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri	0.000134	0.000134	0.000168	0.000168	0.000137	0.000169	0.000168	0.000134	0.000134	0.000172	0.000134	0.000168	0.000134	0.000168	0.000138	0.000145
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	0.000117	0.000117	0.000117	0.000117	0.000117	0.000119	0.000117	0.000117	0.000117	0.000121	0.000117	0.000117	0.000117	0.000117	0.000117	0.000117
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri	8.6e-05	8.6e-05	8.9e-05	8.8e-05	8.6e-05	9e-05	8.8e-05	8.6e-05	8.6e-05	9.1e-05	8.6e-05	8.8e-05	8.6e-05	8.8e-05	8.6e-05	8.6e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	0.000203	0.000199	0.000565	0.000565	0.000226	0.000558	0.000565	0.000199	0.0002	0.000575	0.000199	0.000565	0.000203	0.000565	0.000234	0.000307
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae	0.000145	0.000145	0.000157	0.000157	0.000146	0.000158	0.000157	0.000145	0.000145	0.00016	0.000145	0.000157	0.000145	0.000157	0.000146	0.00015
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei	8.9e-05	8.9e-05	9.1e-05	9.1e-05	8.9e-05	9.2e-05	9.1e-05	8.9e-05	8.9e-05	9.4e-05	8.9e-05	9.1e-05	8.9e-05	9.1e-05	8.9e-05	8.9e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	0.000217	0.000212	0.000719	0.000718	0.00025	0.000702	0.000718	0.000212	0.000213	0.000732	0.000212	0.000718	0.000217	0.000718	0.000257	0.000338
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sanfranciscensis	9.9e-05	9.9e-05	0.0001	0.0001	9.9e-05	0.000102	0.0001	9.9e-05	9.9e-05	0.000103	9.9e-05	0.0001	9.9e-05	0.0001	9.9e-05	9.9e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.8e-05	8.6e-05	8.6e-05	8.6e-05	8.9e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05	8.6e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici	8.4e-05	8.4e-05	9e-05	9e-05	8.4e-05	9.1e-05	9e-05	8.4e-05	8.4e-05	9.3e-05	8.4e-05	9e-05	8.4e-05	9e-05	8.4e-05	8.6e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	9.6e-05	9.5e-05	0.0001	0.0001	9.7e-05	0.000101	0.0001	9.5e-05	9.6e-05	0.000102	9.5e-05	0.0001	9.6e-05	0.0001	9.7e-05	9.8e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	0.01009	0.01009	0.010098	0.010095	0.010091	0.010151	0.010095	0.01009	0.01009	0.010207	0.01009	0.010095	0.01009	0.010095	0.010091	0.010092
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_citreum	0.011623	0.011623	0.01163	0.011626	0.011623	0.011693	0.011626	0.011623	0.011623	0.011767	0.011623	0.011626	0.011623	0.011626	0.011623	0.011625
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.9e-05	9.7e-05	9.7e-05	9.7e-05	0.0001	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.7e-05	9.7e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria	8.4e-05	8.4e-05	8.7e-05	8.7e-05	8.4e-05	8.8e-05	8.7e-05	8.4e-05	8.4e-05	8.9e-05	8.4e-05	8.7e-05	8.4e-05	8.7e-05	8.4e-05	8.4e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa	9.6e-05	9.6e-05	9.7e-05	9.7e-05	9.6e-05	9.8e-05	9.7e-05	9.6e-05	9.6e-05	0.0001	9.6e-05	9.7e-05	9.6e-05	9.7e-05	9.6e-05	9.7e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.009654	0.009489	0.029356	0.029349	0.010619	0.0285	0.029349	0.009485	0.009513	0.029556	0.009496	0.029349	0.009644	0.029349	0.010921	0.013991
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	9.8e-05	9.7e-05	0.00011	0.00011	0.0001	0.000111	0.00011	9.7e-05	9.7e-05	0.000113	9.7e-05	0.00011	9.8e-05	0.00011	0.0001	0.000103
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.0001	0.0001	0.000107	0.000107	0.0001	0.000108	0.000107	0.0001	0.0001	0.00011	0.0001	0.000107	0.0001	0.000107	0.0001	0.000101
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.009733	0.009458	0.029129	0.029123	0.01133	0.028548	0.029123	0.009451	0.009498	0.029313	0.009469	0.029123	0.009715	0.029123	0.011692	0.015481
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	9.3e-05	9.3e-05	9.4e-05	9.4e-05	9.3e-05	9.6e-05	9.4e-05	9.3e-05	9.3e-05	9.7e-05	9.3e-05	9.4e-05	9.3e-05	9.4e-05	9.3e-05	9.4e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group	0.000366	0.000364	0.000438	0.000437	0.000379	0.000441	0.000437	0.000364	0.000364	0.000446	0.000364	0.000437	0.000366	0.000437	0.000383	0.000415
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	0.000175	0.000173	0.000207	0.000207	0.000181	0.000209	0.000207	0.000173	0.000174	0.000212	0.000174	0.000207	0.000175	0.000207	0.000182	0.00019
