clade_name	DRR111028	DRR111037	DRR111061	DRR111030	DRR111013	DRR111004	DRR111036	DRR111060	DRR111042	DRR111024	DRR111006	DRR111012
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae	0.024206	0.035229	0.023496	0.029565	0.026336	0.029257	0.024188	0.031275	0.027296	0.026405	0.026345	0.023373
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.037546	0.048492	0.034789	0.047069	0.037151	0.042443	0.039226	0.039903	0.041187	0.037472	0.036165	0.032763
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	0.015973	0.021752	0.016413	0.020427	0.017061	0.018827	0.016884	0.020740	0.018601	0.019745	0.017420	0.016768
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria	0.018558	0.025606	0.018257	0.021986	0.019436	0.020725	0.018423	0.022534	0.020272	0.020407	0.018583	0.018805
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae	0.020396	0.026739	0.019443	0.025594	0.021115	0.023936	0.020945	0.023780	0.023352	0.023224	0.021396	0.018877
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0.049352	0.063069	0.045924	0.061646	0.049119	0.053380	0.052455	0.055794	0.053094	0.050985	0.049385	0.045987
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	0.026725	0.039197	0.027558	0.031922	0.029847	0.033893	0.026462	0.033013	0.031823	0.031622	0.028542	0.026244
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	0.021133	0.028082	0.020567	0.025848	0.021111	0.023206	0.022157	0.023742	0.022103	0.021469	0.020924	0.019372
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae	0.018333	0.025737	0.017835	0.023478	0.019757	0.021477	0.018640	0.023056	0.022054	0.019857	0.019812	0.018494
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Oligosphaerales|f__Oligosphaeraceae	0.016240	0.022129	0.015771	0.020260	0.016921	0.018561	0.016559	0.020901	0.018088	0.018516	0.017429	0.015753
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0.172546	0.173202	0.147403	0.181429	0.151625	0.162127	0.189229	0.123585	0.156130	0.144171	0.138427	0.128851
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.016944	0.022854	0.016396	0.021271	0.017807	0.019734	0.016752	0.020641	0.019828	0.020463	0.017261	0.016988
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.022216	0.029341	0.020152	0.030608	0.021274	0.024329	0.024023	0.025943	0.024894	0.025524	0.022554	0.020044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae	0.023733	0.030488	0.021019	0.025945	0.023532	0.025564	0.022966	0.021613	0.024926	0.024793	0.019937	0.020023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae	0.015881	0.021504	0.014959	0.019488	0.016041	0.018118	0.016097	0.016026	0.017552	0.016179	0.015465	0.013667
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales	0.016190	0.021203	0.014831	0.020351	0.015737	0.017527	0.016202	0.015765	0.017951	0.016730	0.014957	0.014002
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.025424	0.035218	0.025821	0.032076	0.025789	0.029614	0.027501	0.028454	0.027881	0.027482	0.026845	0.023091
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.095869	0.119659	0.088639	0.078341	0.111696	0.106517	0.084236	0.098973	0.095412	0.092679	0.082688	0.092944
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	0.022526	0.031168	0.023304	0.025923	0.025152	0.027475	0.021919	0.027496	0.026539	0.028096	0.024404	0.023750
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.024388	0.028662	0.022539	0.029272	0.022967	0.025299	0.024043	0.023561	0.025224	0.025209	0.021857	0.020983
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Puniceicoccaceae	0.038158	0.051169	0.039150	0.043409	0.041098	0.045599	0.040303	0.039999	0.042291	0.041930	0.039550	0.035440
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39	0.037730	0.047201	0.035903	0.042380	0.037654	0.040169	0.037970	0.035918	0.039412	0.036055	0.034392	0.033606
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	0.012768	0.017520	0.012373	0.015949	0.013192	0.014207	0.012701	0.015869	0.014325	0.014356	0.012980	0.012585
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.087169	0.105687	0.084367	0.098196	0.087177	0.094510	0.086034	0.081923	0.093611	0.089448	0.082418	0.078626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae	0.329003	0.382883	0.357772	0.370664	0.341739	0.362015	0.340685	0.343966	0.353425	0.337023	0.356014	0.334397
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae	0.011845	0.017993	0.011666	0.015092	0.013226	0.015326	0.012377	0.014935	0.014217	0.014613	0.013045	0.011338
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadales	0.026239	0.030068	0.023120	0.028805	0.025797	0.026919	0.026277	0.021995	0.026268	0.023895	0.021215	0.022114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Sedimentibacteraceae	0.026656	0.039682	0.029339	0.035538	0.029523	0.032671	0.027218	0.036758	0.033208	0.033371	0.031999	0.029747
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae	0.056287	0.067314	0.060195	0.057508	0.062862	0.060002	0.051117	0.066821	0.060620	0.064159	0.056438	0.066796
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae	0.019551	0.025815	0.019050	0.023967	0.020068	0.021173	0.019484	0.023346	0.021701	0.022932	0.019930	0.019331
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.015409	0.020326	0.014202	0.018669	0.015477	0.017064	0.016189	0.018276	0.016082	0.017095	0.015324	0.014250
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.099885	0.124200	0.098484	0.108180	0.105274	0.117327	0.097525	0.093641	0.111907	0.107263	0.095266	0.091541
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.054343	0.058055	0.047798	0.053213	0.051443	0.053202	0.054107	0.042882	0.049688	0.050563	0.043482	0.043981
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.039770	0.051214	0.038614	0.049577	0.040767	0.044176	0.040242	0.045815	0.045604	0.043060	0.042139	0.038215
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae	0.021473	0.027070	0.019019	0.027378	0.020664	0.023038	0.023310	0.023476	0.022510	0.021585	0.020779	0.018467
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.074675	0.093492	0.080421	0.081212	0.082018	0.083742	0.075689	0.101935	0.077387	0.086012	0.083766	0.082873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG-010	0.024009	0.036214	0.024663	0.026038	0.027273	0.029987	0.023489	0.028532	0.027895	0.027980	0.025399	0.024111
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae	0.057630	0.064934	0.050666	0.066197	0.053854	0.057453	0.056057	0.057330	0.059719	0.056152	0.054186	0.050411
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0.017378	0.024310	0.016904	0.022484	0.018416	0.019761	0.017835	0.022299	0.020527	0.018816	0.018355	0.018102
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	0.027252	0.031473	0.025447	0.030648	0.026113	0.027067	0.025752	0.027502	0.028160	0.028384	0.023982	0.025379
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Clostridium]_methylpentosum_group	0.022179	0.027000	0.019918	0.027533	0.021112	0.023604	0.022384	0.022705	0.023768	0.023294	0.020657	0.018983
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group	0.060442	0.071065	0.052546	0.072181	0.056767	0.062423	0.066821	0.056761	0.060311	0.056687	0.055232	0.049968
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__uncultured	0.018992	0.025894	0.018368	0.024823	0.019855	0.022298	0.018975	0.022469	0.021874	0.021672	0.019893	0.018031
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__vadinBE97	0.048754	0.064347	0.047768	0.058677	0.050265	0.057163	0.049910	0.052417	0.055598	0.051968	0.048936	0.044976
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0.024263	0.035086	0.024186	0.027690	0.026934	0.030454	0.022903	0.026088	0.029161	0.028508	0.024241	0.023283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ethanoligenenaceae|g__Acetanaerobacterium	0.025725	0.030852	0.023256	0.026574	0.024986	0.026084	0.024466	0.020300	0.025710	0.024170	0.020248	0.021479
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	0.026937	0.036523	0.027269	0.032647	0.028947	0.031187	0.026059	0.033707	0.031099	0.031469	0.028699	0.028303
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0.055722	0.066985	0.052019	0.059589	0.057843	0.058756	0.054352	0.051183	0.057742	0.052807	0.050019	0.050941
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	0.019042	0.025806	0.018231	0.024561	0.019440	0.021230	0.019044	0.022791	0.021501	0.020602	0.019252	0.018272
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.017955	0.024318	0.017342	0.021636	0.018404	0.020727	0.018036	0.021834	0.020268	0.021270	0.017811	0.017123
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Adlercreutzia	0.036381	0.041042	0.032042	0.042007	0.032801	0.036102	0.038023	0.030515	0.035262	0.035339	0.031280	0.028351
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	0.051987	0.077850	0.058816	0.060386	0.060214	0.067167	0.052321	0.068061	0.063783	0.061177	0.062391	0.057206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter	0.072772	0.092052	0.074348	0.082399	0.077942	0.082533	0.072583	0.077228	0.078292	0.072796	0.073823	0.069907
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	0.025080	0.030228	0.021209	0.028120	0.024118	0.026539	0.024636	0.024217	0.025333	0.024417	0.021353	0.020350
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	0.024091	0.032000	0.023158	0.027882	0.025115	0.028746	0.023127	0.025359	0.026952	0.028253	0.023199	0.021642
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.080993	0.097585	0.080389	0.089620	0.083803	0.089304	0.082824	0.084644	0.086515	0.089039	0.081105	0.079728
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Allisonella	0.018238	0.027195	0.018135	0.021810	0.019387	0.023082	0.017779	0.019450	0.021913	0.021538	0.018366	0.016241
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	0.027371	0.035590	0.026154	0.032115	0.028748	0.031107	0.027563	0.026070	0.030937	0.026288	0.026552	0.024455
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.021145	0.029509	0.021476	0.025720	0.022226	0.025319	0.020316	0.022101	0.025455	0.024427	0.020596	0.020238
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia	0.015472	0.020841	0.014772	0.018187	0.016292	0.017467	0.015206	0.017542	0.017101	0.015794	0.015149	0.014801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerofilum	0.019479	0.024422	0.017607	0.024533	0.019084	0.021473	0.020927	0.019945	0.021076	0.020939	0.018429	0.016933
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae|g__Anaerofustis	0.017500	0.023356	0.016343	0.019943	0.017956	0.019707	0.016541	0.016904	0.019071	0.017876	0.015959	0.015415
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	0.014463	0.019303	0.013454	0.017083	0.014544	0.016025	0.014322	0.014941	0.015663	0.015160	0.013433	0.012505
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostignum	0.012000	0.017862	0.011688	0.014972	0.013091	0.014676	0.011563	0.014938	0.014050	0.014240	0.012716	0.011491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes	0.025391	0.034757	0.023495	0.032960	0.025861	0.029354	0.025735	0.028651	0.029930	0.026367	0.025939	0.022719
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerotruncus	0.025299	0.032182	0.023841	0.029849	0.025326	0.027569	0.026097	0.025759	0.026992	0.026685	0.024526	0.022519
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Angelakisella	0.023288	0.032187	0.024122	0.029262	0.024310	0.027098	0.022876	0.026699	0.026798	0.024932	0.024575	0.022256
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium	0.022477	0.029304	0.021746	0.024536	0.023226	0.024314	0.021372	0.021299	0.024483	0.022680	0.020466	0.020462
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0.009789	0.014760	0.010179	0.012066	0.010933	0.011794	0.009782	0.012591	0.011486	0.011283	0.010576	0.010215
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.378272	0.420650	0.416154	0.398533	0.407444	0.404342	0.358215	0.429847	0.423589	0.416651	0.416249	0.434754
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	0.029708	0.039300	0.030266	0.031715	0.032941	0.034003	0.027339	0.032801	0.033520	0.033666	0.029670	0.030740
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.083539	0.078752	0.070258	0.107054	0.072478	0.075009	0.093311	0.078805	0.078120	0.078954	0.074993	0.070107
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.017912	0.021846	0.016559	0.021199	0.016835	0.017750	0.018626	0.018490	0.017489	0.016867	0.016279	0.015356
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	0.058967	0.079473	0.061083	0.075266	0.062217	0.067893	0.058776	0.068413	0.071117	0.061760	0.064423	0.059455
k__Bacteria|p__Spirochaetota|c__Brachyspirae|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira	0.014909	0.021452	0.014963	0.019845	0.015478	0.017835	0.015840	0.018037	0.017189	0.016733	0.016204	0.013914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus	0.029400	0.035699	0.028261	0.031982	0.029399	0.030779	0.028777	0.027164	0.030892	0.028650	0.026078	0.026878
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas	0.020769	0.026815	0.020525	0.026254	0.021179	0.022617	0.022314	0.024668	0.022317	0.022576	0.021674	0.020083
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__CAG-352	0.031557	0.034200	0.026023	0.042199	0.026807	0.029559	0.034725	0.027807	0.030676	0.031027	0.027618	0.024340
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-56	0.019228	0.027070	0.018811	0.022121	0.021323	0.022871	0.018113	0.023877	0.022099	0.021538	0.019810	0.019436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CHKCI001	0.017104	0.023208	0.016413	0.019927	0.017803	0.018793	0.016301	0.019254	0.019264	0.018565	0.016379	0.016554
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CHKCI002	0.023532	0.034640	0.024672	0.028778	0.025978	0.028363	0.023303	0.029165	0.028164	0.026486	0.025748	0.024792
k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.015177	0.021709	0.014485	0.018297	0.016263	0.017723	0.015178	0.018999	0.016865	0.017044	0.015536	0.014651
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Candidatus_Saccharimonas	0.015638	0.020540	0.013426	0.019298	0.015062	0.016480	0.015437	0.015475	0.016988	0.015516	0.013869	0.013119
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Candidatus_Soleaferrea	0.019918	0.027930	0.018653	0.022485	0.021070	0.022785	0.019551	0.019070	0.021745	0.019904	0.018161	0.017384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Caproiciproducens	0.018552	0.023625	0.017280	0.020899	0.018979	0.019670	0.018201	0.018882	0.018988	0.018628	0.016662	0.016956
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Catabacter	0.019292	0.026862	0.018836	0.021631	0.021422	0.022999	0.018151	0.022934	0.021657	0.021198	0.019323	0.018901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus	0.013606	0.019415	0.013776	0.017589	0.014782	0.015832	0.013767	0.017640	0.015848	0.015291	0.014303	0.014014
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium	0.018964	0.022453	0.017488	0.022013	0.018539	0.019125	0.018396	0.019270	0.020382	0.020185	0.017215	0.017947
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chloroplast|g__Chloroplast	0.016794	0.024437	0.016178	0.022511	0.017610	0.019640	0.017261	0.019722	0.019813	0.017440	0.017082	0.015754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella	0.010405	0.014345	0.009920	0.012838	0.010326	0.011600	0.010307	0.011572	0.011631	0.011047	0.010265	0.009273
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae	0.014304	0.022522	0.015113	0.018609	0.016433	0.017528	0.015165	0.020363	0.017386	0.016444	0.016785	0.015388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_R-7_group	0.072091	0.068065	0.056996	0.071560	0.062210	0.061263	0.077489	0.050777	0.058523	0.055574	0.051946	0.052100
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	0.021020	0.032122	0.022541	0.026425	0.023809	0.027717	0.021364	0.029641	0.026120	0.027246	0.024884	0.023048
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	0.014888	0.019692	0.013861	0.016675	0.015652	0.016487	0.013790	0.014912	0.016660	0.015511	0.013120	0.013837
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0.025054	0.031366	0.022148	0.026468	0.025724	0.026605	0.024196	0.023236	0.025082	0.022165	0.021051	0.020912
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group	0.017788	0.022401	0.015308	0.023471	0.017196	0.019144	0.019432	0.018252	0.019603	0.017821	0.016463	0.015691
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1	0.017088	0.024056	0.016865	0.020488	0.018432	0.019941	0.016955	0.020531	0.019163	0.019333	0.017475	0.016967
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_3	0.022151	0.029008	0.020602	0.027579	0.022363	0.024095	0.022106	0.027213	0.023675	0.023564	0.022750	0.020741
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Colidextribacter	0.028579	0.038871	0.027620	0.035672	0.029548	0.033399	0.028964	0.034785	0.031949	0.030978	0.029997	0.027257
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.028824	0.033983	0.026122	0.035438	0.026036	0.029878	0.029512	0.027729	0.030081	0.028278	0.026122	0.023889
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	0.024893	0.030661	0.022258	0.030403	0.024347	0.026280	0.025743	0.026574	0.025697	0.025127	0.023578	0.022292
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Coprobacillus	0.020351	0.026756	0.019697	0.025138	0.020442	0.022944	0.021244	0.023667	0.022268	0.022857	0.021378	0.018969
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	0.020848	0.029149	0.020868	0.024476	0.022055	0.025072	0.020680	0.024528	0.023951	0.024429	0.021104	0.020239
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus	0.021564	0.027479	0.020119	0.024176	0.022910	0.022919	0.021994	0.025240	0.022185	0.021881	0.020640	0.021163
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Coriobacteriaceae_UCG-002	0.018913	0.025150	0.017710	0.022516	0.018733	0.020618	0.018494	0.019747	0.020718	0.020214	0.018024	0.016837
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	0.017251	0.023609	0.016140	0.020600	0.018244	0.020544	0.017429	0.021670	0.019279	0.020312	0.017658	0.016305
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	0.017876	0.025532	0.017033	0.021633	0.018723	0.021426	0.017886	0.020879	0.020415	0.020447	0.017932	0.016323
k__Bacteria|p__Firmicutes|c__Incertae_Sedis|o__DTU014|f__DTU014|g__DTU014	0.017300	0.024079	0.017728	0.021077	0.018366	0.019415	0.018025	0.020891	0.018127	0.017912	0.018523	0.016751
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__DTU089	0.017897	0.024798	0.016526	0.022727	0.018320	0.021564	0.017814	0.021236	0.020801	0.020531	0.018411	0.016261
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Defluviitaleaceae|g__Defluviitaleaceae_UCG-011	0.014846	0.019447	0.013790	0.017684	0.015274	0.016427	0.014948	0.017857	0.016010	0.016480	0.014096	0.014244
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia	0.019863	0.025223	0.018436	0.023519	0.020278	0.021123	0.019513	0.021094	0.022391	0.021179	0.018395	0.019582
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.017329	0.023739	0.016715	0.020069	0.018504	0.019149	0.017601	0.018812	0.019110	0.018374	0.017135	0.017244
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister	0.022134	0.034369	0.024483	0.029819	0.024987	0.027638	0.023179	0.031551	0.026910	0.024025	0.026896	0.023731
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea	0.021485	0.028631	0.020002	0.026208	0.022226	0.023398	0.021942	0.025262	0.024226	0.023991	0.021885	0.020810
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Edwardsiella	0.019919	0.026828	0.018994	0.024035	0.020583	0.022842	0.020427	0.022028	0.022444	0.020190	0.019851	0.018469
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella	0.018665	0.025771	0.017549	0.023348	0.019437	0.020858	0.019384	0.020357	0.021382	0.018617	0.019057	0.017522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella	0.014114	0.018799	0.013190	0.017913	0.014367	0.015186	0.014670	0.018283	0.015491	0.015393	0.014637	0.014236
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	0.021656	0.028685	0.020530	0.025468	0.022235	0.024431	0.023080	0.023915	0.023571	0.023645	0.020915	0.019736
