clade_name	DRR111028	DRR111037	DRR111061	DRR111030	DRR111013	DRR111004	DRR111036	DRR111060	DRR111042	DRR111024	DRR111006	DRR111012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.017567	0.022708	0.017076	0.021279	0.018275	0.018776	0.017687	0.019886	0.019517	0.018151	0.017271	0.017756
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Enterorhabdus	0.020059	0.029116	0.019505	0.028527	0.020565	0.024587	0.021231	0.025078	0.023877	0.022830	0.022651	0.018634
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Epulopiscium	0.029476	0.037461	0.027579	0.034529	0.028729	0.032439	0.029190	0.027716	0.031631	0.027572	0.027347	0.024470
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium	0.038436	0.045532	0.034213	0.044589	0.036658	0.040901	0.037841	0.035802	0.039867	0.036693	0.034676	0.031308
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelotrichaceae_UCG-003	0.023761	0.027383	0.021648	0.024461	0.024356	0.023558	0.023578	0.023610	0.022267	0.022849	0.020577	0.021899
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia-Shigella	0.050505	0.060705	0.045872	0.052503	0.050187	0.056019	0.048128	0.041331	0.053632	0.049904	0.042364	0.040314
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium	0.012809	0.018099	0.012158	0.016631	0.013532	0.015261	0.012855	0.014943	0.015108	0.014349	0.013174	0.012157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Ezakiella	0.021260	0.029679	0.021601	0.024083	0.023187	0.025140	0.020274	0.026094	0.024368	0.025340	0.022166	0.021357
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium	0.232411	0.291116	0.239999	0.275377	0.233176	0.264409	0.241476	0.231336	0.257573	0.239012	0.239500	0.219826
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0.027427	0.037266	0.026782	0.034068	0.028300	0.032722	0.029066	0.032461	0.031437	0.033310	0.028766	0.025656
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_AD3011_group	0.016980	0.022305	0.016305	0.019052	0.017621	0.018926	0.016545	0.018166	0.018221	0.018202	0.015877	0.015763
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family_XIII_UCG-001	0.014101	0.018842	0.013724	0.018092	0.014219	0.015171	0.014715	0.018179	0.015658	0.015348	0.015048	0.014408
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Fenollaria	0.027007	0.037469	0.027254	0.033604	0.028969	0.031861	0.027383	0.032217	0.031688	0.030110	0.028671	0.027131
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor	0.020643	0.029512	0.020221	0.024738	0.022382	0.025660	0.020964	0.023351	0.023416	0.022141	0.020809	0.018795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Fournierella	0.021455	0.029170	0.021139	0.024162	0.023711	0.024533	0.021764	0.024471	0.023474	0.022548	0.021194	0.021473
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus	0.013435	0.020320	0.012879	0.017427	0.014405	0.016698	0.013628	0.017368	0.015928	0.015089	0.014332	0.012706
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter	0.029163	0.037400	0.028563	0.036265	0.029452	0.032206	0.029085	0.031940	0.031866	0.029686	0.029858	0.027300
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0.035421	0.050251	0.039424	0.043580	0.039933	0.046567	0.034229	0.046244	0.046066	0.050999	0.040875	0.040207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066575	0.022538	0.029036	0.022273	0.025594	0.023597	0.025340	0.021188	0.023373	0.024545	0.023943	0.021127	0.021147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066755	0.016466	0.023261	0.015468	0.020469	0.017293	0.019338	0.016045	0.020299	0.019066	0.018003	0.017005	0.015455
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella	0.022261	0.030394	0.022880	0.027654	0.023457	0.025023	0.022868	0.029282	0.025103	0.026390	0.024052	0.023715
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Gastranaerophilales|f__Gastranaerophilales|g__Gastranaerophilales	0.017757	0.022984	0.016735	0.022065	0.017300	0.019665	0.019087	0.020474	0.018904	0.019968	0.017573	0.015821
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella	0.022513	0.031614	0.023352	0.025911	0.024392	0.026715	0.022428	0.024864	0.024915	0.026953	0.022917	0.022165
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter	0.010578	0.015444	0.010127	0.013584	0.011478	0.012559	0.011241	0.015510	0.011965	0.012083	0.011849	0.010765
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.015151	0.020824	0.014278	0.019953	0.014742	0.016545	0.015528	0.016486	0.017250	0.015969	0.014917	0.013620
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.018847	0.024144	0.016832	0.022545	0.018516	0.020644	0.019000	0.019391	0.020537	0.021451	0.017250	0.016653
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia-Obesumbacterium	0.025108	0.034468	0.024778	0.031074	0.026410	0.029401	0.025610	0.028755	0.028795	0.027458	0.025569	0.023453
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Harryflintia	0.031588	0.041857	0.031199	0.037892	0.033208	0.035505	0.032692	0.033022	0.034747	0.032307	0.031349	0.029428
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	0.017732	0.022337	0.016606	0.020092	0.017899	0.019324	0.017700	0.019047	0.018517	0.019148	0.016604	0.016186
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Howardella	0.016533	0.024331	0.018086	0.019592	0.018283	0.019791	0.017178	0.019236	0.018812	0.020195	0.017512	0.017193
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella	0.021923	0.028452	0.020423	0.027568	0.022071	0.023292	0.021451	0.025556	0.024424	0.022349	0.022193	0.020867
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis	0.034126	0.041283	0.032154	0.041520	0.032654	0.035980	0.035263	0.032408	0.035749	0.031787	0.032437	0.029565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Intestinibacter	0.024341	0.028702	0.022023	0.031357	0.023080	0.024617	0.025175	0.026048	0.025534	0.023364	0.023149	0.021319
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas	0.020147	0.024234	0.017573	0.024897	0.018647	0.020950	0.020987	0.018174	0.021103	0.019572	0.017669	0.016213
k__Bacteria|p__Firmicutes|c__Bacilli|o__Izemoplasmatales|f__Izemoplasmatales|g__Izemoplasmatales	0.015692	0.023309	0.015668	0.019353	0.017409	0.019195	0.015809	0.021394	0.018038	0.019068	0.017244	0.015647
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0.021261	0.026539	0.019119	0.023569	0.021235	0.022303	0.020870	0.020637	0.022075	0.020615	0.018772	0.018396
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum	0.021156	0.028726	0.020685	0.024697	0.022491	0.023587	0.020470	0.025591	0.023053	0.021888	0.021396	0.021202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0.046288	0.070650	0.053506	0.059013	0.051560	0.058534	0.047647	0.067210	0.056277	0.058601	0.059738	0.050666
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira	0.044782	0.062094	0.045660	0.052682	0.048507	0.053100	0.048114	0.055989	0.046611	0.047984	0.049858	0.042818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae	0.027692	0.031768	0.022663	0.032978	0.023881	0.027109	0.029003	0.020877	0.027078	0.024580	0.021610	0.019464
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_FCS020_group	0.015959	0.024156	0.015897	0.020944	0.017056	0.019451	0.015968	0.018779	0.019343	0.017592	0.016867	0.015168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NC2004_group	0.016395	0.022815	0.015362	0.020887	0.016724	0.019071	0.016386	0.019077	0.018592	0.018368	0.016447	0.015271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_ND3007_group	0.021365	0.030056	0.021248	0.024912	0.023447	0.024931	0.021468	0.024837	0.024441	0.021782	0.021747	0.021001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0.034100	0.048872	0.035395	0.038757	0.038222	0.040786	0.033986	0.042320	0.037990	0.037905	0.037152	0.035039
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-001	0.021831	0.030115	0.022533	0.024946	0.023009	0.025361	0.020767	0.022217	0.024671	0.023800	0.021722	0.020139
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-003	0.026451	0.031149	0.023969	0.026877	0.026814	0.026734	0.025591	0.024030	0.026774	0.025099	0.022329	0.024128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-004	0.019614	0.025531	0.018912	0.021698	0.020120	0.020819	0.020294	0.020085	0.020491	0.020046	0.018416	0.018554
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-008	0.013114	0.017025	0.011280	0.015297	0.012970	0.014523	0.013060	0.013691	0.013510	0.013263	0.011693	0.010763
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-010	0.016848	0.021273	0.015506	0.019420	0.017271	0.017388	0.016973	0.018861	0.017854	0.017063	0.015669	0.016761
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.033510	0.040419	0.031361	0.042122	0.032720	0.034971	0.033921	0.037704	0.035516	0.035632	0.032531	0.031731
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.016814	0.022571	0.016024	0.020320	0.017277	0.019152	0.017298	0.017568	0.018738	0.017282	0.016267	0.015368
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lactonifactor	0.013236	0.016402	0.011380	0.016648	0.012430	0.014018	0.013333	0.014204	0.014387	0.014524	0.012027	0.011371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	0.019286	0.025698	0.019236	0.022586	0.020331	0.021613	0.018813	0.020325	0.022304	0.021573	0.019152	0.019109
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Lawsonella	0.027148	0.035820	0.027149	0.029283	0.029574	0.030837	0.026970	0.031314	0.029471	0.028165	0.027278	0.027218
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	0.015967	0.023526	0.016387	0.018636	0.018594	0.018914	0.016073	0.020744	0.018208	0.018254	0.017058	0.017445
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Libanicoccus	0.013617	0.021103	0.014018	0.016780	0.015744	0.017404	0.013692	0.016996	0.016770	0.016170	0.014913	0.014153
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella	0.016720	0.024937	0.016056	0.019570	0.018070	0.021057	0.015771	0.020066	0.018948	0.018798	0.016826	0.014878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia	0.016660	0.023683	0.015984	0.020670	0.017687	0.020237	0.016457	0.018686	0.019403	0.017816	0.016380	0.015058
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Megamonas	0.047735	0.063999	0.050018	0.052221	0.056456	0.054713	0.044591	0.061756	0.054653	0.052287	0.051620	0.055079
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Megasphaera	0.028018	0.035222	0.026446	0.033537	0.028621	0.030829	0.029013	0.031644	0.030514	0.032779	0.028147	0.026620
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Mesorhizobium	0.019444	0.027824	0.019769	0.024609	0.021216	0.023953	0.018784	0.026962	0.022908	0.023533	0.022309	0.019669
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.020447	0.029234	0.020156	0.026575	0.021020	0.023806	0.020735	0.027777	0.023587	0.024600	0.022257	0.020345
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Mitochondria	0.019093	0.027311	0.020089	0.025057	0.019605	0.022434	0.020813	0.023105	0.021788	0.022586	0.021873	0.018527
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Mitsuokella	0.016729	0.022524	0.016645	0.021220	0.017369	0.018864	0.016861	0.019855	0.018517	0.019192	0.017520	0.016001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Mogibacterium	0.016747	0.021234	0.015636	0.020452	0.016579	0.017406	0.016037	0.018211	0.018016	0.016644	0.015978	0.015426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus	0.022289	0.030513	0.023983	0.026560	0.024104	0.025553	0.021941	0.026410	0.026151	0.028058	0.023474	0.024600
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Moryella	0.019808	0.027419	0.020470	0.025572	0.021715	0.023260	0.019411	0.025831	0.023538	0.021818	0.022697	0.021539
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0.030240	0.040076	0.029214	0.033675	0.032886	0.034306	0.029241	0.031427	0.033220	0.031202	0.029255	0.028702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK4A214_group	0.038139	0.047340	0.034696	0.045476	0.037521	0.040892	0.039589	0.037043	0.039266	0.036144	0.036027	0.032155
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Negativibacillus	0.022289	0.032055	0.023996	0.027151	0.025250	0.026207	0.022286	0.030850	0.025864	0.026262	0.025370	0.025362
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria	0.023326	0.030789	0.022913	0.030304	0.023676	0.025129	0.025647	0.029410	0.025793	0.024532	0.024456	0.023275
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter	0.024291	0.030452	0.023145	0.029362	0.023858	0.025564	0.024764	0.024395	0.026672	0.024858	0.022771	0.022908
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	0.012669	0.016286	0.011083	0.015371	0.012365	0.013050	0.012773	0.012145	0.013135	0.011938	0.011017	0.010429
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium	0.018132	0.022313	0.016539	0.022856	0.017177	0.018466	0.017808	0.016971	0.019849	0.018333	0.016443	0.015997
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0.027620	0.034803	0.026011	0.036378	0.026398	0.029661	0.028212	0.031520	0.030320	0.028805	0.027970	0.025634
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillospira	0.015874	0.023158	0.017275	0.020350	0.017608	0.019073	0.016824	0.022510	0.018209	0.018589	0.018769	0.017499
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.015659	0.022832	0.015287	0.019771	0.016529	0.018224	0.016771	0.019871	0.017405	0.017563	0.016056	0.015252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Paludicola	0.024075	0.033548	0.025153	0.028151	0.026309	0.029053	0.024293	0.029262	0.028025	0.030232	0.026625	0.024500
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Papillibacter	0.018491	0.024065	0.017528	0.021426	0.019092	0.019809	0.018058	0.019740	0.020111	0.020453	0.016947	0.018170
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.068341	0.097052	0.076320	0.083351	0.076737	0.088174	0.073719	0.092616	0.081089	0.085999	0.083349	0.072487
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0.024683	0.034897	0.024981	0.031740	0.025954	0.029107	0.025784	0.031250	0.028744	0.029757	0.027426	0.024592
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.022118	0.028668	0.021050	0.026252	0.022786	0.023525	0.023061	0.024160	0.024584	0.024459	0.021669	0.022107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Parvimonas	0.016645	0.023642	0.016718	0.021477	0.018392	0.020917	0.017502	0.022937	0.019964	0.020829	0.018720	0.017408
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	0.017031	0.022104	0.015093	0.020269	0.016788	0.018512	0.016525	0.017271	0.018898	0.017627	0.015112	0.014850
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Peptoclostridium	0.023330	0.030053	0.022409	0.027492	0.023905	0.025242	0.022733	0.027535	0.024563	0.025404	0.023261	0.022604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae|g__Peptococcus	0.013382	0.018522	0.013001	0.017368	0.013683	0.015255	0.013484	0.016554	0.015068	0.015463	0.013832	0.012893
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcales-Tissierellales|g__Peptoniphilus	0.027865	0.035460	0.025229	0.031421	0.027522	0.030092	0.027839	0.028161	0.028789	0.029195	0.024708	0.024190
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.035666	0.050045	0.036310	0.041218	0.038866	0.043735	0.035036	0.046066	0.040542	0.041606	0.038342	0.035489
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Phocea	0.034870	0.039627	0.030208	0.039567	0.033467	0.035096	0.034894	0.033582	0.034797	0.032624	0.030248	0.030328
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	0.018335	0.024332	0.016540	0.021383	0.018784	0.021021	0.017640	0.019004	0.020270	0.018833	0.016951	0.015976
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.089610	0.125063	0.082119	0.085397	0.103695	0.112115	0.083577	0.107656	0.096425	0.096076	0.087831	0.083868
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_NK3B31_group	0.034693	0.044369	0.033141	0.035856	0.037180	0.038558	0.033706	0.032569	0.036467	0.035023	0.031305	0.031658
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_UCG-001	0.020929	0.026102	0.018363	0.025299	0.020469	0.022764	0.021770	0.021409	0.022982	0.021754	0.018895	0.018089
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae_UCG-003	0.014216	0.021836	0.013972	0.018569	0.014974	0.017281	0.014010	0.016492	0.017298	0.015151	0.015190	0.012957
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium	0.026083	0.031551	0.024226	0.033976	0.025525	0.026680	0.028767	0.028934	0.027312	0.026481	0.026429	0.024267
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus	0.035703	0.041388	0.033158	0.039686	0.034830	0.036446	0.034781	0.030769	0.036160	0.032298	0.030687	0.030242
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoflavonifractor	0.019284	0.025411	0.018211	0.023908	0.019197	0.021491	0.019112	0.019186	0.022238	0.019921	0.018293	0.017163
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0.036215	0.047046	0.036389	0.047348	0.036219	0.040626	0.035975	0.039438	0.043412	0.039852	0.038658	0.035863
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium	0.022217	0.032315	0.022224	0.024380	0.025028	0.027062	0.020913	0.029257	0.025435	0.025767	0.023638	0.022872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Pygmaiobacter	0.022699	0.030223	0.022081	0.026978	0.023573	0.026446	0.022094	0.024790	0.026082	0.026402	0.022781	0.020811
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter	0.013282	0.017369	0.012143	0.017252	0.012887	0.014045	0.013848	0.014049	0.014342	0.013077	0.012593	0.011567
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39|g__RF39	0.020150	0.027809	0.019497	0.023499	0.021323	0.023500	0.019959	0.023552	0.021960	0.021649	0.020147	0.018389
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella	0.014822	0.018025	0.013118	0.018048	0.014305	0.015861	0.015176	0.014929	0.015536	0.015565	0.013154	0.012501
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenella	0.022514	0.029074	0.020593	0.025724	0.023072	0.024885	0.023292	0.025867	0.023529	0.023136	0.021377	0.020675
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_RC9_gut_group	0.025106	0.035952	0.026158	0.031923	0.027444	0.030286	0.026196	0.034374	0.029579	0.029555	0.029194	0.026627
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Robinsoniella	0.036651	0.045868	0.034199	0.043401	0.035235	0.039760	0.037398	0.034659	0.037793	0.037204	0.034263	0.030118
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Romboutsia	0.020050	0.029227	0.021029	0.025288	0.022128	0.024136	0.021540	0.026034	0.023885	0.023577	0.022710	0.021705
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia	0.052342	0.069713	0.052428	0.061357	0.056149	0.060033	0.052297	0.063593	0.060002	0.056426	0.054973	0.054464
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	0.022373	0.031281	0.023526	0.028169	0.023717	0.025969	0.022926	0.032249	0.025521	0.026525	0.026049	0.024194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia|f__Hungateiclostridiaceae|g__Ruminiclostridium	0.026568	0.033842	0.024767	0.031099	0.028139	0.029453	0.027420	0.029066	0.029554	0.027806	0.025781	0.025808
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus	0.049466	0.062859	0.049213	0.058084	0.050190	0.054327	0.052889	0.051059	0.052547	0.049454	0.050678	0.044743
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__S5-A14a	0.019302	0.025330	0.017782	0.025145	0.019652	0.021796	0.019999	0.020958	0.022263	0.020357	0.019318	0.017786
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__Saccharimonadaceae	0.015821	0.022318	0.015430	0.019878	0.016711	0.018406	0.016088	0.019069	0.018329	0.017616	0.016070	0.015545
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadales|g__Saccharimonadales	0.016036	0.019663	0.013973	0.018435	0.015200	0.017034	0.015997	0.014663	0.016223	0.015363	0.013676	0.012447
