Principal Component 1	Principal Component 2
-0.8225411012270971	-0.14221598001512725
-0.8225411012270996	-0.14221598001512986
-0.8225411012270996	-0.14221598001512753
2.4706361918443447	16.492662337218512
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
88.84335642295515	-0.605761648493714
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8225411012270996	-0.14221598001512753
-0.8344714798185264	-0.2431428870607721
-0.8225411012270996	-0.14221598001512756
