Principal Component 1	Principal Component 2
-9.370523643280592	-0.7439173668645785
-7.573049087413175	-2.846690213296603
-3.4219252373305222	6.9016551108780035
-1.9342433079835957	8.063481638856139
-10.383969162674966	-1.8134643207861478
-7.6043220297023515	-1.5435705588705713
-9.571615518104403	-0.870759897479959
-2.086677911167811	13.999352591885087
5.743029420078039	-2.150377813565553
-4.075926384351248	3.42144579939805
-6.227436982680672	-1.6718819915204133
-1.1176986608467083	1.1325295497184236
1.409744236263337	6.3086201798948585
1.430741554520997	12.796430382404798
-0.25063825017216784	-0.8011054856479204
17.779689715168658	18.413682654627156
-9.818261282218202	-5.281993859864242
-7.728124563515493	1.5012859424679774
1.0192026580887608	10.44907107484611
-6.7931015155140315	3.350376218967674
-7.490690011148273	-8.107720398638243
-9.293595507955049	1.5756542196075516
-1.931982151340264	9.591931964337213
4.389737197833969	-4.226998438123061
17.158330544174976	-24.83987007163359
-5.964434629766984	6.982550798027699
-0.8544446350714702	-0.5221011787903463
-8.352148972343244	-0.09417493888064726
1.5256577670778815	6.534149328017037
-6.179738743289457	-1.8147554006973945
-2.4565147387703474	7.3936951398572095
-5.136008426516058	0.7516239329707641
-8.252583725446293	-7.320722650500275
-9.730295374402887	-5.473971963150239
7.9397422495724745	-7.705388994843591
-1.5353989418270784	0.9227448182937031
78.75886409990963	4.5137424538640465
-7.317130825362459	4.0469107950310335
-7.401571137198686	-1.4645162018721596
-7.496895280837398	-7.274734471861697
3.832756567127278	8.03387963472897
-10.488205006877033	-1.2053830580071379
-0.8912955036354951	7.954193291384075
-6.55579721898555	6.82388653797733
-6.797958922974929	-1.4064081011529093
-7.2366358923112095	0.15648038158631983
25.44914605953742	-11.882119705040408
14.041178556686548	28.216228748020534
27.74333024888425	3.0421072052542644
3.3269271814469747	9.058140939485899
-6.459336543400254	-7.637877553374498
-6.76120930534414	2.340577407943988
8.055025855114788	13.202351269986208
2.803810502324449	-5.989425910392994
-4.219834647843527	-11.159264868377054
-5.336198786152869	1.748298452508615
-2.8265211105298027	-25.053759904566697
-5.447046549088391	-1.0514784801094101
-9.206003746324068	-0.7321774398284668
-8.713315023606512	-0.7530567261577545
-6.777194051893863	0.047518257012415265
-4.0105412824913955	2.713581070745801
-8.231939843933615	0.0383528405358259
11.865823840496404	15.19669832806576
-7.983950966066203	-3.9316117298827162
-1.3110791032509288	-9.606221133614362
-5.816914672681042	7.338030462635721
3.83052154317827	-4.104479676139031
11.171393716943243	1.49187505516335
-8.853941064893498	-1.2657871148577007
-1.2273478789763508	3.070015744405631
-7.324099478423467	1.2251159962999727
7.238395086855356	13.142239989632822
5.795422642110467	5.780417907720782
-2.007579112669815	-1.9619135349028307
-7.448138485966592	2.7781724367620075
-9.274822764152105	-1.4671485993908093
-9.737306501771531	-5.463799322846645
-8.430952470664502	-6.4602425815177185
22.865258700296515	-7.339573961873285
40.35309955256513	-11.856480214088322
-9.227558624400222	-6.143760249180284
-10.180848240398594	-1.9823809241970827
-10.891490371611058	-2.912899340639083
1.0186027027581668	4.035907330571469
-6.046576955058647	-2.641060396582709
-0.8672705162407203	-2.2649883074242756
-10.11271406787499	-1.13762030585804
-8.684003502995624	-2.898823177679252
10.358362459332081	1.4085370548290514
0.845404893690006	8.371598819304927
3.595127608764778	5.386000906784065
-7.258073230082612	-2.864030638511681
-5.743424474541576	-1.8550173392370264
-8.447827594515617	-8.068654844896207
-10.398669625487868	-1.8087374711320208
4.539762833755797	-4.44917096419274
-8.21980724826137	-0.0063287552368093865
-5.090844760688868	1.8521420016520005
-5.332783410940883	-10.257284351780234
-6.175636407687301	1.165899326956947
50.17084138212918	-5.107715715215083
-10.450110949898596	-1.7861112319654642
-8.113384289568664	0.12208646100344316
-4.930740932454692	6.6473354438773455
9.003304099950965	6.549475345929674
-0.04337330523865051	-13.471777552890908
44.86186678372191	-5.3623479597780905
10.467311425297982	-0.849460798730794
3.659664572656027	-6.000853146376195
-3.6198255222487465	1.7741666542778594
-0.17348393757735148	7.819123326944457
22.68748228260056	-18.415419919426075
