clade_name	DRR062245_y	DRR062234_y	DRR062244_x	DRR062226_x	DRR062248_x	DRR062282_x	DRR062261_y	DRR062252_y	DRR062262_x	DRR062253_y	DRR062251_y	DRR062224_y	DRR062261_x	DRR062248_y	DRR062240_x	DRR062269_x	DRR062247_y	DRR062249_y	DRR062225_x	DRR062242_x	DRR062229_y	DRR062228_x	DRR062260_y	DRR062263_x	DRR062234_x	DRR062220_x	DRR062236_y
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Colidextribacter	0.003098	0.005105	0.001577	0.003291	0.001712	0.004639	0.002058	0.002828	0.009580	0.003687	0.001992	0.002142	0.002058	0.001712	0.002444	0.006681	0.001452	0.003142	0.001892	0.002130	0.002855	0.002512	0.003106	0.002190	0.005105	0.002200	0.002888
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.003823	0.012958	0.002896	0.008711	0.003042	0.006774	0.013425	0.018087	0.021323	0.034798	0.003738	0.015068	0.013425	0.003042	0.006923	0.006522	0.009027	0.039616	0.002080	0.022830	0.003188	0.002471	0.026019	0.004052	0.012958	0.006559	0.002821
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister	0.001767	0.002786	0.000974	0.006798	0.000921	0.004414	0.003939	0.004285	0.013260	0.006778	0.001244	0.003026	0.003939	0.000921	0.002378	0.002332	0.001791	0.007852	0.000869	0.006727	0.001190	0.001060	0.005376	0.001531	0.002786	0.001884	0.000869
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea	0.001876	0.003563	0.001272	0.004028	0.001940	0.005044	0.003574	0.003259	0.005997	0.005717	0.001573	0.004224	0.003574	0.001940	0.003413	0.002913	0.001253	0.004719	0.001302	0.006885	0.002438	0.001640	0.004552	0.001952	0.003563	0.004321	0.001680
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella	0.002257	0.003706	0.000557	0.005375	0.001198	0.003112	0.002801	0.004406	0.007789	0.005947	0.001428	0.003544	0.002801	0.001198	0.002567	0.002384	0.001710	0.006767	0.000845	0.006337	0.001224	0.001050	0.005399	0.001468	0.003706	0.001646	0.000844
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella	0.001684	0.002978	0.000468	0.004040	0.001003	0.002545	0.002166	0.002745	0.005637	0.006117	0.001203	0.002112	0.002166	0.001003	0.001726	0.002390	0.001703	0.005294	0.000775	0.003293	0.001169	0.000940	0.004187	0.001112	0.002978	0.001127	0.001000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.076802	0.064714	0.350170	0.086594	0.028559	0.357100	0.046654	0.023189	0.053442	0.025998	0.037224	0.016345	0.046654	0.028559	0.031985	0.299090	0.030021	0.017979	0.055506	0.053609	0.105780	0.067922	0.024272	0.034426	0.064714	0.032528	0.193959
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Epulopiscium	0.002293	0.002619	0.003330	0.009866	0.000946	0.012336	0.002285	0.001646	0.005748	0.003090	0.000951	0.001364	0.002285	0.000946	0.001370	0.007003	0.000856	0.002741	0.001165	0.007931	0.002563	0.001523	0.002307	0.001068	0.002619	0.001501	0.002186
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium	0.028249	0.027369	0.029443	0.082505	0.014525	0.087284	0.024059	0.020688	0.052821	0.031511	0.013936	0.024582	0.024059	0.014525	0.029988	0.024807	0.008976	0.024936	0.012365	0.070781	0.028379	0.015991	0.024210	0.018643	0.027369	0.035564	0.018664
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelotrichaceae_UCG-003	0.006684	0.016920	0.002329	0.011745	0.005236	0.010463	0.005719	0.011597	0.019859	0.015688	0.004662	0.007675	0.005719	0.005236	0.006461	0.007884	0.004901	0.014663	0.004043	0.017938	0.005595	0.004538	0.011098	0.005265	0.016920	0.009418	0.004345
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia-Shigella	0.006104	0.007088	0.006809	0.024829	0.003516	0.021417	0.004819	0.005377	0.011081	0.006495	0.003628	0.003622	0.004819	0.003516	0.004423	0.016153	0.004039	0.006424	0.006139	0.007285	0.008603	0.007425	0.005779	0.004701	0.007088	0.005753	0.006780
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium	0.050842	0.046536	0.012872	0.027204	0.034899	0.016900	0.214811	0.129067	0.143378	0.213901	0.083635	0.145350	0.214811	0.034899	0.094617	0.029962	0.107416	0.218497	0.017793	0.146915	0.026403	0.022627	0.192554	0.056228	0.046536	0.019337	0.018858
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0.004606	0.005906	0.001916	0.006082	0.002839	0.007216	0.009302	0.006966	0.013316	0.012156	0.003045	0.007197	0.009302	0.002839	0.005126	0.007369	0.003828	0.010819	0.003442	0.013989	0.003611	0.004361	0.008739	0.004390	0.005906	0.004587	0.003313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor	0.003117	0.006045	0.002555	0.012341	0.002419	0.005502	0.005795	0.006081	0.013595	0.009746	0.003352	0.003486	0.005795	0.002419	0.003078	0.007921	0.004015	0.010552	0.002313	0.005599	0.003824	0.002761	0.007947	0.003077	0.006045	0.002368	0.002744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Fournierella	0.001460	0.002901	0.001555	0.006309	0.001118	0.004190	0.003681	0.002411	0.006083	0.005035	0.001200	0.003033	0.003681	0.001118	0.002178	0.002790	0.001039	0.004414	0.000995	0.010581	0.001990	0.001252	0.003462	0.001382	0.002901	0.001965	0.001185
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter	0.036555	0.059789	0.018442	0.043914	0.026578	0.035909	0.210576	0.119706	0.129020	0.173176	0.037313	0.258807	0.210576	0.026578	0.135297	0.021602	0.039836	0.207652	0.009513	0.214836	0.022572	0.013153	0.201342	0.037964	0.059789	0.046786	0.012941
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella	0.003584	0.005978	0.001422	0.013508	0.001373	0.004675	0.000945	0.004275	0.005660	0.002844	0.001956	0.000910	0.000945	0.001373	0.001240	0.008939	0.002515	0.004165	0.003080	0.001902	0.002293	0.002995	0.002706	0.001426	0.005978	0.001120	0.002675
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.002215	0.002681	0.000750	0.007365	0.001502	0.003749	0.002830	0.002777	0.007807	0.006539	0.001548	0.002773	0.002830	0.001502	0.002477	0.002702	0.001146	0.004502	0.001241	0.004622	0.002203	0.001556	0.003911	0.001974	0.002681	0.003185	0.001673
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	0.009472	0.029001	0.019329	0.024657	0.012024	0.034962	0.026440	0.014963	0.040143	0.027564	0.006738	0.018163	0.026440	0.012024	0.018088	0.014787	0.004310	0.022105	0.007279	0.067213	0.015725	0.008751	0.019567	0.011710	0.029001	0.031188	0.013786
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella	0.001869	0.003386	0.000632	0.005305	0.001305	0.003139	0.002636	0.004628	0.006865	0.007891	0.001594	0.003541	0.002636	0.001305	0.002185	0.002219	0.001877	0.006972	0.001258	0.007604	0.001329	0.001421	0.005335	0.001578	0.003386	0.001672	0.001141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis	0.003914	0.008796	0.001524	0.008324	0.002505	0.006175	0.007424	0.008964	0.015999	0.019721	0.003389	0.007915	0.007424	0.002505	0.005631	0.006906	0.004802	0.017215	0.002527	0.009127	0.003407	0.003269	0.013543	0.003685	0.008796	0.003785	0.003190
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0.011813	0.022545	0.002908	0.015566	0.010339	0.013142	0.012819	0.018172	0.032375	0.025531	0.010593	0.015229	0.012819	0.010339	0.017194	0.009300	0.009653	0.024134	0.006002	0.032936	0.008833	0.007674	0.019810	0.010883	0.022545	0.013145	0.005901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira	0.004188	0.006189	0.001921	0.005070	0.003049	0.006410	0.007947	0.008694	0.012720	0.012472	0.004104	0.008519	0.007947	0.003049	0.006741	0.005948	0.004681	0.014298	0.002463	0.013018	0.003811	0.003145	0.011255	0.004605	0.006189	0.004866	0.003017
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_ND3007_group	0.004982	0.006769	0.002324	0.005373	0.002877	0.007986	0.006782	0.005731	0.016610	0.010841	0.003434	0.005778	0.006782	0.002877	0.005408	0.006454	0.003794	0.008960	0.003072	0.010858	0.003035	0.003859	0.007874	0.004197	0.006769	0.004627	0.004330
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0.004682	0.009639	0.002370	0.008506	0.004424	0.007305	0.004469	0.006628	0.010795	0.006033	0.005256	0.003630	0.004469	0.004424	0.003982	0.009522	0.003234	0.008569	0.004464	0.012320	0.008637	0.005430	0.006319	0.005624	0.009639	0.006117	0.005084
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.014851	0.037474	0.027025	0.022262	0.019001	0.041335	0.028457	0.018009	0.026403	0.026943	0.013279	0.019868	0.028457	0.019001	0.019112	0.033983	0.009018	0.020237	0.013610	0.031974	0.023522	0.016483	0.022415	0.016864	0.037474	0.035913	0.024324
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Negativibacillus	0.001699	0.003103	0.002231	0.006384	0.000964	0.005982	0.004357	0.002872	0.005012	0.003686	0.001373	0.002005	0.004357	0.000964	0.001913	0.004317	0.001260	0.004462	0.000909	0.006160	0.002158	0.001151	0.003562	0.001369	0.003103	0.001453	0.001417
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria	0.004523	0.005388	0.001094	0.011009	0.002430	0.005925	0.006258	0.008386	0.036939	0.017923	0.002034	0.008357	0.006258	0.002430	0.005116	0.004917	0.003037	0.014679	0.001962	0.008353	0.002075	0.002392	0.012797	0.002797	0.005388	0.004349	0.001779
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0.002912	0.003815	0.002842	0.007621	0.001730	0.007039	0.007467	0.003875	0.011774	0.008167	0.002207	0.003964	0.007467	0.001730	0.003261	0.006516	0.002694	0.006776	0.001854	0.010480	0.003469	0.002320	0.006683	0.002942	0.003815	0.002671	0.002859
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.031985	0.066246	0.008703	0.011866	0.030020	0.012168	0.031828	0.053373	0.075366	0.083952	0.050727	0.032284	0.031828	0.030020	0.029235	0.038021	0.045754	0.073776	0.018735	0.021472	0.019969	0.023588	0.066370	0.031058	0.066246	0.014807	0.024113
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.002557	0.006222	0.001162	0.004499	0.002242	0.004640	0.001389	0.002925	0.005665	0.003936	0.001867	0.001782	0.001389	0.002242	0.001939	0.005823	0.001563	0.003392	0.002444	0.004231	0.003212	0.003062	0.002778	0.002188	0.006222	0.003162	0.003209
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.002854	0.006104	0.002281	0.004103	0.002126	0.006078	0.008298	0.007239	0.013926	0.015534	0.002326	0.006357	0.008298	0.002126	0.004027	0.005248	0.002894	0.012531	0.001748	0.015682	0.002270	0.002154	0.009728	0.002634	0.006104	0.003012	0.002283
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia	0.011330	0.016808	0.004171	0.023349	0.008484	0.012092	0.012001	0.018831	0.025403	0.019502	0.010419	0.011378	0.012001	0.008484	0.011691	0.009874	0.008044	0.023470	0.006866	0.027394	0.010194	0.007518	0.016596	0.010184	0.016808	0.010407	0.007694
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	0.002293	0.004110	0.001303	0.006703	0.001340	0.006400	0.006027	0.005518	0.013122	0.013793	0.001379	0.006848	0.006027	0.001340	0.003360	0.003244	0.001933	0.010170	0.000846	0.009588	0.001327	0.001063	0.008308	0.001389	0.004110	0.002804	0.000946
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus	0.007198	0.012875	0.004009	0.008020	0.007513	0.010136	0.025199	0.017049	0.034389	0.046030	0.009013	0.020532	0.025199	0.007513	0.013738	0.007114	0.010969	0.032942	0.004230	0.048755	0.006220	0.005145	0.029074	0.008292	0.012875	0.008984	0.005740
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas	0.005095	0.010271	0.006187	0.021518	0.003531	0.027466	0.006690	0.004905	0.016551	0.010518	0.002315	0.006001	0.006690	0.003531	0.006803	0.008601	0.001952	0.008548	0.004271	0.019260	0.010168	0.005646	0.007635	0.005469	0.010271	0.019053	0.006457
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia	0.001574	0.002462	0.000751	0.004871	0.000857	0.003143	0.001823	0.002558	0.005374	0.003401	0.001016	0.001467	0.001823	0.000857	0.001434	0.002129	0.001079	0.004266	0.000839	0.004737	0.001344	0.001028	0.002802	0.001340	0.002462	0.001650	0.000897
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.169953	0.215345	0.230113	0.108553	0.225757	0.131589	0.222790	0.153333	0.185306	0.136756	0.281701	0.110450	0.222790	0.225757	0.156068	0.297373	0.209792	0.136439	0.242322	0.151992	0.253434	0.265063	0.144693	0.229215	0.215345	0.108050	0.170359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum	0.003929	0.003599	0.002809	0.020621	0.003346	0.011570	0.022642	0.008652	0.014597	0.021531	0.003264	0.014445	0.022642	0.003346	0.009098	0.002389	0.003406	0.016193	0.001375	0.101707	0.003021	0.001669	0.011855	0.003824	0.003599	0.006200	0.001474
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.004340	0.007397	0.002383	0.009640	0.002785	0.008004	0.007629	0.009969	0.011597	0.011802	0.004482	0.007484	0.007629	0.002785	0.005924	0.005967	0.004190	0.011623	0.001998	0.015583	0.003770	0.002537	0.009806	0.003604	0.007397	0.003419	0.002323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tyzzerella	0.005439	0.007116	0.003983	0.009616	0.002587	0.012190	0.013932	0.008811	0.015120	0.017432	0.003751	0.009438	0.013932	0.002587	0.007578	0.008708	0.003869	0.014165	0.002639	0.016373	0.005238	0.003313	0.013965	0.004273	0.007116	0.004629	0.003966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1819	0.002790	0.004820	0.001859	0.008540	0.001211	0.005566	0.003430	0.003079	0.008844	0.005069	0.001133	0.002874	0.003430	0.001211	0.002372	0.006034	0.001372	0.005322	0.001482	0.008448	0.002410	0.001965	0.004257	0.001662	0.004820	0.002329	0.002354
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella	0.014824	0.024757	0.008925	0.025381	0.010900	0.018107	0.008823	0.022912	0.030214	0.020677	0.013319	0.009560	0.008823	0.010900	0.008867	0.032515	0.018121	0.019881	0.016549	0.009731	0.010158	0.016682	0.018170	0.010860	0.024757	0.008501	0.015154
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__[Clostridium]_innocuum_group	0.018609	0.044124	0.010416	0.054291	0.012629	0.040503	0.009067	0.016871	0.052246	0.022022	0.011311	0.012882	0.009067	0.012629	0.016245	0.032568	0.006971	0.021623	0.011403	0.014424	0.025127	0.015025	0.018918	0.013461	0.044124	0.021002	0.011296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group	0.002430	0.003581	0.000662	0.005065	0.001312	0.003145	0.002770	0.003402	0.009534	0.006214	0.001638	0.003275	0.002770	0.001312	0.003090	0.002740	0.001477	0.006328	0.001279	0.005420	0.002071	0.001743	0.004895	0.002119	0.003581	0.002431	0.001188
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_eligens_group	0.006907	0.020198	0.001613	0.007620	0.004607	0.006751	0.009260	0.016037	0.030545	0.028936	0.005417	0.012149	0.009260	0.004607	0.008570	0.006979	0.006185	0.027983	0.003200	0.022533	0.004197	0.003888	0.019820	0.004733	0.020198	0.007175	0.004365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_hallii_group	0.003672	0.008566	0.001714	0.005548	0.002122	0.005076	0.007977	0.009765	0.016151	0.014768	0.003519	0.006803	0.007977	0.002122	0.005188	0.005320	0.006517	0.019773	0.001962	0.009968	0.002265	0.002412	0.013596	0.003243	0.008566	0.002472	0.001787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_ventriosum_group	0.002052	0.004699	0.001252	0.003537	0.001523	0.003856	0.006481	0.005710	0.010882	0.013672	0.002145	0.005945	0.006481	0.001523	0.004317	0.003375	0.003065	0.012498	0.001332	0.010312	0.002423	0.001776	0.010733	0.002250	0.004699	0.002612	0.001992
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gnavus_group	0.018489	0.029684	0.020079	0.076600	0.009803	0.063108	0.009260	0.017159	0.033280	0.020937	0.010065	0.011345	0.009260	0.009803	0.011700	0.045170	0.011042	0.020890	0.020210	0.019025	0.021151	0.022869	0.016798	0.011755	0.029684	0.023870	0.021764
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group	0.005442	0.006842	0.003628	0.005886	0.003512	0.010995	0.015349	0.009911	0.022577	0.015625	0.004914	0.014132	0.015349	0.003512	0.013015	0.004625	0.004683	0.014502	0.001897	0.026138	0.004106	0.002665	0.014070	0.005173	0.006842	0.006617	0.002780
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__uncultured	0.011848	0.018406	0.005776	0.046170	0.007287	0.032469	0.003676	0.008980	0.028618	0.009015	0.005843	0.005086	0.003676	0.007287	0.009098	0.017997	0.005455	0.011588	0.008807	0.005035	0.011593	0.010821	0.008907	0.010414	0.018406	0.018600	0.007915
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Absiella_argi	0.005947	0.006208	0.001515	0.005943	0.004893	0.005332	0.004139	0.006592	0.016574	0.008462	0.005318	0.004331	0.004139	0.004893	0.005300	0.007231	0.004231	0.007304	0.005751	0.004757	0.005167	0.007263	0.006773	0.008064	0.006208	0.006486	0.004005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.013985	0.018924	0.003572	0.013499	0.010795	0.010948	0.014292	0.018693	0.033136	0.026805	0.011294	0.019345	0.014292	0.010795	0.020477	0.011434	0.008511	0.021812	0.005380	0.017107	0.009999	0.007544	0.021480	0.011828	0.018924	0.014556	0.007564
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.002049	0.004282	0.001192	0.002392	0.001675	0.003167	0.003863	0.005756	0.007802	0.013750	0.002474	0.004203	0.003863	0.001675	0.002562	0.005652	0.003907	0.010466	0.002810	0.007293	0.002085	0.003337	0.007488	0.002358	0.004282	0.001786	0.003139
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0.010916	0.019690	0.001171	0.013751	0.004378	0.004490	0.007356	0.018772	0.021260	0.023891	0.007220	0.008411	0.007356	0.004378	0.007345	0.008250	0.009905	0.023907	0.003455	0.009906	0.003900	0.003930	0.018374	0.004974	0.019690	0.002680	0.002843
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.142956	0.111366	0.034410	0.062409	0.087305	0.046160	0.047328	0.105684	0.132591	0.088030	0.109091	0.047326	0.047328	0.087305	0.056421	0.204925	0.216161	0.075963	0.281933	0.025457	0.079055	0.266623	0.083647	0.156729	0.111366	0.065075	0.226300
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.001339	0.003796	0.001404	0.004234	0.001364	0.003134	0.004177	0.003712	0.004389	0.004989	0.001636	0.003596	0.004177	0.001364	0.002596	0.003525	0.001819	0.004698	0.001254	0.006270	0.002037	0.001577	0.004235	0.001630	0.003796	0.001612	0.001165
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0.005233	0.007596	0.000676	0.008164	0.002584	0.003630	0.002283	0.006296	0.009604	0.009812	0.004043	0.002500	0.002283	0.002584	0.002656	0.005410	0.004640	0.008678	0.002955	0.003434	0.002775	0.003202	0.006228	0.002926	0.007596	0.002463	0.002763
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0.001869	0.003523	0.000721	0.004005	0.001319	0.003322	0.001892	0.002225	0.006210	0.004422	0.001295	0.001689	0.001892	0.001319	0.001844	0.002988	0.001058	0.003019	0.000776	0.002513	0.001233	0.001012	0.002436	0.001270	0.003523	0.001631	0.001211
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.007753	0.015043	0.007630	0.012435	0.002548	0.018499	0.004821	0.008049	0.013359	0.008776	0.003162	0.003849	0.004821	0.002548	0.004122	0.022249	0.004197	0.008141	0.005287	0.007206	0.004822	0.006127	0.006990	0.003194	0.015043	0.003494	0.010335
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.006888	0.010626	0.001745	0.006681	0.004883	0.006803	0.009879	0.011892	0.019570	0.016187	0.006315	0.010005	0.009879	0.004883	0.010295	0.007272	0.005647	0.014708	0.003052	0.012877	0.005841	0.004264	0.015402	0.007033	0.010626	0.005682	0.004679
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.003737	0.007226	0.001402	0.008450	0.003218	0.005178	0.001618	0.005043	0.008431	0.006886	0.002675	0.002305	0.001618	0.003218	0.002283	0.006707	0.003305	0.006708	0.004164	0.003682	0.002985	0.004076	0.004426	0.002573	0.007226	0.003687	0.004545
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.009218	0.033441	0.006780	0.003789	0.008801	0.006516	0.044135	0.034066	0.047398	0.076696	0.014433	0.029813	0.044135	0.008801	0.016477	0.018254	0.028237	0.052073	0.009183	0.033307	0.007810	0.012403	0.051363	0.014248	0.033441	0.007552	0.011837
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.027715	0.041174	0.017588	0.017690	0.021870	0.022785	0.046087	0.054008	0.055115	0.065403	0.035469	0.038314	0.046087	0.021870	0.031181	0.039570	0.049161	0.062389	0.014296	0.029056	0.013505	0.016010	0.059100	0.019960	0.041174	0.011413	0.012827
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.002099	0.003500	0.004583	0.006510	0.001302	0.008625	0.007111	0.003385	0.006586	0.005541	0.002124	0.004150	0.007111	0.001302	0.003532	0.007565	0.002497	0.005169	0.001626	0.008985	0.003695	0.002157	0.005720	0.002204	0.003500	0.001832	0.002576
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.007901	0.013306	0.004479	0.008154	0.004006	0.008321	0.026114	0.017245	0.023021	0.024929	0.007952	0.014604	0.026114	0.004006	0.009944	0.011637	0.009848	0.031861	0.002681	0.029547	0.005321	0.003493	0.025253	0.006836	0.013306	0.004568	0.003798
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.004099	0.005705	0.004189	0.016062	0.005148	0.014293	0.002652	0.003450	0.007122	0.003067	0.003078	0.002873	0.002652	0.005148	0.003930	0.009147	0.001716	0.002975	0.004059	0.004735	0.007019	0.005229	0.003030	0.004417	0.005705	0.010080	0.005790
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0.005872	0.005464	0.010037	0.034188	0.003228	0.042893	0.003673	0.002944	0.009715	0.003509	0.002046	0.002968	0.003673	0.003228	0.004381	0.012586	0.000944	0.002573	0.002770	0.007647	0.007113	0.003648	0.002590	0.003182	0.005464	0.007349	0.005078
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_kashiwanohense	0.002092	0.005666	0.001197	0.003238	0.002078	0.004180	0.002291	0.003781	0.013961	0.006934	0.002060	0.002809	0.002291	0.002078	0.002521	0.004380	0.001475	0.005470	0.001336	0.003028	0.002167	0.001845	0.004335	0.002354	0.005666	0.003997	0.002039
