loss,"[0.13380104731998327, 0.081935459246606, 0.07863025391175422, 0.0783730129768819, 0.07791935450132982, 0.07819472715074634, 0.07765824266789872, 0.07785799979795645, 0.07777345215464816, 0.07758484639135407, 0.07698880319977984, 0.0764264311319516, 0.07631656233175302, 0.07618451670364097, 0.07611107991801368, 0.07597703008372107, 0.07580897758404413, 0.07576278271498503, 0.07565849813414209, 0.07548496441708671, 0.0756305652268139, 0.07515936170095279, 0.07530097282595105, 0.07531152450376087, 0.07499748779299818, 0.07529483700608029, 0.07505334310325576, 0.07503718597653472, 0.07490464700960818, 0.07497155910104882, 0.07474099533793367, 0.07469691727080463, 0.07474077697153444, 0.0745107142093741, 0.0744822660530055, 0.0744430626616066, 0.07452214775997916, 0.07424233419659697, 0.0742815465286926, 0.07422712533562272, 0.07420120437939962, 0.07417956480273494, 0.07394536685796431, 0.07416564798281516, 0.07377524282093402, 0.07396667603357339, 0.07380535935546145, 0.07376454601317277, 0.07372008302697429, 0.07373679118391908, 0.07358268622630908, 0.07380152734709375, 0.07356435483620491, 0.07369285707856402, 0.07347066236866845, 0.07352260205848718, 0.07341010734254931, 0.07349566901907509, 0.073201939114082, 0.07333809634049733, 0.07323310327382736, 0.0731270248323311, 0.07330920839751208, 0.0730219785997897, 0.0731380847869096, 0.07319643526901433, 0.07284926233100303, 0.07294502994160593, 0.07281793580379015, 0.07299826489186581, 0.0728359310163392, 0.0729173003339473, 0.07280575868524151, 0.07287205247967332, 0.07287051031986873, 0.07275472086520843, 0.07273603181044261, 0.07267131715277095, 0.0724538454303035, 0.07275814419543301, 0.07257083306709926, 0.07254975079386322, 0.07254989327471933, 0.07247707474010961, 0.0729346051260277, 0.07236147013343411, 0.0723913296505257, 0.07264067545349215, 0.07235363355757278, 0.07245845114007408, 0.07218843757370372, 0.07246417714121901, 0.07225750927571897, 0.07224805476488891, 0.07228010872631897, 0.07228762371304595, 0.07216734148469972, 0.07231740605683974, 0.07216120645587827, 0.07216716986379505]"
val_loss,"[0.08448571446869109, 0.07604384505086476, 0.0755237016412947, 0.0744597542617056, 0.07518617262442907, 0.07474153472317589, 0.07456874681843652, 0.07506076047817865, 0.07681112123860254, 0.07314491950803333, 0.07228037135468589, 0.07184184276395374, 0.07293800728188621, 0.07213738196425967, 0.07166681289672852, 0.07240437153312895, 0.07216811097330517, 0.0715511389904552, 0.07145538777112961, 0.07150701416863335, 0.07093164225419363, 0.07122447457578447, 0.07119909094439612, 0.07117932107713487, 0.07072711255815294, 0.07092508342530993, 0.07164888340565893, 0.07085160778628455, 0.0707237591346105, 0.07092565248409907, 0.07149592166145642, 0.07087955209943983, 0.07090068790647719, 0.07089410076538721, 0.07036597778399785, 0.07035462723837958, 0.07035442656940884, 0.07074263393878936, 0.07034080227216084, 0.07031128224399355, 0.0699526180823644, 0.07054894351296954, 0.07003002613782883, 0.07026847849289576, 0.07018049408992132, 0.07087539318535063, 0.07000686758094364, 0.07010840045081244, 0.07012552950117323, 0.06964976986249288, 0.06988302436139848, 0.06948681573073069, 0.06936689797374937, 0.06934410101837582, 0.06960323138369454, 0.06969310575061374, 0.06923168814844555, 0.06939991762240728, 0.0693961191508505, 0.06909940242767335, 0.06899554795689053, 0.06949319872591231, 0.06909273184008069, 0.06890964756409328, 0.06893820547395282, 0.06894128446777661, 0.06878628846671846, 0.06878491052322917, 0.06897283113665051, 0.06868033889267179, 0.06853252367840873, 0.06893185112211439, 0.0684713645113839, 0.06833705107371012, 0.06854871362447738, 0.06850226455264621, 0.06907295982042948, 0.0685884243912167, 0.06891517953740225, 0.0686061723364724, 0.06851004560788472, 0.06823566249675221, 0.0683514126473003, 0.06877655188242594, 0.06837471425533295, 0.0680876127547688, 0.06849452257156372, 0.06798648618989521, 0.06808042426904043, 0.06829207291205724, 0.06786820160018073, 0.06839327100250456, 0.06864644719494714, 0.06827014883359274, 0.06836355659696791, 0.06791270292467541, 0.06807127114799287, 0.06839453975359598, 0.06823266860511568, 0.06787563777632183]"
lr,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001]"
