clade_name	ERR1398151	ERR1398080	ERR1398101	ERR1398181	ERR1398239	ERR1398202	ERR1398231	ERR1398192	ERR1398142	ERR1398086	ERR1398075	ERR1398073	ERR1398193	ERR1398229	ERR1398238	ERR1398249	ERR1398191	ERR1398128	ERR1398112	ERR1398209	ERR1398124	ERR1398241	ERR1398204	ERR1398157	ERR1398131	ERR1398123	ERR1398178	ERR1398234	ERR1398243	ERR1398113	ERR1398090	ERR1398223	ERR1398134	ERR1398105	ERR1398072	ERR1398148	ERR1398246	ERR1398174	ERR1398228	ERR1398094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0.047805	0.007452	0.010449	0.004089	0.016219	0.006132	0.029043	0.049777	0.015008	0.049495	0.02047	0.00446	0.005016	0.004442	0.005637	0.004594	0.004275	0.007882	0.004948	0.02951	0.005868	0.006069	0.00479	0.014379	0.0048	0.007021	0.051683	0.005153	0.004465	0.00764	0.004697	0.011752	0.019131	0.021274	0.018279	0.013633	0.015052	0.007107	0.036787	0.004462
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	0.043523	0.007071	0.010082	0.003979	0.015366	0.005857	0.027424	0.047767	0.013626	0.0446	0.019341	0.004149	0.004839	0.004303	0.005288	0.004479	0.004165	0.007521	0.004633	0.024753	0.005569	0.005755	0.004481	0.013925	0.004637	0.006709	0.047418	0.004943	0.004346	0.007299	0.00456	0.011415	0.016898	0.020352	0.017113	0.012659	0.014511	0.006798	0.035244	0.004151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241	0.002291	0.000442	0.000633	0.000252	0.00108	0.000419	0.001975	0.003057	0.001164	0.002966	0.001421	0.000228	0.000326	0.00028	0.000308	0.000297	0.000268	0.000476	0.000262	0.002067	0.000327	0.000341	0.000251	0.000936	0.000309	0.00041	0.003238	0.000337	0.000286	0.000458	0.000304	0.000753	0.001444	0.001403	0.001459	0.001052	0.000976	0.000411	0.002632	0.000228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	2e-05	1.3e-05	1.8e-05	1.4e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.3e-05	1.6e-05	1.2e-05	1e-05	1e-05	2.3e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	1.9e-05	3.1e-05	3.8e-05	1e-05	5.3e-05	1e-05	6.3e-05	3.6e-05	2.6e-05	4.3e-05	6.2e-05	1.8e-05	1e-05	1e-05	2.3e-05	1e-05	1e-05	3.3e-05	2.1e-05	3.8e-05	2.5e-05	2.5e-05	2e-05	4.9e-05	1e-05	2.9e-05	4.7e-05	1e-05	1e-05	3.2e-05	1e-05	4.5e-05	3.1e-05	5.8e-05	3.1e-05	2.5e-05	5.1e-05	2.9e-05	7.2e-05	1.8e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter	1.9e-05	2e-05	2.7e-05	1e-05	3.8e-05	1e-05	5.4e-05	3.4e-05	2.1e-05	4e-05	4.7e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1e-05	2.1e-05	1.2e-05	3.4e-05	1.5e-05	1.5e-05	1.1e-05	3.5e-05	1e-05	1.9e-05	4.4e-05	1e-05	1e-05	2e-05	1e-05	3.1e-05	2.6e-05	4.5e-05	2.5e-05	2e-05	3.7e-05	1.9e-05	6.4e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	2.1e-05	2.3e-05	2.9e-05	1e-05	4.2e-05	1e-05	5.3e-05	3.8e-05	2.5e-05	4.2e-05	4.9e-05	1.3e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	2.5e-05	1.5e-05	3.7e-05	1.9e-05	1.9e-05	1.4e-05	3.8e-05	1e-05	2.2e-05	4.6e-05	1e-05	1e-05	2.4e-05	1e-05	3.5e-05	3e-05	4.6e-05	2.9e-05	2.3e-05	3.9e-05	2.2e-05	6.4e-05	1.3e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.7e-05	1.3e-05	1.6e-05	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.1e-05	1.6e-05	1.3e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.7e-05	1.3e-05	1.6e-05	1.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.2e-05	1.6e-05	1.3e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.210642	0.113062	0.147143	0.031735	0.204721	0.043189	0.280693	0.243986	0.089501	0.298808	0.231669	0.074434	0.036907	0.033771	0.090691	0.034614	0.032819	0.118407	0.080827	0.161435	0.092347	0.095934	0.078688	0.187855	0.035776	0.107656	0.287167	0.037688	0.033844	0.114492	0.035252	0.158291	0.111885	0.248719	0.107116	0.082073	0.194131	0.108781	0.294702	0.074418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	0.002703	0.006606	0.00745	0.000904	0.009774	0.001399	0.010005	0.004601	0.002772	0.006257	0.010376	0.004579	0.001115	0.000989	0.005423	0.001036	0.000954	0.006878	0.004956	0.003951	0.005561	0.00569	0.004822	0.008988	0.001081	0.006299	0.006055	0.001149	0.001001	0.006675	0.00106	0.008216	0.003224	0.010104	0.00311	0.002578	0.009164	0.00624	0.009668	0.004586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.002773	0.006676	0.007486	0.000898	0.009335	0.001397	0.009277	0.004419	0.002569	0.00612	0.010055	0.004754	0.001109	0.000987	0.005588	0.001027	0.00095	0.006954	0.005156	0.003768	0.005753	0.005896	0.005014	0.008855	0.001074	0.006459	0.006252	0.00114	0.00099	0.006831	0.001047	0.008224	0.003201	0.009655	0.002968	0.002613	0.008907	0.006399	0.009801	0.004754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.8e-05	1.4e-05	1.8e-05	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.1e-05	1.8e-05	1.3e-05	1e-05	1e-05	2.1e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	2e-05	1.5e-05	1.8e-05	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.1e-05	1.8e-05	1.3e-05	1e-05	1e-05	2.2e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0.000193	6.6e-05	7.9e-05	0.000325	0.000118	0.000467	0.000186	0.000279	0.000664	0.000226	0.000144	4.1e-05	0.000392	0.00035	5e-05	0.00037	0.000343	7e-05	4.6e-05	0.000568	5.4e-05	5.4e-05	4.4e-05	0.000102	0.000378	6.2e-05	0.000267	0.0004	0.00036	6.8e-05	0.000377	9.1e-05	0.000621	0.000127	0.000686	0.000642	0.000104	6.2e-05	0.000247	4.1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	8.1e-05	9.1e-05	0.000123	1.2e-05	0.000187	2.4e-05	0.000247	0.000149	6.8e-05	0.000191	0.000226	4.7e-05	1.7e-05	1.4e-05	6.4e-05	1.5e-05	1.3e-05	9.8e-05	5.5e-05	0.000129	6.9e-05	7e-05	5.2e-05	0.000167	1.6e-05	8.5e-05	0.000198	1.7e-05	1.4e-05	9.3e-05	1.5e-05	0.000144	9e-05	0.00022	8.2e-05	6.3e-05	0.000175	8.5e-05	0.000282	4.7e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528	7.9e-05	1e-05	1e-05	0.000296	1e-05	0.000406	2.4e-05	0.000102	0.000491	5.2e-05	1.4e-05	1e-05	0.00035	0.000317	1e-05	0.000333	0.000308	1e-05	1e-05	0.000302	1e-05	1e-05	1e-05	1e-05	0.000338	1e-05	7.2e-05	0.000354	0.000323	1e-05	0.000338	1e-05	0.000396	1e-05	0.000497	0.000494	1e-05	1e-05	4.3e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.187426	0.077402	0.107088	0.027854	0.151534	0.038763	0.218374	0.221871	0.081063	0.249791	0.176677	0.048042	0.032758	0.02984	0.060341	0.030656	0.028938	0.081542	0.052872	0.147678	0.061608	0.064182	0.051218	0.13812	0.03159	0.073399	0.251711	0.033617	0.029879	0.078714	0.03102	0.115008	0.101942	0.186861	0.096055	0.073792	0.142652	0.07444	0.245552	0.048079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.195879	0.077332	0.106754	0.028219	0.152922	0.038902	0.219206	0.213689	0.083564	0.256345	0.17571	0.047955	0.03301	0.03015	0.06048	0.030942	0.029217	0.081823	0.053004	0.149766	0.061772	0.064436	0.051322	0.138009	0.031881	0.073749	0.24989	0.033736	0.030155	0.078964	0.031426	0.114621	0.10249	0.186612	0.097773	0.076423	0.142231	0.074729	0.241148	0.047964
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	0.004319	0.020224	0.024166	0.000815	0.027474	0.001336	0.025652	0.00731	0.002944	0.012617	0.027906	0.014833	0.001028	0.000905	0.017449	0.000943	0.000866	0.020875	0.01593	0.005514	0.017793	0.01803	0.015562	0.027	0.001007	0.019821	0.011537	0.001075	0.00091	0.020414	0.000972	0.025223	0.003949	0.029535	0.00342	0.002878	0.027683	0.020008	0.022784	0.014861
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	0.004227	0.020765	0.023929	0.000867	0.02764	0.001396	0.024618	0.007139	0.002848	0.012255	0.027664	0.015226	0.001084	0.000961	0.017894	0.001	0.000915	0.021312	0.016314	0.00511	0.018184	0.0184	0.015922	0.026655	0.001057	0.020085	0.011368	0.001127	0.000963	0.020698	0.001019	0.025165	0.003901	0.028861	0.003349	0.0029	0.027343	0.020235	0.02235	0.015265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger	0.000795	0.000535	0.000712	0.000153	0.001129	0.000266	0.001624	0.001251	0.00066	0.001488	0.001365	0.000295	0.000202	0.000172	0.000385	0.000183	0.000164	0.000578	0.000335	0.00109	0.00041	0.000426	0.000321	0.000999	0.000192	0.000498	0.001568	0.000209	0.000175	0.000555	0.000187	0.000842	0.000825	0.001331	0.000782	0.000621	0.001036	0.000498	0.001929	0.000295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	0.000807	0.000544	0.000752	0.000162	0.001134	0.000274	0.001645	0.001265	0.00063	0.001494	0.001361	0.000298	0.000209	0.000181	0.000394	0.000192	0.000174	0.000584	0.000338	0.001042	0.000421	0.000429	0.000325	0.001001	0.0002	0.000508	0.001573	0.000217	0.000184	0.000558	0.000196	0.000855	0.000793	0.00136	0.000742	0.000598	0.001046	0.000514	0.001887	0.000299
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia	1.7e-05	1.4e-05	1.9e-05	1e-05	3e-05	1e-05	4.1e-05	3.1e-05	2.1e-05	3.4e-05	3.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	3.1e-05	1.1e-05	1.1e-05	1e-05	2.6e-05	1e-05	1.3e-05	3.9e-05	1e-05	1e-05	1.5e-05	1e-05	2.3e-05	2.5e-05	3.4e-05	2.6e-05	2e-05	2.7e-05	1.3e-05	5.1e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora	1.8e-05	1e-05	1.3e-05	1e-05	2e-05	1e-05	3.1e-05	3.1e-05	1.8e-05	3.1e-05	2.6e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.7e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	3.5e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	2.1e-05	2.4e-05	2.3e-05	1.7e-05	1.9e-05	1e-05	4e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.8e-05	1.2e-05	1.7e-05	1.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.2e-05	1.5e-05	1.1e-05	1e-05	1e-05	2.1e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.8e-05	1.1e-05	1.7e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.4e-05	1.1e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.5e-05	1.2e-05	1.4e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.2e-05	1e-05	1e-05	1.9e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	0.000757	0.000701	0.00084	0.000262	0.001202	0.000424	0.001488	0.001199	0.000889	0.001331	0.001377	0.000436	0.000333	0.000289	0.000537	0.000307	0.000278	0.000746	0.000484	0.00123	0.000569	0.000587	0.000467	0.001087	0.000319	0.00066	0.001437	0.000344	0.000295	0.000724	0.000314	0.000976	0.001043	0.001302	0.001025	0.00085	0.001106	0.000654	0.001752	0.000436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	2.4e-05	1.4e-05	1.8e-05	1e-05	3.1e-05	1.1e-05	4.6e-05	4.2e-05	3e-05	4.4e-05	3.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	4.5e-05	1e-05	1.1e-05	1e-05	2.6e-05	1e-05	1.3e-05	4.9e-05	1e-05	1e-05	1.5e-05	1e-05	2.2e-05	3.6e-05	3.5e-05	3.6e-05	2.8e-05	2.7e-05	1.3e-05	6e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	0.000592	0.000637	0.000758	0.000247	0.001	0.000392	0.001218	0.000924	0.000772	0.000982	0.001157	0.000417	0.000309	0.000271	0.000503	0.000289	0.000262	0.000668	0.000458	0.001004	0.000534	0.000537	0.000444	0.000922	0.000299	0.000606	0.001093	0.000321	0.000278	0.000649	0.000293	0.000848	0.000888	0.001082	0.000887	0.000747	0.000946	0.000602	0.001384	0.000418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	4.8e-05	4.1e-05	6e-05	1e-05	9.1e-05	1.3e-05	0.000143	9.2e-05	4e-05	0.000114	0.000114	2e-05	1e-05	1e-05	2.8e-05	1e-05	1e-05	4.4e-05	2.4e-05	8.2e-05	3.1e-05	3.1e-05	2.2e-05	8.1e-05	1e-05	3.8e-05	0.000123	1e-05	1e-05	4.2e-05	1e-05	6.9e-05	5.6e-05	0.00011	4.9e-05	3.7e-05	8.5e-05	3.9e-05	0.00018	2e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	4.3e-05	1.9e-05	2.7e-05	1e-05	4.5e-05	1.7e-05	7.3e-05	7.3e-05	4.6e-05	7.4e-05	5.7e-05	1e-05	1.2e-05	1e-05	1.3e-05	1.1e-05	1e-05	2e-05	1e-05	7.1e-05	1.4e-05	1.4e-05	1e-05	3.8e-05	1.2e-05	1.7e-05	8.3e-05	1.3e-05	1.1e-05	1.9e-05	1.2e-05	3.2e-05	5.5e-05	5.4e-05	5.6e-05	4.4e-05	4e-05	1.8e-05	9.4e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.00113	0.007302	0.007959	0.000384	0.008655	0.000633	0.008072	0.002108	0.001298	0.003414	0.009003	0.005639	0.000486	0.000426	0.006342	0.000451	0.000412	0.007478	0.005984	0.002288	0.006607	0.006584	0.005863	0.008499	0.000478	0.007087	0.003352	0.000509	0.000433	0.007331	0.00046	0.008447	0.001776	0.008546	0.001442	0.001315	0.00864	0.007065	0.007823	0.005652
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.000138	0.002253	0.002617	4.3e-05	0.003038	8e-05	0.00241	0.000317	0.00019	0.000684	0.003029	0.00151	5.8e-05	4.9e-05	0.001838	5.2e-05	4.7e-05	0.002353	0.001663	0.000366	0.00191	0.001946	0.001609	0.002943	5.6e-05	0.002165	0.000626	6.1e-05	5e-05	0.002291	5.4e-05	0.002843	0.00027	0.002928	0.000215	0.00019	0.002972	0.002163	0.002142	0.001512
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0.000434	0.004349	0.004443	0.000227	0.004451	0.000368	0.003797	0.000837	0.000662	0.001411	0.004434	0.003708	0.000282	0.000251	0.003993	0.000262	0.000241	0.004427	0.003862	0.00108	0.004134	0.00411	0.003806	0.004446	0.00028	0.004264	0.001376	0.000294	0.000252	0.004377	0.000269	0.004619	0.000899	0.00408	0.000734	0.000707	0.004442	0.00425	0.003576	0.003711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.9e-05	1.4e-05	1.7e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1e-05	1.7e-05	1.3e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis	1.4e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	2.2e-05	1.9e-05	1.9e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.4e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	2.4e-05	1.8e-05	1e-05	1e-05	2.1e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	7e-05	0.000555	0.000594	3.1e-05	0.000668	5.8e-05	0.000541	0.000145	0.000121	0.000225	0.000665	0.0004	4.2e-05	3.6e-05	0.000472	3.8e-05	3.4e-05	0.000574	0.000434	0.000171	0.000489	0.00049	0.000422	0.000644	4e-05	0.000539	0.000224	4.4e-05	3.6e-05	0.000557	3.9e-05	0.00064	0.000149	0.000627	0.000134	0.000119	0.000652	0.000537	0.000521	0.000401
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.9e-05	1.3e-05	1.7e-05	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1.6e-05	1.2e-05	1e-05	1e-05	2.1e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330	0.000115	5.5e-05	7e-05	5.3e-05	0.00011	9.1e-05	0.000157	0.000184	0.000187	0.000173	0.000134	3.1e-05	6.9e-05	5.9e-05	4e-05	6.3e-05	5.7e-05	5.9e-05	3.5e-05	0.000224	4.3e-05	4.4e-05	3.4e-05	9.6e-05	6.6e-05	5.1e-05	0.000199	7.2e-05	6e-05	5.7e-05	6.4e-05	8.4e-05	0.000201	0.000125	0.000214	0.00018	9.9e-05	5.1e-05	0.000207	3.1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403	2e-05	1.2e-05	1.5e-05	1e-05	2.4e-05	1e-05	3.6e-05	3.5e-05	2.2e-05	3.6e-05	3.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1e-05	3.5e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1.1e-05	4e-05	1e-05	1e-05	1.2e-05	1e-05	1.8e-05	2.7e-05	2.8e-05	2.7e-05	2e-05	2.2e-05	1.1e-05	4.6e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488	0.00012	2e-05	3e-05	1.4e-05	5.5e-05	2.9e-05	0.000114	0.000181	9.2e-05	0.000167	7.9e-05	1e-05	2e-05	1.7e-05	1.3e-05	1.8e-05	1.6e-05	2.2e-05	1.1e-05	0.000178	1.5e-05	1.5e-05	1.1e-05	4.7e-05	1.9e-05	1.9e-05	0.000202	2.1e-05	1.7e-05	2.1e-05	1.9e-05	3.7e-05	0.000123	7.2e-05	0.000112	8.4e-05	4.9e-05	1.9e-05	0.000177	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_563	1.6e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	2.4e-05	2.7e-05	1.9e-05	2.6e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.7e-05	1e-05	1e-05	1e-05	1.2e-05	1e-05	1e-05	3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.2e-05	1.7e-05	2.3e-05	1.8e-05	1.3e-05	1e-05	3.2e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_579	0.00017	0.000209	0.000287	2.2e-05	0.000424	4.3e-05	0.000558	0.000294	0.000129	0.000405	0.000519	0.00011	3.1e-05	2.5e-05	0.000149	2.7e-05	2.4e-05	0.000221	0.000127	0.000249	0.000159	0.000162	0.000121	0.000388	2.9e-05	0.000196	0.000429	3.2e-05	2.6e-05	0.000214	2.8e-05	0.000335	0.000177	0.00051	0.000157	0.000123	0.000405	0.000197	0.000653	0.00011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_624	2.4e-05	1e-05	1.4e-05	1e-05	2.4e-05	1e-05	3.9e-05	4.1e-05	2.4e-05	4.2e-05	3.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	3.9e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	4.8e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	3e-05	2.9e-05	3e-05	2.2e-05	2.2e-05	1e-05	5.2e-05	1e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0.001849	0.002609	0.003432	0.000144	0.004978	0.000265	0.006168	0.002992	0.000753	0.004412	0.005771	0.001497	0.000193	0.000164	0.001945	0.000174	0.000156	0.002762	0.001687	0.001762	0.002027	0.002106	0.001621	0.004562	0.000185	0.002447	0.004451	0.000202	0.000165	0.002664	0.000178	0.00393	0.001149	0.00585	0.000933	0.00072	0.004734	0.002457	0.006586	0.001498
