clade_name	DRR062245_y	DRR062234_y	DRR062244_x	DRR062226_x	DRR062248_x	DRR062282_x	DRR062261_y	DRR062252_y	DRR062262_x	DRR062253_y	DRR062251_y	DRR062224_y	DRR062261_x	DRR062248_y	DRR062240_x	DRR062269_x	DRR062247_y	DRR062249_y	DRR062225_x	DRR062242_x	DRR062229_y	DRR062228_x	DRR062260_y	DRR062263_x	DRR062234_x	DRR062220_x	DRR062236_y
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1	0.004359	0.003067	0.0222	0.017856	0.001673	0.023889	0.003171	0.003833	0.003168	0.005023	0.00208	0.001869	0.003122	0.001565	0.001831	0.01263	0.007066	0.003278	0.005814	0.005202	0.002713	0.003384	0.002698	0.001871	0.003185	0.001416	0.012986
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Colidextribacter	0.00028	0.000216	0.001243	0.001094	0.000136	0.001296	0.000224	0.000254	0.000223	0.000314	0.000161	0.000149	0.000218	0.000129	0.000148	0.000672	0.000401	0.00023	0.000342	0.000317	0.000197	0.000234	0.000195	0.000149	0.000222	0.00012	0.000692
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.013387	0.012865	0.008248	0.000437	0.012094	0.006236	0.012818	0.013092	0.013046	0.013454	0.012354	0.012138	0.013035	0.011841	0.012119	0.012969	0.013515	0.012811	0.013441	0.013359	0.012798	0.013032	0.012851	0.012054	0.012749	0.011671	0.012765
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister	0.003861	0.003516	0.003068	0.000154	0.002889	0.002531	0.003531	0.003742	0.003718	0.00408	0.003136	0.003025	0.003549	0.002773	0.002998	0.004657	0.004391	0.003642	0.004029	0.004144	0.003396	0.003555	0.003384	0.003012	0.003534	0.002655	0.004575
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea	0.001409	0.00166	0.000135	1e-06	0.00201	7.4e-05	0.001697	0.00155	0.001808	0.001378	0.001912	0.001968	0.001677	0.002025	0.002003	0.000679	0.001165	0.001721	0.001161	0.001286	0.00171	0.00152	0.001721	0.001921	0.001675	0.002026	0.000604
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella	0.001867	0.001752	0.000952	4.3e-05	0.001581	0.000682	0.001733	0.001831	0.001785	0.001892	0.001664	0.001607	0.00178	0.001549	0.001576	0.001904	0.002044	0.001752	0.001973	0.001852	0.001719	0.001759	0.001747	0.001599	0.001776	0.001497	0.001801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella	0.000771	0.000679	0.000719	5.2e-05	0.000533	0.000565	0.000701	0.000748	0.00071	0.000805	0.000584	0.000564	0.000688	0.000514	0.000559	0.000968	0.000901	0.000716	0.000825	0.000798	0.000641	0.000691	0.000648	0.000556	0.000702	0.000483	0.000923
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.023698	0.017138	0.19295	0.213677	0.010131	0.2171	0.017691	0.02141	0.017452	0.028075	0.012316	0.01102	0.017537	0.009646	0.010974	0.076236	0.038392	0.01818	0.033433	0.027885	0.015384	0.019001	0.015283	0.011138	0.017895	0.008918	0.083365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Epulopiscium	0.000532	0.000352	0.004306	0.00423	0.00018	0.004729	0.000354	0.000453	0.000349	0.000623	0.000227	0.000196	0.000359	0.000167	0.00019	0.002083	0.000952	0.000366	0.000782	0.000619	0.000304	0.000406	0.000309	0.000198	0.000365	0.000149	0.002179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium	0.0183	0.01656	0.029823	0.005014	0.01406	0.025974	0.016356	0.017269	0.016049	0.018332	0.014747	0.014304	0.016413	0.013706	0.014099	0.025365	0.020206	0.016202	0.019897	0.018622	0.016099	0.017215	0.01612	0.014451	0.016395	0.013447	0.026533
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelotrichaceae_UCG-003	0.007007	0.008174	0.000348	1e-06	0.010051	0.000152	0.008141	0.007387	0.00849	0.006564	0.009395	0.009735	0.008272	0.010102	0.009779	0.002653	0.005381	0.008141	0.005728	0.006465	0.008643	0.007761	0.008673	0.009578	0.008043	0.010293	0.002306
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia-Shigella	0.004479	0.003329	0.020049	0.006003	0.002059	0.019334	0.003364	0.003959	0.003298	0.004943	0.002437	0.002253	0.003357	0.00197	0.002198	0.012689	0.006959	0.003391	0.006148	0.00525	0.00306	0.003737	0.00304	0.002273	0.003436	0.001836	0.014063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium	0.077867	0.077769	0.026481	0.001687	0.075093	0.019357	0.077637	0.077609	0.078715	0.078307	0.076175	0.076152	0.076915	0.073741	0.075778	0.059195	0.075779	0.077852	0.0766	0.078511	0.077155	0.077587	0.077547	0.075985	0.077467	0.072946	0.057369
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0.002385	0.002605	0.000399	2e-06	0.002847	0.000224	0.002595	0.002477	0.002705	0.002307	0.002792	0.002847	0.002634	0.002851	0.002821	0.001382	0.002163	0.002608	0.002148	0.002366	0.002695	0.002545	0.00268	0.002828	0.002618	0.002859	0.00133
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Flavonifractor	0.003562	0.002877	0.008826	0.002632	0.002084	0.008292	0.0029	0.00328	0.002972	0.003809	0.002352	0.002219	0.002906	0.001994	0.002172	0.006643	0.004763	0.003022	0.00424	0.00384	0.002677	0.002998	0.002744	0.002192	0.002971	0.001868	0.006715
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Fournierella	0.001418	0.00136	0.00034	3e-06	0.001237	0.000183	0.001369	0.001384	0.001392	0.001402	0.001286	0.001279	0.001368	0.00121	0.00126	0.001093	0.001419	0.001369	0.001381	0.001427	0.001342	0.00137	0.001358	0.001264	0.001375	0.001175	0.001012
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter	0.049476	0.057192	0.006811	6.1e-05	0.067172	0.003999	0.058524	0.052809	0.060319	0.048223	0.063741	0.066865	0.057266	0.067635	0.067844	0.025737	0.042496	0.057791	0.042797	0.04821	0.059857	0.054097	0.058726	0.066109	0.05708	0.068746	0.023896
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella	0.000868	0.000549	0.010259	0.013773	0.000273	0.01231	0.000558	0.000722	0.000553	0.001033	0.000351	0.000307	0.000558	0.000254	0.000296	0.004009	0.001694	0.000583	0.001378	0.001092	0.00048	0.00064	0.00048	0.000313	0.000579	0.000228	0.004364
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.001346	0.001473	0.000293	3e-06	0.001665	0.000179	0.001476	0.001395	0.00153	0.001306	0.001617	0.001654	0.001484	0.001695	0.001664	0.000909	0.001217	0.001501	0.001211	0.00129	0.001519	0.001399	0.001532	0.001616	0.001481	0.001704	0.000834
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	0.040347	0.0371	0.022969	0.003158	0.031642	0.017544	0.037808	0.039352	0.037726	0.04178	0.033443	0.032897	0.03695	0.030968	0.032751	0.043434	0.045949	0.03819	0.043334	0.042345	0.035956	0.037759	0.035856	0.032695	0.03765	0.029914	0.041151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella	0.001325	0.001227	0.000924	0.000102	0.001047	0.000791	0.001221	0.001283	0.001272	0.001386	0.001122	0.001081	0.001244	0.001016	0.001063	0.001561	0.001487	0.001249	0.001383	0.001353	0.001195	0.001236	0.001212	0.001071	0.001245	0.00098	0.001495
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis	0.002619	0.002662	0.000738	1.1e-05	0.002605	0.000449	0.002634	0.002623	0.002716	0.002553	0.002652	0.002668	0.002649	0.002628	0.002643	0.002101	0.002585	0.002722	0.002518	0.002653	0.002669	0.002611	0.002675	0.002625	0.002664	0.002611	0.001983
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0.006501	0.00641	0.001697	1.8e-05	0.005833	0.000982	0.006384	0.006389	0.006431	0.006434	0.005978	0.005935	0.006366	0.005712	0.005922	0.005074	0.006273	0.006445	0.006344	0.006371	0.006229	0.006371	0.006341	0.005871	0.006331	0.005628	0.004847
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira	0.003046	0.002891	0.00195	7.8e-05	0.002598	0.001474	0.002898	0.002962	0.002992	0.003068	0.002729	0.002684	0.00291	0.002535	0.002651	0.002935	0.003111	0.00296	0.003033	0.00306	0.002859	0.002919	0.002892	0.002655	0.002933	0.002476	0.002906
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_ND3007_group	0.001519	0.001362	0.001601	0.000116	0.00118	0.001225	0.001361	0.001438	0.001372	0.001547	0.001237	0.001206	0.001381	0.001146	0.001195	0.001896	0.001697	0.001363	0.00165	0.001544	0.00133	0.001412	0.001338	0.001201	0.001367	0.001114	0.001907
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0.005862	0.006942	0.000503	6e-06	0.008745	0.000263	0.006952	0.006317	0.007202	0.005569	0.008206	0.008475	0.007012	0.008895	0.008473	0.002508	0.004423	0.006951	0.004628	0.005302	0.007316	0.006546	0.007376	0.008365	0.006961	0.009077	0.002285
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.023774	0.025	0.016386	0.003308	0.026263	0.013899	0.024778	0.024536	0.025095	0.02349	0.02597	0.025924	0.02524	0.026354	0.025851	0.022844	0.022924	0.024974	0.022902	0.022609	0.025055	0.024156	0.025583	0.025603	0.024956	0.026339	0.022478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Negativibacillus	0.000998	0.001004	0.00044	1.7e-05	0.001019	0.0003	0.001025	0.001012	0.001064	0.001011	0.001029	0.001031	0.001022	0.001016	0.001046	0.000823	0.000969	0.001055	0.00095	0.000978	0.00102	0.000994	0.001006	0.001015	0.001017	0.001009	0.000763
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria	0.003598	0.0034	0.000934	1.3e-05	0.002975	0.000594	0.003391	0.00355	0.003488	0.00363	0.003161	0.003073	0.003408	0.002915	0.003016	0.002762	0.003489	0.003489	0.003415	0.003539	0.00329	0.003421	0.003357	0.003054	0.003471	0.002827	0.00259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0.002567	0.002364	0.001679	0.000109	0.002078	0.001262	0.002357	0.00248	0.002429	0.002651	0.002216	0.00215	0.002433	0.00207	0.002116	0.002844	0.002949	0.002417	0.002762	0.002725	0.002346	0.002444	0.002355	0.002124	0.002426	0.002003	0.002769
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0.019306	0.016307	0.018629	0.001752	0.012554	0.013269	0.016208	0.017767	0.015924	0.01998	0.013544	0.012694	0.016519	0.011951	0.0125	0.02906	0.022973	0.016062	0.0227	0.019636	0.015397	0.017307	0.015752	0.012746	0.016274	0.011365	0.029414
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.001039	0.001124	0.000178	5e-06	0.001232	0.000115	0.001114	0.001092	0.001195	0.001017	0.001229	0.001232	0.001153	0.001242	0.001233	0.000536	0.000861	0.001153	0.000894	0.000964	0.001158	0.001087	0.001169	0.001205	0.001145	0.001237	0.000493
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.003844	0.003644	0.001541	4.8e-05	0.003399	0.001127	0.003627	0.003724	0.003795	0.003921	0.003508	0.003436	0.003765	0.003303	0.003415	0.003579	0.003965	0.003701	0.003765	0.003858	0.003619	0.003672	0.003652	0.003401	0.00362	0.003236	0.003363
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia	0.010846	0.010198	0.008778	0.000776	0.009025	0.006944	0.010254	0.010671	0.01053	0.011161	0.009607	0.009279	0.010458	0.008965	0.009304	0.011871	0.011605	0.010579	0.011033	0.010985	0.010114	0.010463	0.009953	0.00927	0.010371	0.008749	0.011524
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	0.006821	0.006905	0.00474	0.000918	0.0068	0.003881	0.006953	0.006892	0.006993	0.006757	0.006877	0.006911	0.006909	0.00688	0.006884	0.006504	0.00696	0.007003	0.006673	0.006834	0.006949	0.006837	0.006931	0.006817	0.007021	0.006784	0.006132
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus	0.016318	0.017068	0.003027	3.7e-05	0.01777	0.001648	0.017058	0.016648	0.017294	0.015683	0.017486	0.017704	0.017084	0.017616	0.017721	0.010072	0.014474	0.016981	0.015336	0.015577	0.017169	0.016576	0.01751	0.017345	0.016941	0.017473	0.009553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas	0.007107	0.007968	0.001182	4.2e-05	0.009182	0.000728	0.008135	0.007556	0.008377	0.006904	0.008759	0.009084	0.008002	0.009191	0.009168	0.003912	0.006102	0.008106	0.006075	0.006659	0.008155	0.007479	0.008233	0.00886	0.007999	0.009219	0.003403
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia	0.000867	0.000721	0.000409	9e-06	0.000557	0.000246	0.000721	0.000801	0.000751	0.000908	0.000619	0.000585	0.000736	0.000537	0.000573	0.001043	0.001023	0.000753	0.000942	0.000889	0.000691	0.000757	0.000699	0.000582	0.000749	0.00051	0.000997
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.098271	0.092157	0.13268	0.028283	0.081089	0.120086	0.091856	0.095006	0.091943	0.100509	0.084935	0.083511	0.090876	0.08049	0.083223	0.127043	0.108542	0.093625	0.104357	0.103557	0.089198	0.093236	0.08993	0.083111	0.092141	0.079554	0.129112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum	0.014992	0.015619	0.004067	7e-05	0.016217	0.002571	0.015876	0.015146	0.016041	0.014685	0.0161	0.016362	0.01556	0.01616	0.016389	0.011006	0.013372	0.015779	0.013298	0.014232	0.015763	0.015199	0.01584	0.016173	0.015679	0.016135	0.010271
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.00297	0.002727	0.00324	0.000878	0.002352	0.002892	0.002746	0.002891	0.002818	0.003065	0.002501	0.002428	0.002761	0.002297	0.002409	0.003553	0.003327	0.002817	0.003086	0.003	0.002649	0.002783	0.002669	0.002411	0.0028	0.002228	0.003541
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tyzzerella	0.004268	0.004082	0.002869	0.000102	0.003701	0.001966	0.004132	0.004193	0.004185	0.004319	0.003838	0.003812	0.004107	0.003661	0.003818	0.004615	0.004542	0.004203	0.004324	0.004292	0.003976	0.004059	0.004022	0.003754	0.004106	0.003569	0.004386
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1819	0.002487	0.002472	0.000716	2.2e-05	0.002372	0.000463	0.002465	0.002459	0.002463	0.002417	0.002385	0.002369	0.002448	0.002321	0.002365	0.001922	0.002306	0.00246	0.002361	0.002316	0.002416	0.002433	0.002461	0.002352	0.002418	0.002295	0.001768
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella	0.009593	0.007966	0.019534	0.009228	0.00566	0.019724	0.007974	0.008743	0.008099	0.010232	0.006407	0.006073	0.008052	0.005422	0.005981	0.015509	0.01199	0.008098	0.011023	0.010566	0.007562	0.008504	0.007513	0.006089	0.008028	0.005166	0.016205
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__[Clostridium]_innocuum_group	0.016295	0.017428	0.004176	0.000151	0.018422	0.002678	0.017421	0.01669	0.017563	0.016065	0.018012	0.018096	0.017364	0.018182	0.018034	0.011257	0.014794	0.016985	0.015295	0.015968	0.017527	0.016986	0.017724	0.018067	0.017139	0.018105	0.010777
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group	0.001709	0.001677	0.000369	2e-06	0.001589	0.00019	0.001684	0.001696	0.001709	0.001675	0.001617	0.0016	0.001707	0.001562	0.001592	0.0012	0.001651	0.001661	0.001642	0.001663	0.001673	0.001695	0.001681	0.001584	0.001687	0.00153	0.001162
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_eligens_group	0.005554	0.006076	0.001501	5.2e-05	0.00673	0.000978	0.006154	0.005723	0.006335	0.005361	0.006575	0.006709	0.006132	0.006726	0.006728	0.003549	0.004726	0.006154	0.004731	0.005202	0.006287	0.005888	0.006268	0.006583	0.006059	0.006764	0.003315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_hallii_group	0.003464	0.003056	0.001993	6.1e-05	0.002452	0.001333	0.003053	0.003323	0.003085	0.003667	0.002662	0.00251	0.003103	0.002372	0.002481	0.00413	0.003926	0.003067	0.003884	0.003542	0.002931	0.003195	0.002981	0.002493	0.003102	0.002271	0.004141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_ventriosum_group	0.003665	0.004308	0.000682	2e-05	0.005259	0.000444	0.004391	0.003964	0.004574	0.003536	0.004971	0.005239	0.004283	0.005364	0.005293	0.001914	0.00304	0.004392	0.00301	0.003527	0.004483	0.003999	0.004442	0.005128	0.004333	0.005465	0.001816
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gnavus_group	0.01982	0.020102	0.014718	0.003147	0.020113	0.012679	0.020515	0.020227	0.020762	0.020109	0.020081	0.020194	0.019957	0.019844	0.020336	0.020042	0.01973	0.020454	0.019207	0.019394	0.019845	0.019532	0.019978	0.020013	0.020215	0.019671	0.019438
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group	0.004832	0.005751	0.000632	1.1e-05	0.006995	0.000362	0.005705	0.00514	0.005857	0.004463	0.006595	0.006927	0.005678	0.007256	0.007024	0.002253	0.003787	0.005822	0.003911	0.0045	0.006021	0.005386	0.005934	0.006851	0.005652	0.007508	0.002063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__uncultured	0.009907	0.009711	0.004055	0.000135	0.008843	0.002791	0.009661	0.009922	0.010121	0.010127	0.009326	0.009184	0.009667	0.008748	0.009098	0.009217	0.010295	0.010126	0.00953	0.010151	0.009496	0.00951	0.009484	0.009165	0.009779	0.008588	0.0086
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Absiella_argi	0.001497	0.001579	0.00022	1e-06	0.001664	0.000109	0.001591	0.001536	0.00163	0.001459	0.001646	0.001662	0.001577	0.001675	0.001671	0.000881	0.00132	0.00163	0.00132	0.001412	0.001585	0.001527	0.001588	0.001641	0.001581	0.001688	0.000796
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.005794	0.005991	0.003425	0.000229	0.006076	0.002662	0.005998	0.005872	0.006164	0.005835	0.006083	0.006075	0.006027	0.006015	0.00607	0.005385	0.005682	0.006008	0.005587	0.005672	0.00602	0.005861	0.006032	0.006031	0.005973	0.005983	0.005209
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.001963	0.001632	0.002143	0.000146	0.001234	0.00162	0.001649	0.001831	0.001652	0.002093	0.001364	0.001288	0.001666	0.001189	0.001264	0.002792	0.002465	0.001662	0.002283	0.0021	0.001552	0.001732	0.001552	0.001293	0.001681	0.001129	0.002771
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0.003229	0.002963	0.001824	7.8e-05	0.002562	0.001198	0.00295	0.003118	0.002995	0.003295	0.002716	0.00262	0.003042	0.002539	0.002601	0.003596	0.003635	0.003001	0.003545	0.003298	0.002918	0.003101	0.002922	0.002604	0.00304	0.002455	0.003557
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.059569	0.045512	0.136831	0.032029	0.030342	0.118146	0.044774	0.052515	0.042231	0.063184	0.034028	0.031168	0.04565	0.02859	0.030166	0.125759	0.080388	0.042832	0.079477	0.063459	0.042004	0.050934	0.042789	0.031825	0.045523	0.026909	0.137849
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.00151	0.001552	0.000309	2e-06	0.001555	0.00017	0.001561	0.001538	0.001639	0.001497	0.001576	0.001584	0.001582	0.001541	0.00158	0.001104	0.001456	0.001602	0.001419	0.00148	0.001571	0.001524	0.001578	0.001551	0.001582	0.001518	0.001026
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0.001528	0.001321	0.000645	1e-05	0.001074	0.000388	0.001316	0.001429	0.001327	0.001553	0.001162	0.001124	0.001333	0.001053	0.001095	0.001695	0.001759	0.001332	0.001677	0.001576	0.001282	0.001393	0.001286	0.001124	0.001361	0.001011	0.001627
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0.000438	0.000439	0.000135	1e-06	0.000417	7.6e-05	0.000441	0.000432	0.000454	0.000441	0.000425	0.000422	0.000441	0.000407	0.000422	0.000374	0.000427	0.000444	0.000414	0.000436	0.000437	0.000436	0.00044	0.000416	0.000432	0.000402	0.000356
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.003336	0.002136	0.025908	0.00938	0.001105	0.025645	0.002146	0.002785	0.002131	0.003845	0.001387	0.001223	0.002187	0.001017	0.001186	0.012572	0.005891	0.002234	0.004989	0.00392	0.001867	0.002469	0.001892	0.00123	0.00223	0.000911	0.013475
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.002412	0.002619	0.000428	5e-06	0.002835	0.000266	0.002625	0.002517	0.002763	0.00238	0.002807	0.002826	0.002639	0.002835	0.002846	0.0015	0.002103	0.002664	0.002109	0.002262	0.002674	0.002534	0.002679	0.002788	0.002653	0.002835	0.001385
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.00624	0.005198	0.006234	0.001391	0.003903	0.005113	0.005275	0.005781	0.005158	0.006569	0.00426	0.004065	0.005251	0.003723	0.004023	0.008394	0.007644	0.005157	0.007336	0.006525	0.0049	0.00552	0.004946	0.00407	0.005268	0.003528	0.008368
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.012283	0.009825	0.012203	0.000575	0.006775	0.008895	0.009896	0.011002	0.009794	0.013179	0.007667	0.007244	0.009864	0.006495	0.007128	0.020055	0.01605	0.010001	0.014845	0.013489	0.009135	0.010639	0.009243	0.007224	0.009988	0.00616	0.020304
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.033608	0.02815	0.051926	0.015552	0.021948	0.045258	0.027807	0.031105	0.027079	0.033905	0.023854	0.022801	0.028271	0.02161	0.022103	0.049769	0.041517	0.02773	0.039603	0.035089	0.026854	0.029832	0.027214	0.022926	0.028802	0.020698	0.051412
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.000762	0.000555	0.002718	0.002095	0.000349	0.002839	0.000569	0.000669	0.000578	0.000829	0.000412	0.000383	0.000568	0.000327	0.000372	0.001675	0.001095	0.000591	0.00093	0.000854	0.000509	0.000612	0.000511	0.000383	0.00058	0.0003	0.001701
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.006881	0.006671	0.00316	7.5e-05	0.006197	0.001975	0.006788	0.006768	0.006839	0.006815	0.006396	0.006441	0.006622	0.00618	0.006382	0.006312	0.006945	0.006972	0.006516	0.006902	0.006572	0.006634	0.006654	0.006307	0.006826	0.006056	0.005996
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.005128	0.005428	0.003692	0.002128	0.005594	0.003453	0.005426	0.005328	0.005567	0.005217	0.005634	0.005625	0.005413	0.005629	0.005577	0.004789	0.00512	0.005475	0.004926	0.005223	0.005461	0.005243	0.00544	0.005638	0.005475	0.005635	0.004855
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0.003002	0.002176	0.017054	0.009867	0.001305	0.017987	0.00221	0.002624	0.002212	0.003322	0.001558	0.001433	0.002198	0.001233	0.001403	0.008121	0.004564	0.002287	0.003998	0.00346	0.001985	0.002446	0.001955	0.001448	0.002253	0.001142	0.008973
