clade_name	DRR062245_y	DRR062234_y	DRR062244_x	DRR062226_x	DRR062248_x	DRR062282_x	DRR062261_y	DRR062252_y	DRR062262_x	DRR062253_y	DRR062251_y	DRR062224_y	DRR062261_x	DRR062248_y	DRR062240_x	DRR062269_x	DRR062247_y	DRR062249_y	DRR062225_x	DRR062242_x	DRR062229_y	DRR062228_x	DRR062260_y	DRR062263_x	DRR062234_x	DRR062220_x	DRR062236_y
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_kashiwanohense	0.001223	0.001246	0.000475	2.1e-05	0.00128	0.000326	0.001235	0.001241	0.001314	0.00121	0.001302	0.001303	0.00127	0.001283	0.001293	0.000938	0.001152	0.001294	0.001125	0.001187	0.001259	0.001211	0.001281	0.001276	0.001278	0.001265	0.000894
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0.090955	0.119141	0.006173	9.8e-05	0.171434	0.003483	0.118289	0.101206	0.120604	0.083013	0.151615	0.162038	0.118154	0.177503	0.165146	0.032619	0.063059	0.115431	0.069723	0.080871	0.128973	0.10841	0.128279	0.160775	0.115693	0.187205	0.02998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__Carnobacterium_sp.	0.000534	0.000471	0.000305	1.2e-05	0.000368	0.000203	0.000475	0.000502	0.000484	0.000554	0.000404	0.00039	0.000468	0.000356	0.000383	0.000602	0.0006	0.000484	0.000566	0.000556	0.00045	0.000486	0.000453	0.000387	0.000477	0.000342	0.000578
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium_sensu_stricto_1|s__Clostridium_tertium	0.000934	0.000626	0.007446	0.00305	0.000344	0.007651	0.000627	0.000781	0.000636	0.001036	0.000427	0.000389	0.000636	0.000325	0.000377	0.003159	0.001595	0.000671	0.00131	0.001117	0.000564	0.000711	0.000565	0.000388	0.000656	0.000297	0.003394
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.001105	0.001016	0.000493	1.3e-05	0.000886	0.000332	0.001016	0.001065	0.001017	0.001113	0.000922	0.000902	0.001013	0.000858	0.000882	0.001148	0.001198	0.001007	0.001136	0.001095	0.000983	0.001028	0.001003	0.000895	0.001028	0.000827	0.001106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	0.000628	0.000467	0.002617	0.001347	0.000296	0.002863	0.000469	0.000558	0.00049	0.000698	0.000353	0.000325	0.000476	0.000284	0.000322	0.001518	0.000932	0.000506	0.000802	0.000722	0.000431	0.000506	0.000427	0.000324	0.000487	0.000264	0.001539
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.006659	0.004819	0.067689	0.164422	0.002932	0.084265	0.004896	0.005809	0.004822	0.007552	0.003485	0.003174	0.00488	0.00277	0.003122	0.021077	0.010365	0.004974	0.009002	0.007686	0.004389	0.005342	0.004361	0.003217	0.004956	0.002571	0.022728
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.010889	0.008544	0.024902	0.003727	0.005707	0.021685	0.008516	0.009719	0.00851	0.011736	0.006546	0.006121	0.008606	0.005411	0.005947	0.021811	0.014641	0.008666	0.013437	0.012141	0.007895	0.009222	0.008055	0.006105	0.008669	0.005079	0.023176
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter|s__Eubacterium_ramulus	0.00208	0.00206	0.000641	2.4e-05	0.001993	0.000436	0.002067	0.002079	0.002152	0.002055	0.002048	0.002059	0.002031	0.001986	0.002053	0.001528	0.001994	0.002178	0.001944	0.002066	0.002025	0.001985	0.002053	0.002027	0.002086	0.001954	0.001373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__uncultured|s__Faecalimonas_umbilicata	0.011101	0.00984	0.007859	0.000446	0.007793	0.005829	0.009673	0.010428	0.00978	0.011154	0.008403	0.008042	0.009948	0.007545	0.00787	0.013005	0.012814	0.009756	0.012061	0.011703	0.00952	0.010363	0.009511	0.008045	0.009752	0.00724	0.012843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp.	0.000474	0.000533	7.8e-05	1e-06	0.000618	4.6e-05	0.000531	0.0005	0.000563	0.000459	0.000597	0.000613	0.000543	0.000619	0.00061	0.000272	0.000415	0.000537	0.000411	0.000456	0.000556	0.000505	0.00056	0.000602	0.000537	0.00062	0.000254
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	0.003194	0.003735	0.000327	1e-06	0.004535	0.000168	0.003773	0.003438	0.003924	0.003052	0.004287	0.004446	0.003774	0.004541	0.004432	0.001602	0.002597	0.003724	0.002591	0.002988	0.003916	0.003476	0.003912	0.004379	0.003708	0.004582	0.001479
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	0.002735	0.00253	0.001079	3.4e-05	0.0022	0.000686	0.002557	0.002641	0.002618	0.002767	0.002333	0.002282	0.00258	0.002163	0.002265	0.002536	0.002925	0.00262	0.002757	0.002755	0.002513	0.002609	0.002488	0.002252	0.002589	0.002085	0.002325
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae	0.005083	0.005146	0.001402	3.9e-05	0.00507	0.000895	0.005064	0.00499	0.005145	0.00486	0.005125	0.005097	0.005182	0.005038	0.005009	0.003877	0.00483	0.00509	0.004724	0.004931	0.005141	0.005133	0.005198	0.00505	0.005053	0.00499	0.003594
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri	0.002185	0.002521	0.000911	7.2e-05	0.002916	0.000707	0.00259	0.002379	0.002728	0.002165	0.002843	0.002945	0.002503	0.002964	0.00298	0.001639	0.001944	0.002683	0.001851	0.002134	0.002566	0.002309	0.002571	0.002875	0.00255	0.002976	0.001525
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_phage	0.001572	0.001354	0.002062	0.000108	0.001052	0.001566	0.001357	0.001483	0.001411	0.001659	0.00116	0.001109	0.001382	0.001019	0.0011	0.002481	0.001923	0.001405	0.001744	0.001653	0.0013	0.001408	0.001303	0.0011	0.001389	0.000973	0.002469
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	0.005514	0.005538	0.001141	1.2e-05	0.005668	0.000623	0.005421	0.005305	0.005305	0.005109	0.005492	0.005551	0.005564	0.005594	0.005464	0.004082	0.005061	0.005236	0.005373	0.005236	0.005619	0.005623	0.005745	0.005479	0.005396	0.005551	0.003862
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Massiliomicrobiota_timonensis	0.001647	0.001844	0.000258	1e-06	0.002124	0.000138	0.001903	0.001762	0.00202	0.001637	0.002056	0.002111	0.001885	0.002115	0.00214	0.000967	0.001401	0.001939	0.001365	0.001547	0.00191	0.001747	0.001905	0.00206	0.001876	0.002108	0.000871
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Mycobacterium_tuberculosis	0.001387	0.00114	0.00375	0.002055	0.000842	0.003724	0.00115	0.001267	0.001139	0.001454	0.000936	0.000889	0.001136	0.000808	0.000867	0.002613	0.001823	0.001163	0.001661	0.001501	0.001074	0.001214	0.001082	0.000891	0.001159	0.000768	0.00271
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.007139	0.005593	0.01144	0.000944	0.003753	0.009044	0.005521	0.0064	0.005413	0.007639	0.004253	0.003893	0.005645	0.003496	0.003753	0.01294	0.009209	0.005374	0.008879	0.007561	0.005157	0.006129	0.005294	0.003936	0.005613	0.00327	0.013961
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	0.006181	0.006177	0.002703	0.000102	0.005978	0.001867	0.00631	0.006242	0.006442	0.006237	0.006056	0.00601	0.00626	0.005889	0.006067	0.005244	0.006163	0.006337	0.00594	0.006136	0.006146	0.006094	0.006133	0.005925	0.006178	0.005776	0.0049
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.000671	0.000525	0.002688	0.001271	0.000355	0.00291	0.000533	0.000604	0.000556	0.00074	0.000415	0.000385	0.000541	0.000337	0.00038	0.00145	0.000929	0.00056	0.000802	0.00076	0.000491	0.000563	0.000492	0.000383	0.000542	0.000313	0.001526
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.004956	0.005004	0.00306	0.000418	0.004833	0.002493	0.004982	0.004981	0.005093	0.004944	0.004955	0.004938	0.004999	0.004864	0.004883	0.004786	0.005088	0.005067	0.00487	0.005111	0.004984	0.00496	0.005004	0.004893	0.005056	0.004793	0.004645
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.00067	0.000632	0.00019	2e-06	0.000566	0.000111	0.000647	0.000653	0.000664	0.000674	0.000589	0.000583	0.00065	0.00055	0.000581	0.000544	0.000693	0.000659	0.000655	0.000664	0.000626	0.00064	0.000625	0.000573	0.000644	0.000529	0.000492
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.000971	0.000745	0.004123	0.001164	0.000504	0.004077	0.000756	0.00087	0.000772	0.001061	0.00058	0.000541	0.000754	0.000477	0.000531	0.002377	0.001399	0.000781	0.001194	0.00107	0.000687	0.000801	0.000692	0.00054	0.000767	0.000445	0.002483
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Negativibacillus|s__Ruminococcus_sp.	0.000938	0.000895	0.00033	8e-06	0.000778	0.00021	0.000905	0.000931	0.000912	0.000967	0.000821	0.0008	0.000904	0.000767	0.000795	0.000845	0.000992	0.000916	0.000959	0.00096	0.00087	0.000894	0.000873	0.000791	0.000903	0.000745	0.000806
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	0.000209	0.000136	0.002913	0.00567	6.8e-05	0.003634	0.000141	0.000175	0.000139	0.000246	8.7e-05	7.8e-05	0.000138	6.4e-05	7.6e-05	0.000928	0.000394	0.000147	0.00031	0.000262	0.000121	0.000159	0.000118	7.8e-05	0.000145	5.8e-05	0.001012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.00166	0.001324	0.00292	9.9e-05	0.000932	0.002018	0.001339	0.001471	0.001288	0.001748	0.001031	0.000982	0.001316	0.000882	0.000964	0.003008	0.002102	0.00131	0.001996	0.001739	0.001233	0.001427	0.001252	0.000979	0.001331	0.00084	0.003054
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	0.059265	0.059248	0.031344	0.004564	0.057342	0.025429	0.060832	0.060408	0.061628	0.062056	0.058357	0.057464	0.060435	0.056704	0.058171	0.057948	0.062175	0.06056	0.061007	0.059628	0.058949	0.059733	0.058762	0.056978	0.059905	0.055936	0.056834
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_sp.	0.00382	0.00359	0.002327	6.9e-05	0.003209	0.001563	0.00359	0.003802	0.003664	0.003932	0.003387	0.003242	0.003667	0.003154	0.003206	0.004017	0.004094	0.003616	0.004002	0.003757	0.003525	0.003676	0.003551	0.003241	0.003688	0.003061	0.003946
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_ratti	0.007584	0.006415	0.014721	0.00508	0.005005	0.013473	0.006405	0.006948	0.006415	0.007794	0.005439	0.005296	0.006459	0.004882	0.005244	0.012412	0.009198	0.006553	0.00855	0.008169	0.006153	0.00674	0.006188	0.005227	0.006455	0.004709	0.012548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium]_bolteae	0.001517	0.001489	0.000444	4e-06	0.001349	0.000239	0.001518	0.0015	0.001505	0.001521	0.001394	0.00138	0.001486	0.001323	0.001367	0.001315	0.001511	0.001495	0.001471	0.001507	0.001472	0.001512	0.001463	0.001381	0.001493	0.001299	0.001261
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__[Clostridium]_leptum	0.001536	0.001758	0.000267	6e-06	0.002038	0.000178	0.001753	0.001619	0.001883	0.001472	0.00198	0.002037	0.001768	0.002053	0.002048	0.000842	0.001271	0.001816	0.001258	0.001457	0.001828	0.001648	0.001827	0.001998	0.001742	0.002065	0.000766
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__[Clostridium]_spiroforme	0.001162	0.001161	0.000235	2e-06	0.001099	0.00013	0.001165	0.001171	0.001182	0.001156	0.001125	0.001111	0.00117	0.001081	0.00111	0.000868	0.001091	0.00117	0.001088	0.001097	0.001143	0.001148	0.001157	0.001096	0.001155	0.001057	0.000811
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter|s__[Eubacterium]_rectale	0.004203	0.004546	0.000594	3e-06	0.004811	0.000314	0.004481	0.004327	0.004615	0.004019	0.004783	0.004798	0.004553	0.004826	0.004742	0.002441	0.003562	0.004551	0.003683	0.003961	0.004605	0.004412	0.004674	0.004752	0.004531	0.00484	0.002267
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_gnavus_group|s__[Ruminococcus]_gnavus	0.005947	0.005749	0.003116	0.00042	0.00533	0.002324	0.00572	0.005902	0.005885	0.00612	0.005605	0.005407	0.005865	0.005344	0.005387	0.005844	0.00626	0.005857	0.006185	0.005954	0.005707	0.00588	0.005734	0.005395	0.00589	0.005253	0.005767
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus]_torques_group|s__metagenome	0.004557	0.004427	0.000779	9e-06	0.00427	0.000418	0.004419	0.004502	0.004533	0.004421	0.004372	0.004352	0.004453	0.004244	0.004276	0.003036	0.004363	0.004539	0.004275	0.004456	0.004427	0.00442	0.004474	0.004299	0.004521	0.004151	0.002775
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_ventriosum_group|s__uncultured_Lachnospiraceae	0.001445	0.00151	0.0002	1e-06	0.001585	9.5e-05	0.001499	0.001452	0.001524	0.00138	0.001574	0.001607	0.001518	0.001613	0.001586	0.000873	0.001306	0.001513	0.001329	0.001415	0.001561	0.001505	0.001557	0.001583	0.001528	0.001623	0.000836
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__uncultured_Roseburia	0.000953	0.000872	0.000732	3.8e-05	0.00073	0.000565	0.000884	0.00092	0.000934	0.000973	0.000792	0.000775	0.000884	0.000711	0.000766	0.001117	0.001081	0.000923	0.000962	0.000993	0.000851	0.000878	0.000853	0.00076	0.000895	0.000679	0.001064
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__uncultured_Ruminococcaceae	0.001025	0.000951	0.000469	7e-06	0.000799	0.000268	0.000969	0.000993	0.000975	0.001051	0.000849	0.000834	0.000962	0.000781	0.000832	0.001008	0.001095	0.000972	0.001055	0.001045	0.00092	0.000967	0.000924	0.000821	0.000955	0.000756	0.000983
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__uncultured_organism	0.003729	0.003424	0.004579	0.001558	0.002951	0.004333	0.003476	0.003591	0.003547	0.0039	0.003121	0.003036	0.003495	0.002869	0.003018	0.004819	0.004176	0.003487	0.003893	0.003919	0.003345	0.003516	0.003356	0.003008	0.003456	0.002781	0.004874
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__uncultured_rumen	0.007933	0.00893	0.000796	3e-06	0.010145	0.000398	0.008953	0.008259	0.008971	0.007427	0.00957	0.009917	0.008869	0.010019	0.009932	0.003876	0.006421	0.0086	0.006851	0.007422	0.009109	0.008543	0.009187	0.009826	0.008668	0.010054	0.003597
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group|s__unidentified	0.000937	0.000972	0.000203	3e-06	0.001005	0.000128	0.000994	0.000958	0.001041	0.000935	0.001009	0.001024	0.000989	0.001003	0.001031	0.000601	0.000879	0.001008	0.000849	0.000931	0.000996	0.000961	0.000979	0.001008	0.000986	0.000994	0.000556
