Sample	MSE
ERR4622722	0.0006913924704874115
ERR4622740	0.0004945409403833711
ERR4622745	0.0003518767561726136
ERR4622750	3.212887891655303e-05
ERR4622756	0.00024400919282892685
ERR4622767	0.00036795223170251265
ERR4622795	0.00034440720725849744
ERR4622823	0.00047587028835438126
ERR4622825	0.00043708458235179284
ERR4622866	0.00048440147791696964
ERR4622877	0.0008912993727677905
ERR4622881	0.0001924555754342297
ERR4622884	0.00018902588653448233
ERR4622899	6.99754696969697e-08
ERR4622919	0.0006326401114122855
ERR4622920	0.0006275916986191159
ERR4622941	0.00015621772493940652
ERR4622949	0.0005482085524823106
ERR4622950	0.0005706614660644697
ERR4622963	0.0013984819898332826
ERR4622965	0.0007698865325326261
ERR4623005	0.00022768790648339647
ERR4623050	0.0004909015871559597
ERR4623064	0.00030757742880717175
ERR4623069	0.00046093777501175504
ERR4623136	0.0010447869086754797
ERR4623146	0.00010742157991488638
ERR4623150	0.00036279915240169193
ERR4623163	0.0007778307707875631
ERR4623170	0.00033346773208662884
ERR4623205	9.851859922577018e-05
ERR4623269	3.6518796197474736e-05
ERR4623275	0.0016618463343474627
ERR4623300	0.0007053005578425125
ERR4623336	0.00016177013470023994
ERR4623360	0.0002153939022570328
ERR4623363	0.0011449351855627272
ERR4623392	0.0002435270337290909
ERR4623393	0.00024742999101830807
ERR4623425	0.0002628227973842551
ERR4623429	0.0022343933719163383
ERR4623430	0.0006934264681818183
ERR4623433	0.000649459687016452
ERR4623437	0.0002638816338420202
ERR4623441	0.001077518402419432
ERR4623444	0.0009924002196001515
ERR4623451	0.00047597933543513883
ERR4623506	0.0017114269047501262
ERR4623508	0.0006459977936874114
ERR4623519	0.0004951034338591667
ERR4622731	3.809506189577022e-05
ERR4622733	3.290895466061869e-05
ERR4622746	0.0003652063022326641
ERR4622757	0.0002331525260653661
ERR4622763	0.0003322410365336995
ERR4622768	0.00038293297206537887
ERR4622772	0.0002416277370162878
ERR4622783	0.00038420025984996204
ERR4622788	0.00022635771553844702
ERR4622801	0.0009485361069169698
ERR4622805	0.00024335418428760085
ERR4622827	0.0012194774148469192
ERR4622835	5.360796460250001e-05
ERR4622859	0.00039087288307267673
ERR4622863	0.0003336765813648358
ERR4622869	0.00044281693677981063
ERR4622928	0.000281892160613851
ERR4622952	0.0002879231344086868
ERR4622956	0.0003003890712337121
ERR4622961	0.0013524061552178028
ERR4622962	0.0013423756123054926
ERR4622978	0.0006093336039437371
ERR4622979	0.0006386908846830176
ERR4622989	0.0004015397238249874
ERR4622995	0.0006683258923667297
ERR4623022	0.0003805818367379167
ERR4623047	0.00024480155642474753
ERR4623051	0.00048541220785616176
ERR4623062	0.0009132827374562501
ERR4623086	0.00036650712225772734
ERR4623089	0.0007910406107124874
ERR4623091	0.0007476823648282701
ERR4623147	0.0001032963303293182
ERR4623164	0.0007920634768644191
ERR4623176	0.0006985856933695325
ERR4623191	0.00042618508240273995
ERR4623195	0.0006982805000268938
ERR4623213	0.00038902907245800514
ERR4623251	0.0004590125677106819
ERR4623299	0.0006685587653344951
ERR4623303	0.0007503793617624874
ERR4623330	0.00015170404875297977
ERR4623332	0.00015744946673693178
ERR4623344	0.00034731184502850994
ERR4623354	0.0004603564485418559
ERR4623357	0.00019214746665547982
ERR4623361	0.0010898290735017677
ERR4623364	0.0009879182031008208
ERR4623366	0.0004442189470522348
ERR4623367	0.000453369757864861
ERR4623369	0.00042663168353373744
ERR4623371	0.00018320395169280307
ERR4623385	0.0003054317594001895
ERR4623402	0.00035024815367907836
ERR4623407	0.00045436950507215916
ERR4623431	0.0006527236720737499
ERR4623456	0.000865746956967058
ERR4623458	0.00011423224094358586
ERR4623462	0.0005749390777151136
ERR4623472	0.00044416520048911614
ERR4623503	0.0016786243575269693
ERR4623507	0.0005837832959928914
ERR4623511	0.000612833704665846
