Sample	MSE
ERR4622722	0.07120124251403237
ERR4622740	0.07174884282175358
ERR4622745	0.0717543957892216
ERR4622750	0.07461743028385318
ERR4622756	0.07212189793978903
ERR4622767	0.0720965886737202
ERR4622795	0.07030758739944436
ERR4622823	0.07084667250859705
ERR4622825	0.07135099799982048
ERR4622866	0.07075453673282404
ERR4622877	0.07042933778758598
ERR4622881	0.07042140753762918
ERR4622884	0.07040361164084333
ERR4622899	0.0751415321102904
ERR4622919	0.07215783273713476
ERR4622920	0.0719954650323171
ERR4622941	0.07441801136189143
ERR4622949	0.07137073536082171
ERR4622950	0.07129336661297608
ERR4622963	0.07438270783980601
ERR4622965	0.07205514549448995
ERR4623005	0.07122717348437986
ERR4623050	0.07078582319437161
ERR4623064	0.07028141852315034
ERR4623069	0.0705368933736769
ERR4623136	0.07115104563892523
ERR4623146	0.07667676845902978
ERR4623150	0.07304294789707594
ERR4623163	0.07229377607135246
ERR4623170	0.0702905322191384
ERR4623205	0.07668631699914319
ERR4623269	0.07593457992111262
ERR4623275	0.07128631051953231
ERR4623300	0.0704613980443963
ERR4623336	0.07106698926309064
ERR4623360	0.07050089666021638
ERR4623363	0.07134920705769934
ERR4623392	0.07145332768604878
ERR4623393	0.07161798585116957
ERR4623425	0.07093442750189663
ERR4623429	0.07192893311597164
ERR4623430	0.07079634701707146
ERR4623433	0.07077912713684802
ERR4623437	0.0701830045621193
ERR4623441	0.07107990218614797
ERR4623444	0.07087195623408753
ERR4623451	0.0708887967107652
ERR4623506	0.07248528222462514
ERR4623508	0.07087961710005913
ERR4623519	0.07247843462512457
ERR4622731	0.07536199166436874
ERR4622733	0.07550990228728688
ERR4622746	0.07194117518113949
ERR4622757	0.07209762661423581
ERR4622763	0.07199166141561249
ERR4622768	0.070145244613178
ERR4622772	0.06996246224211908
ERR4622783	0.06990525810906512
ERR4622788	0.06992794271624048
ERR4622801	0.07183284376019777
ERR4622805	0.07070698789891917
ERR4622827	0.07420076915355474
ERR4622835	0.0749026355245881
ERR4622859	0.07050448567974868
ERR4622863	0.07079394874033959
ERR4622869	0.07060111531462679
ERR4622928	0.07065377933052926
ERR4622952	0.07081241871624278
ERR4622956	0.07082726543758472
ERR4622961	0.0742638927794779
ERR4622962	0.07424000501212114
ERR4622978	0.07159296351025207
ERR4622979	0.0715939928047363
ERR4622989	0.07176049816165075
ERR4622995	0.07038926994798844
ERR4623022	0.07025208572567908
ERR4623047	0.07048885124600708
ERR4623051	0.07080042071179757
ERR4623062	0.07056326496626913
ERR4623086	0.07093593397988979
ERR4623089	0.07223720432719152
ERR4623091	0.07214763520346615
ERR4623147	0.0766714595285177
ERR4623164	0.07231539509561517
ERR4623176	0.07203870213001978
ERR4623191	0.07604066141528178
ERR4623195	0.07038079710785189
ERR4623213	0.0730168673618532
ERR4623251	0.07357762647178037
ERR4623299	0.07048942821790495
ERR4623303	0.07046756247878092
ERR4623330	0.07103105826374363
ERR4623332	0.07107505571688187
ERR4623344	0.071058039626803
ERR4623354	0.07022114838986636
ERR4623357	0.07052901354397871
ERR4623361	0.07135575519831641
ERR4623364	0.07146954792202734
ERR4623366	0.07119215171192698
ERR4623367	0.07118067451629062
ERR4623369	0.07119655975133071
ERR4623371	0.07189116923732462
ERR4623385	0.07070541229403175
ERR4623402	0.07095480868156392
ERR4623407	0.07125585983347292
ERR4623431	0.07077323361458915
ERR4623456	0.07156011534293272
ERR4623458	0.0762946037018494
ERR4623462	0.07029839566769087
ERR4623472	0.07192032478489138
ERR4623503	0.07173472125335248
ERR4623507	0.07084641354502673
ERR4623511	0.07088128858797342
